step,PD
352,8859.36181575
353,8826.01740252
354,8788.78737891
355,8756.41679138
356,8714.51229366
357,8678.09681416
358,8640.00805994
359,8610.72630326
360,8572.23140678
361,8534.541179
362,8496.04164516
363,8461.12611566
364,8434.80464384
365,8406.43465664
366,8372.61773056
367,8333.25923682
368,8290.90975377
369,8258.04580497
370,8222.37621994
371,8193.0086884
372,8163.35201977
373,8125.36672078
374,8083.24851517
375,8049.16855144
376,8017.32534802
377,7982.65575087
378,7942.30244961
379,7903.04593017
380,7869.15129155
381,7833.93300683
382,7793.90276031
383,7749.78363224
384,7720.61796367
385,7685.6223955899995
386,7652.29502684
387,7615.75075158
388,7565.48308913
389,7532.18925694
390,7494.0849389899995
391,7461.35323747
392,7422.91193825
393,7388.55169173
394,7348.43594321
395,7297.04222631
396,7264.55301482
397,7229.72906094
398,7193.7691929
399,7154.99568148
400,7110.77869521
401,7075.0976148
402,7038.33090235
403,7006.89505308
404,6973.81417538
405,6932.90020087
406,6894.9991064099995
407,6861.60244935
408,6824.37031635
409,6784.70551255
410,6748.8509193
411,6704.86951188
412,6667.86418771
413,6627.00549446
414,6590.11147245
415,6544.404105
416,6500.63402293
417,6455.58121589
418,6419.84125161
419,6380.75776704
420,6344.8888023
421,6307.48245223
422,6262.89823003
423,6220.14994472
424,6171.20175798
425,6125.97798283
426,6086.98955398
427,6054.52598903
428,6018.2340798
429,5976.01117781
430,5931.59367249
431,5875.9908196
432,5836.78777903
433,5799.65102018
434,5751.58266523
435,5709.87854139
436,5663.63818214
437,5618.81144144
438,5568.7592681
439,5525.80838861
440,5473.73391988
441,5424.46445461
442,5375.21158599
443,5339.23979598
444,5293.62280452
445,5243.83480274
446,5185.81349485
447,5137.79093594
448,5101.68528273
449,5046.89128942
450,4989.92569402
451,4946.8038418099995
452,4898.83178035
453,4853.92872259
454,4814.11463295
455,4768.517953
456,4716.2198048
457,4669.58545173
458,4625.05366097
459,4575.93011434
460,4522.47004845
461,4481.15653387
462,4428.76189193
463,4376.9355585
464,4325.24276902
465,4283.37311707
466,4227.28889862
467,4176.80591233
468,4130.56412809
469,4083.43588486
470,4032.68627923
471,3973.82350309
472,3913.7613278999997
473,3860.27354206
474,3791.84397162
475,3738.77728345
476,3689.98997816
477,3645.49068283
478,3571.73811233
479,3521.00111923
480,3464.28384716
481,3417.05120138
482,3367.45918277
483,3316.85514353
484,3252.54696324
485,3194.51208105
486,3147.8460779
487,3083.50145444
488,3022.08409909
489,2967.09834527
490,2906.94848588
491,2833.7907935
492,2770.24945991
493,2696.84260419
494,2626.15820013
495,2567.98499934
496,2499.01705761
497,2447.35708147
498,2372.85636107
499,2296.06386053
500,2215.24995318
501,2160.69448948
502,2097.00909198
503,2018.87010712
504,1944.61397943
505,1841.5906446
506,1761.52057429
507,1672.88825139
508,1602.10525324
509,1520.55358392
510,1436.18751842
511,1352.13574778
512,1265.44942909
513,1180.2758461
514,1096.69433322
515,998.38033177
516,910.3435125
517,786.76297112
518,697.34311179
519,574.37794368
520,454.53558558000003
521,315.4195457
522,3.79530866
523,0
