ext_fraction,Genus,age,mean_age,richness,threatened_species,proportion_threatened,ev.dist,lambda_a,lambda_mean
low_ex,Abies,237.574622,110.0268027795789,2,2,1,263.40930245746875,0.002917597741394892,0.006299802984810481
low_ex,Acer,68.6625540000001,51.96652874344933,4,4,1,100.84489801250743,0.0201899620733579,0.02667667813572483
low_ex,Achillea,1.42271399999993,1.4128022980141839,14,14,1,33.61737965551493,1.8549457794155313,1.8679593976628452
low_ex,Aconitum,20.3824020000001,18.559638834990047,7,7,1,52.53493723648155,0.0954701094137631,0.10484633706269839
low_ex,Actaea,36.4270580000001,31.052014439209593,1,1,1,68.5794523784723,0,0
low_ex,Adenocarpus,2.17569400000005,2.152623863788975,9,8,0.8888888888888888,34.36116236060358,1.00989595840967,1.0207192321415315
low_ex,Adiantum,68.6046980000001,51.93318834501892,1,1,1,98.92192576289848,0,0
low_ex,Adonis,44.7180980000001,36.91597208411588,7,7,1,76.8701475829373,0.043515047287013615,0.05271187616626775
low_ex,Adoxa,41.9335310000001,34.98764279623762,1,1,1,74.1286361273715,0,0
low_ex,Aegilops,0.567312999999992,0.5657284161628512,4,4,1,32.92969417059917,2.443614655613233,2.450459127583986
low_ex,Aegopodium,11.7228880000001,11.090396937049942,1,1,1,43.91783779773602,0,0
low_ex,Aeluropus,1.373386,1.364146815657017,1,1,1,33.73496477861173,0,0
low_ex,Aethionema,60.7463660000001,47.27544156780511,4,4,1,92.9292328929537,0.022821025394669507,0.029323773933059703
low_ex,Aethusa,4.00679399999999,3.9294361665186672,1,1,1,36.20174170591677,0,0
low_ex,Agrimonia,51.745716,41.60806657615707,3,3,1,83.92909184128453,0.02123098052538513,0.026403829330960894
low_ex,Agropyron,2.35723799999999,2.3301879968157873,1,1,1,34.71961927563405,0,0
low_ex,Agrostemma,9.95065399999999,9.490249147064635,1,1,1,42.15451912341391,0,0
low_ex,Agrostis,0.197100999999992,0.19690927733526215,21,21,1,32.559481588896276,15.44650934152311,15.461548988063935
low_ex,Aira,1.84360999999999,1.8270103606980073,8,8,1,34.20599114787273,1.1279183458973683,1.138166255874645
low_ex,Ajuga,12.6050889999999,11.877497440563646,5,5,1,44.80564144986231,0.1276815984745616,0.13550311591207756
low_ex,Alchemilla,25.7964870000001,22.957753867786852,84,40,0.47619047619047616,57.97986723618328,0.17176047261176672,0.19299870642225192
low_ex,Alisma,28.338596,24.956302567455033,2,2,1,60.81046516515952,0.024459475005746415,0.027774434080786604
low_ex,Alkanna,13.342485,12.530678365931282,2,2,1,45.54665611742234,0.051950381099168955,0.055316014051122006
low_ex,Allagopappus,1.64508299999994,1.63184936391665,1,1,1,33.839764591951386,0,0
low_ex,Alliaria,9.01468000000005,8.634737803961919,1,1,1,41.1978316486539,0,0
low_ex,Allium,50.0792989999999,40.51742068088695,33,32,0.9696969696969697,82.3972150428343,0.06981941902714107,0.08629640047930957
low_ex,Alnus,27.279626,24.128767560895028,1,1,1,59.46314643074559,0,0
low_ex,Alopecurus,1.25720600000005,1.2494581645580873,7,7,1,33.61958654466299,1.5478053310716269,1.557403204246978
low_ex,Althaea,4.92650800000004,4.810219272247197,4,4,1,37.10895258451603,0.281394927425243,0.288197747890244
low_ex,Alyssum,4.5234930000001,4.42520998212017,15,14,0.9333333333333333,36.70664536622979,0.5986635109421304,0.6119597063289529
low_ex,Amaranthus,18.5140290000001,16.99498855362223,3,3,1,50.71884206680624,0.05933944948817482,0.0646433085377958
low_ex,Ammi,12.6607730000001,11.926971393689339,2,2,1,44.855721815255166,0.05474761932466049,0.05811594223548614
low_ex,Ammoides,14.8405290000001,13.844609978169597,1,1,1,47.03547820482309,0,0
low_ex,Ammophila,0.385418999999936,0.38468678326048017,2,2,1,32.74779971343002,1.7984250401772106,1.8018481807070548
low_ex,Anabasis,18.4503540000001,16.941225276929416,1,1,1,50.65493607193994,0,0
low_ex,Anacyclus,1.42271399999993,1.4128022980141839,6,4,0.6666666666666666,33.61737965551493,1.2593954014848683,1.2682308570325291
low_ex,Anagallis,19.2413990000001,17.607069077775297,5,5,1,51.43982690113289,0.08364453709598205,0.0914086214647519
low_ex,Anagyris,30.7768220000001,26.835093397866853,1,1,1,62.962201158816555,0,0
low_ex,Anarrhinum,4.62010899999994,4.517643454059355,4,3,0.75,36.82081900788691,0.3000566352698407,0.30686227791487786
low_ex,Anchusa,3.7200900000001,3.6532885924488308,4,4,1,35.92430485870258,0.3726507587504209,0.3794647824935849
low_ex,Andrachne,67.97582,51.56990999225292,1,1,1,100.15938305988297,0,0
low_ex,Andropogon,0.0953879999999924,0.09534306695669947,1,1,1,32.45701325362371,0,0
low_ex,Androsace,29.29965,25.70123280557662,20,18,0.9,61.498021236973116,0.1022446436579956,0.11655986684436323
low_ex,Andryala,13.129469,12.34242859273044,8,8,1,45.32413657800843,0.1583797137325078,0.16847912273153476
low_ex,Anemone,23.6812020000001,21.262860186425286,7,7,1,55.83355795285499,0.08217108865737918,0.09151685765669608
low_ex,Angelica,4.51611000000005,4.418143108708323,4,4,1,36.71105795496809,0.30696647360668255,0.3137730777410658
low_ex,Anogramma,43.047887,35.76420420945186,1,1,1,73.39297598433404,0,0
low_ex,Antennaria,0.500396999999995,0.49916365569888566,2,2,1,32.6950630228254,1.3851945166736657,1.3886170850909823
low_ex,Anthemis,1.51546399999993,1.5042244245661327,10,7,0.7,33.710129155169405,1.5193928018046963,1.5307457154594377
low_ex,Anthericum,68.888891,52.0968284826741,4,4,1,101.2055801957406,0.020123627206016285,0.026609956910926585
low_ex,Anthoxanthum,0.835099999999933,0.8316722681878104,5,5,1,33.197480082109806,1.92723974665816,1.935182852665051
low_ex,Anthriscus,7.40449200000011,7.14570008499676,2,2,1,39.59944071951163,0.09361171307362273,0.09700199732917557
low_ex,Anthyllis,4.70452500000011,4.598335781228632,20,19,0.95,36.88989177785437,0.6367767784322371,0.6514818438843019
low_ex,Antirrhinum,2.05869099999999,2.0380202732295065,24,19,0.7916666666666666,34.259402509762275,1.5437255179859248,1.5593828344562581
low_ex,Apera,1.47583200000005,1.4651699389045327,2,2,1,33.838212788147416,0.46966536879531123,0.47308312991883544
low_ex,Aphanes,25.7964870000001,22.957753867786852,7,6,0.8571428571428571,57.97986723618328,0.07543314518195078,0.08476047614508643
low_ex,Aphyllanthes,70.6926719999999,53.12786804070785,1,1,1,103.0093298357298,0,0
low_ex,Apium,8.39728200000005,8.066398021578543,5,4,0.8,40.59223537541861,0.191661767752243,0.19952374134386483
low_ex,Aposeris,9.92475999999999,9.46667903603294,1,1,1,42.119426613627546,0,0
low_ex,Aquilegia,56.0565660000001,44.36855932497696,10,8,0.8,88.20882806039185,0.04107609968463002,0.051896773932387355
low_ex,Arabidopsis,4.17783300000016,4.09381835774148,1,1,1,36.36098417163541,0,0
low_ex,Arabis,5.9113610000001,5.7449304356139415,19,18,0.9473684210526315,38.09451422583973,0.49809831934919735,0.5125282215626651
low_ex,Arbutus,28.1890400000001,24.839860247703925,1,1,1,60.387002555551206,0,0
low_ex,Arctium,1.15276999999999,1.1462516154602458,4,4,1,33.34745425054243,1.20257671618788,1.209415404455733
low_ex,Arctostaphylos,28.1890400000001,24.839860247703925,2,2,1,60.387002555551206,0.0245892439245871,0.027904632862176284
low_ex,Arenaria,10.316523,9.82269188289944,48,45,0.9375,42.52038600701219,0.37524280330765425,0.39410795503494905
low_ex,Argyrolobium,10.4128790000001,9.910061565847258,3,1,0.3333333333333333,42.59833529564179,0.10550514307024016,0.11085827079563498
low_ex,Arisarum,21.6530469999999,19.60970916690708,3,3,1,54.0597050070308,0.050737075879811036,0.056023895067352864
low_ex,Aristida,8.72523499999999,8.368692415903402,2,2,1,41.08677744872284,0.0794416632400097,0.08282622255810557
low_ex,Aristolochia,147.06522,86.9366180684618,6,6,1,179.09329480278333,0.012183434460085497,0.020609951353491352
low_ex,Armeria,30.1179260000001,26.330984245133024,71,58,0.8169014084507042,62.31702900725486,0.14153298195371425,0.16188836077516633
low_ex,Arnica,12.9059150000001,12.144483495790055,1,1,1,45.100583878076165,0,0
low_ex,Arnoseris,3.63314499999993,3.569395374964599,1,1,1,35.82782379789564,0,0
low_ex,Arrhenatherum,0.968360999999936,0.9637559222268065,5,5,1,33.330742076800746,1.662022646961419,1.6699642257091536
low_ex,Artemisia,4.63646899999999,4.533286842834509,27,23,0.8518518518518519,36.83113503084287,0.710850620591734,0.7270302939717698
low_ex,Arthrocnemum,9.4141760000001,9.000783046750163,1,1,1,41.61878639687236,0,0
low_ex,Arum,21.6530469999999,19.60970916690708,3,3,1,54.0597050070308,0.050737075879811036,0.056023895067352864
low_ex,Aruncus,28.212222,24.857918639888744,1,1,1,60.39564268691739,0,0
low_ex,Asparagus,64.803131,49.712368100445495,7,6,0.8571428571428571,97.11985146761484,0.030028026717649082,0.039143380679905186
low_ex,Asperula,7.16221700000005,6.919732541628226,10,10,1,39.36432235483289,0.32149055145830263,0.33275637159991206
low_ex,Asphodelus,63.130792,48.716307771481006,17,16,0.9411764705882353,95.44840466350738,0.044878469829052935,0.058157390690326626
low_ex,Asplenium,29.13178,25.571527892407595,22,19,0.8636363636363636,59.413446869770084,0.10610551272041448,0.12087828566067313
low_ex,Aster,7.62901799999999,7.354661037175636,8,8,1,39.82368677544679,0.27257001381827106,0.282737916971139
low_ex,Astragalus,10.8231620000002,10.281230472962559,49,42,0.8571428571428571,43.0084985870667,0.35958255989428545,0.37853643183520524
low_ex,Astrantia,26.1651720000001,23.250171243676554,2,2,1,58.36016582488484,0.026491214373058302,0.029812562380522826
low_ex,Athyrium,38.876795,32.82343392251166,2,2,1,69.12264628818642,0.017829329309680626,0.021117448655625162
low_ex,Atractylis,21.7602389999999,19.697782527739108,3,3,1,53.9549422480727,0.05048714256622434,0.05577339921998862
low_ex,Atriplex,19.2656710000001,17.627428673448396,9,9,1,51.470301399439066,0.11404869196282902,0.12464804810958192
low_ex,Atropa,3.413843,3.357480667039478,2,1,0.5,35.614881826631176,0.2030401458297717,0.20644859920255054
low_ex,Avena,0.968360999999936,0.9637559222268065,12,10,0.8333333333333334,33.330742076800746,2.566095340258607,2.578356814707295
low_ex,Baldellia,28.338596,24.956302567455033,5,5,1,60.81046516515952,0.05679314220203783,0.06449023881177547
low_ex,Ballota,0.674276999999879,0.6720400788514881,2,2,1,32.874829850791855,1.0279857989521661,1.0314075043627295
low_ex,Barbarea,7.76748200000011,7.4833100290003305,3,3,1,39.95063309214787,0.14143737811920185,0.1468083354038012
low_ex,Bartsia,16.8501079999999,15.580397410931191,2,2,1,49.05066829872719,0.04113606752905972,0.04448841465838567
low_ex,Bassia,13.1911800000002,12.397001325827393,4,4,1,45.39578213409662,0.10509252099659541,0.11182497482126932
low_ex,Bellis,6.49633699999999,6.29604592873436,7,6,0.8571428571428571,38.69100566047292,0.29953959424446674,0.30906860767556105
low_ex,Berberis,124.400454,78.64440983744129,3,3,1,156.52565225454157,0.008831256264290722,0.0139693627422337
low_ex,Berula,8.39233900000005,8.061834789348229,1,0,0,40.58729237600786,0,0
low_ex,Betula,22.36606,20.194070073863063,3,2,0.6666666666666666,54.54958963596263,0.049119616448677586,0.05440271746358007
low_ex,Bituminaria,41.7355920000001,34.84901865957604,1,1,1,73.92088720458474,0,0
low_ex,Blackstonia,14.217143,13.299942045308267,6,5,0.8333333333333334,46.41854861217555,0.12602809644863633,0.134719344123768
low_ex,Blechnum,38.876795,32.82343392251166,1,1,1,69.12264628818642,0,0
low_ex,Blysmus,11.923425,11.269861174108218,1,1,1,44.28019836319092,0,0
low_ex,Boerhavia,44.3865320000001,36.68847525360664,1,0,0,76.59039171398334,0,0
low_ex,Bolboschoenus,4.1690530000001,4.085386591502768,2,2,1,36.525847005451325,0.1662601028482796,0.1696650157910706
low_ex,Bombycilaena,0.527490999999995,0.5261207176951165,2,2,1,32.72215702277494,1.3140455108427476,1.3174679446127031
low_ex,Borago,3.7200900000001,3.6532885924488308,1,1,1,35.92430485870258,0,0
low_ex,Botrychium,92.38551,64.56681881321376,2,2,1,134.67289802875135,0.007502769433864091,0.01073534662695959
low_ex,Brachiaria,0.88026199999999,0.8764545940450652,1,1,1,33.24188090241144,0,0
low_ex,Brachypodium,5.36245399999999,5.225039668251837,7,7,1,37.72482368415531,0.36287680025885855,0.37242016761690244
low_ex,Brassica,0.241707000000101,0.2414187625314143,20,19,0.95,32.4248590474089,12.394065019021951,12.408862683836245
low_ex,Brimeura,12.19707,11.514232669061188,3,2,0.6666666666666666,44.514356915915066,0.09007181959832236,0.09541341748461342
low_ex,Briza,5.80934799999999,5.648512757739809,3,3,1,38.17171135474549,0.18911111688749094,0.19449584975491985
low_ex,Bromus,3.348481,3.2942342721651428,20,20,1,35.71086266421298,0.89465410541496,0.9093865299340229
low_ex,Buglossoides,5.18596600000005,5.057309728762292,3,2,0.6666666666666666,37.390199680488635,0.21184332652163534,0.21723255002951544
low_ex,Bunias,2.1270340000001,2.104977531872007,1,1,1,34.31018653698771,0,0
low_ex,Bupleurum,35.320084,30.240477602399622,21,19,0.9047619047619048,67.5150077739054,0.08619805201265725,0.10067706197476974
low_ex,Butomus,74.0719509999999,55.02472879231415,1,1,1,106.51973062621909,0,0
low_ex,Buxus,136.092126,83.07786422136815,2,2,1,168.2027716473726,0.005093220312833861,0.008343343766192578
