step,PD
1,22576.079788219784
2,22345.659990219785
3,21575.925827719784
4,21517.731813719787
5,21359.115010886453
6,21316.08563355312
7,21239.506835370194
8,21139.718908411858
9,20949.178345027063
10,20709.895842027065
11,20669.944640527065
12,20502.39460616522
13,20355.32939066522
14,20279.17488016522
15,19949.181553808077
16,19910.89318155808
17,19867.14633105808
18,19785.260158224744
19,19684.270880230364
20,19577.811200230364
21,19532.903984563698
22,19457.0265360637
23,19402.857375438696
24,19238.382097920243
25,19073.485561170244
26,19055.445354420244
27,18959.577553420244
28,18832.986137395244
29,18710.258863395244
30,18598.767980426495
31,18539.502207926493
32,18524.719835926495
33,18482.391690484186
34,18449.321971700854
35,18336.81085486752
36,18240.496532510377
37,18171.833982010376
38,17793.57732608538
39,17707.8998074123
40,17595.70498007897
41,17542.38195482897
42,17419.210427992602
43,17363.246439367602
44,17310.57949653427
45,17207.50470284677
46,17176.19780234677
47,17167.83221434677
48,17155.95920634677
49,17140.11021759677
50,17053.29100584677
51,16858.515726013815
52,16777.927839013817
53,16577.952474763817
54,16549.721071263815
55,16483.368798763815
56,16455.902793847148
57,16324.913930848492
58,16260.126780949662
59,16206.301237199663
60,16119.808347699662
61,15742.083770147594
62,15714.606425147595
63,15645.717537647593
64,15572.22440295315
65,15552.02860195315
66,15447.733593501536
67,15374.909934501537
68,15276.900648001538
69,15232.655369501537
70,15153.131604612649
71,15126.293439612647
72,15034.063386862648
73,15013.674125862648
74,14954.710978662648
75,14930.212008234077
76,14866.138214011855
77,14724.790083859474
78,14611.110484091358
79,14459.32435347469
80,14443.14165647469
81,14413.023732808024
82,14369.519891433025
83,14234.806875909215
84,14159.180968669214
85,14096.22091468231
86,14013.196391777064
87,13879.089219369922
88,13864.672533227065
89,13726.563127856232
90,13697.992054356231
91,13603.558530106231
92,13492.13859035055
93,13414.065614572772
94,13340.336521239438
95,13274.583083172773
96,13262.71598183944
97,13188.881921214439
98,13085.573155922772
99,12989.566894922773
100,12973.849518422772
101,12916.110617297772
102,12873.632268001344
103,12830.477450084676
104,12793.849199584676
105,12752.471172334677
106,12648.793521334677
107,12512.23541500859
108,12471.17317370859
109,12283.174030309192
110,12239.142083666335
111,12139.613402166335
112,12119.418018066333
113,12065.767169483
114,12044.888309983
115,11990.73002588181
116,11961.665734417526
117,11934.386112917524
118,11899.185997017525
119,11863.654307622362
120,11750.67194653903
121,11561.709822011237
122,11551.838998011237
123,11461.302179255681
124,11458.63891525568
125,11388.913766589014
126,11368.885772630681
127,11356.815557630682
128,11274.098552794898
129,11208.616379044897
130,11189.868849711564
131,11129.122487732397
132,11113.249381732398
133,11080.166337732397
134,11038.43074816674
135,10889.166228804734
136,10846.118345304732
137,10792.7279910339
138,10761.624731313066
139,10759.566042313067
140,10729.873689832297
141,10644.300951451616
142,10596.9354003001
143,10482.2349261751
144,10417.4317984251
145,10395.7787541751
146,10325.086085730656
147,10262.780692647322
148,10133.343431730656
149,10121.079764230655
150,10097.398565230656
151,10085.595112980656
152,10060.149964730655
153,9997.541073313989
154,9920.056482313988
155,9836.649813644815
156,9766.381754644815
157,9709.662706144816
158,9690.649451644817
159,9616.416569944817
160,9582.6471935698155
161,9571.485833444816
162,9461.40959688421
163,9389.043270996734
164,9380.906715163399
165,9352.398412913399
166,9348.9845699134
167,9291.402281767567
168,9271.083286567566
169,9262.195130567567
170,9249.409762067566
171,9212.304292400899
172,9208.7168904009
173,9176.20887101201
174,9133.640085538325
175,9081.93183278075
176,9064.53165528075
177,8962.548841933529
178,8943.83336613353
179,8884.029219383528
180,8865.37898388353
181,8796.704342737132
182,8691.065233737132
183,8575.268110782587
184,8534.041908067746
185,8456.342460923119
186,8416.978735089784
187,8398.952039089785
188,8382.440453089785
189,8366.210377089785
190,8343.155182089786
191,8213.01971332149
192,8185.639924838156
193,8136.126396614752
194,8131.225040614751
195,8102.173158531418
196,8045.944501531419
197,8025.949216656419
198,8017.202396389752
199,7996.753667389752
200,7955.890817655518
201,7921.246975326671
202,7901.556815626672
203,7764.65634852986
204,7747.198986791765
205,7741.214747791765
206,7727.440225397028
207,7704.689223313695
208,7691.879232524221
209,7626.247617774221
210,7614.842398774221
211,7600.001871274221
212,7596.056377274221
213,7534.155361440888
214,7520.26514539677
215,7506.67184989677
216,7425.348620630103
217,7376.309142130103
218,7370.904566130103
219,7356.195620272961
220,7335.85356127296
221,7314.73154389796
222,7224.469948418368
223,7210.513980495291
224,7064.742548095292
225,7052.145110095292
226,7036.974767572565
227,7005.213998132909
228,6992.60807388291
229,6971.4807284223825
230,6959.159424422383
231,6950.330680422383
232,6938.417059953633
233,6925.7905536203
234,6893.9931601203
235,6820.188346166454
236,6724.493694348993
237,6696.155100348993
238,6675.592706432326
239,6648.134340057326
240,6639.737061057326
241,6630.2060645573265
242,6622.645086673992
243,6613.223863673993
244,6020.102023045837
245,6009.812463795837
246,5995.959277795837
247,5932.311697656948
248,5922.043489799806
249,5906.101910049805
250,5894.628333549806
251,5876.984432299805
252,5768.783526231624
253,5761.272261231624
254,5702.169892388766
255,5695.030646795743
256,5671.630184920743
257,5664.212962670743
258,5653.422063170743
259,5639.774362420743
260,5593.286900954076
261,5557.471410854077
262,5535.587115140743
263,5520.6374056836
264,5512.8699275586005
265,5410.725261827831
266,5286.511237566398
267,5182.49874559328
268,5171.53278809328
269,5109.2512114582805
270,5093.39872668328
271,5011.104677275385
272,5007.471536275386
273,4894.212922978205
274,4880.564128394872
275,4871.342015394872
276,4844.043054561539
277,4826.861042936539
278,4800.103225302778
279,4793.152489552778
280,4770.481298552778
281,4756.875484927778
282,4745.687826223477
283,4721.892643799667
284,4711.767901549668
285,4693.301229049667
286,4665.734617966334
287,4661.565570466334
288,4503.223493802478
289,4392.764075427816
290,4360.90195613615
291,4264.585062202816
292,4260.406388577815
293,4249.854499977815
294,4243.073193866704
295,4230.101095295276
296,4218.008995045276
297,4213.402188045276
298,4170.2785820452755
299,4052.9934232952755
300,4047.2108022952752
301,3986.210564741704
302,3980.207242741704
303,3973.710908241704
304,3942.9340883206514
305,3928.9966625933785
306,3923.2497050933785
307,3918.0313550933784
308,3907.4670316183788
309,3901.7458744683786
310,3893.894429051712
311,3885.9320840100454
312,3864.3180340100453
313,3852.516442135045
314,3816.872176206474
315,3811.2698067481406
316,3799.2047987481405
317,3791.8074782481403
318,3790.8613552481406
319,3782.8412767481404
320,3772.2671497481406
321,3765.5868312481402
322,3753.2727593981404
323,3749.5526743981404
324,3745.5891663981406
325,3720.8026981124262
326,3708.222740112426
327,3702.753470532426
328,3617.6583481670414
329,3599.3298297670417
330,3594.4838337670417
331,3589.1191452670414
332,3572.2559480170416
333,3567.3309130170414
334,3537.6494105426827
335,3407.206669221254
336,3402.5049174295873
337,3398.750854929587
338,3332.084941628
339,3322.510366628
340,3312.9648407470477
341,3309.9019597470474
342,3294.568831880381
343,3291.6619983803807
344,3287.330337380381
345,3282.9040657803807
346,3263.5774747109363
347,3260.5493942109365
348,3234.776560827603
349,3227.239318327603
350,3221.0088536609364
351,3214.6661356609366
352,3180.7037700359365
353,3171.691608141492
354,3160.4982869748255
355,3153.5264708081586
356,3101.4976390581587
357,3083.6344587248254
358,3077.7083747605398
359,3073.0719083160952
360,3062.5831637002416
361,3057.5893023877416
362,3054.454004342287
363,3050.457174342287
364,3046.741877292287
365,3044.749931792287
366,2941.6203454047895
367,2939.7767384047893
368,2938.330573182567
369,2934.113784257567
370,2932.793676757567
371,2907.4593390833247
372,2880.5833086355224
373,2866.6303871355226
374,2864.4839465585997
375,2862.7764180585996
376,2859.384698975266
377,2851.0741421752664
378,2848.981258050266
379,2842.657074466933
380,2842.1566799669326
381,2837.3644383835995
382,2766.9188295085996
383,2743.608653203044
384,2632.5868195601865
385,2612.055249148422
386,2602.3810702912792
387,2601.123867791279
388,2563.975838678937
389,2561.454887678937
390,2502.6499758059217
391,2390.8920057169867
392,2382.3962819669864
393,2370.5806934669868
394,2369.2073087169865
395,2356.451550852701
396,2266.9906126402634
397,2258.8339698902632
398,2250.2813968902633
399,2245.2600633902634
400,2243.7446038902635
401,2241.3591908902636
402,2219.276615854549
403,2217.562794354549
404,2203.6579962087158
405,2201.192677316824
406,2197.6012437334907
407,2192.5307602334906
408,2162.5555599734907
409,2161.4380629734906
410,2155.2026814377764
411,2151.050997404443
412,2140.839277966943
413,2056.0281444963916
414,2054.0091728852803
415,2052.8027576852805
416,2038.7356276306587
417,2017.3961089391003
418,2015.7867729391003
419,2014.2640459391002
420,2009.578458168267
421,1954.8410657132672
422,1949.1695032632672
423,1934.9560290632674
424,1863.7377615299338
425,1862.1675605299338
426,1852.7366512104893
427,1849.1174083979893
428,1792.1459710170368
429,1791.1775140170369
430,1788.7625044837034
431,1785.4831174122749
432,1784.772316412275
433,1646.5040887304658
434,1644.7439728637992
435,1640.698792613799
436,1639.2060129137992
437,1637.8364462887992
438,1636.9279711637992
439,1635.159389481981
440,1633.728839731981
441,1590.9678855228
442,1590.0155745228
443,1505.7950581980217
444,1504.2457165105218
445,1497.185848916404
446,1493.8143687497375
447,1461.57318601941
448,1461.1084090194101
449,1451.1577577416324
450,1450.3540272416324
451,1449.7716728666323
452,1445.3335034166323
453,1444.1360809166324
454,1441.9695357916323
455,1440.3300992916325
456,1366.952370475561
457,1365.308562975561
458,1248.6112859271793
459,1247.8302666271793
460,1246.0778301896794
461,1243.3318733424571
462,1238.1082876924572
463,1237.2280295257906
464,1208.1358746359094
465,1206.9655297192428
466,1205.957876069243
467,1110.5411059526461
468,1100.145731938757
469,1099.5671659387572
470,1098.6054339387572
471,1097.7703379387572
472,1095.352610813757
473,1092.1338558970906
474,1091.8665908970904
475,1091.2918858970904
476,1088.9098177304238
477,1085.530555230424
478,1084.234664230424
479,1010.8652250931608
480,1009.8488867550656
481,1009.1219430407798
482,1008.5217915407799
483,1007.6708355407799
484,1002.7722928907798
485,1001.6016058907799
486,926.6026071856024
487,925.5245106856024
488,917.0822105993955
489,914.0818445084864
490,871.9359452404051
491,871.5841462404051
492,870.865105740405
493,869.8149606154051
494,865.3361350317394
495,865.0013540317394
496,864.6933200317394
497,845.8089051590122
498,845.0366006590122
499,844.4849011590121
500,809.544400329327
501,807.3982266315248
502,804.281565041247
503,802.150655691247
504,798.6756889551359
505,776.1890145040489
506,673.3175263935195
507,658.2825955233272
508,653.7536858610465
509,647.8566512110465
510,646.6354714443798
511,644.2798898247217
512,643.1944681580551
513,525.5984779428189
514,520.7452000261522
515,401.4390393104351
516,399.17381049225327
517,399.02538149225325
518,398.70196849225323
519,398.60658349225326
520,395.69510376981736
521,376.56648547126235
522,188.2832427356312
523,0
