step,Sim1,Sim2,Sim3,Sim4,Sim5,Sim6,Sim7,Sim8,Sim9,Sim10,Sim11,Sim12,Sim13,Sim14,Sim15,Sim16,Sim17,Sim18,Sim19,Sim20,Sim21,Sim22,Sim23,Sim24,Sim25,Sim26,Sim27,Sim28,Sim29,Sim30,Sim31,Sim32,Sim33,Sim34,Sim35,Sim36,Sim37,Sim38,Sim39,Sim40,Sim41,Sim42,Sim43,Sim44,Sim45,Sim46,Sim47,Sim48,Sim49,Sim50,Sim51,Sim52,Sim53,Sim54,Sim55,Sim56,Sim57,Sim58,Sim59,Sim60,Sim61,Sim62,Sim63,Sim64,Sim65,Sim66,Sim67,Sim68,Sim69,Sim70,Sim71,Sim72,Sim73,Sim74,Sim75,Sim76,Sim77,Sim78,Sim79,Sim80,Sim81,Sim82,Sim83,Sim84,Sim85,Sim86,Sim87,Sim88,Sim89,Sim90,Sim91,Sim92,Sim93,Sim94,Sim95,Sim96,Sim97,Sim98,Sim99
118,17644.522581,17181.793874,18439.533332,17902.375946,18113.268436,17693.141914,18082.429119,18210.816889,17350.698185,17808.314751,18076.911191,18189.266599,18068.720209,17695.856198,18191.43585,17258.280515,17742.726645,17658.189555,17660.432793,17703.784577,17529.44017,18146.32607,17891.86296,18327.366594,17789.222515,17906.840853,18035.16938,17260.182292,18758.188004,17619.712816,17713.522871,18111.727527,17987.901607,17574.302285,18097.117905,17995.59995,18040.108115,17294.711031,17922.716711,18122.363027,17296.450891,18053.528943,18082.997435,17691.408224,18198.820399,17553.856631,17486.356222,17412.273805,17756.008311,17976.381062,18231.750841,17120.725898,17100.877552,17977.58104,17552.113251,18126.351741,18329.014087,17925.000771,18171.76801,17843.906014,17691.691459,18146.153071,17338.447438,17446.493307,18233.690277,18249.161495,17747.966233,18238.003963,17553.336451,17466.046572,17586.968727,18012.302057,18370.044156,17884.42748,18485.626608,18111.508954,18318.767084,17794.033527,17840.762651,17597.345857,17797.980521,17400.976079,18155.38247,17766.841716,17152.618587,18120.360131,17411.347621,18043.543073,18669.469945,18175.401678,18236.786956,17985.60904,17749.136586,18409.055687,17216.092764,18039.963021,17999.962869,18180.069747,17488.101467
119,17593.917668000002,17106.167967,18431.487596,17874.037352,18048.465307,17680.878246,18079.793229,18209.848531,17348.334403,17737.440115,18075.203664,18168.139253,17878.179645,17694.482814,18149.700259,17251.78418,17739.70876,17642.472179,17652.312603,17606.884904,17511.25741,18068.543395,17889.447951,18324.218341,17788.141959,17879.884932,18032.533489,17258.474763,18744.034205,17513.253137,17710.836959,18084.261522,17984.753354,17507.85734,18096.794492,17973.839714,17974.607637,17291.07789,17920.19576,18119.419061,17295.542417,18042.562986,18077.632747,17663.06963,18166.106845,17548.491942,17476.825226,17411.964142,17695.261949,17900.503613,18208.107016,17112.173325,17089.472333,17973.56155,17531.642906,18121.399506,18246.04121,17870.831611,18169.13212,17842.825458,17605.198569,18104.41748,17337.397293,17322.092856,18228.285701,18240.795907,17744.617752,18222.494531,17552.367994,17364.846101,17518.18109,17977.841699,18361.02948,17880.794339,18469.753502,17975.416832,18243.381955,17737.314478,17783.731318000002,17531.845379,17795.475519,17398.612297,18151.36298,17766.532053,17148.673093,18118.229221,17361.268325,17969.709012,18612.750896,18172.35506,18178.592942,17977.588961,17748.256328,18343.55521,17206.671541,18031.520721,17992.085236,18166.476451,17486.931122
120,17541.641178,17076.797614,18316.326595,17861.091868,18020.812027,17677.831628,18070.379057000002,18156.188713,17341.630345,17698.076389,18064.697612,18099.351616,17876.922442,17641.81587,18142.918952,17239.186742,17738.1933,17641.953312,17646.503258,17579.231625,17508.875341,18034.083035,17882.091091,18320.464279,17675.159597,17859.881022,18031.729758,17247.683863,18692.288491,17472.190896,17702.471371,18083.00432,17957.100075,17505.392021,18084.473188,17972.316987,17950.108667,17285.891928,17913.8799,18075.173782,17293.652444,18036.066651,18051.406548,17635.790008,18060.431038,17444.196933,17473.797145,17397.268809,17674.413724000002,17884.562034,18198.761895,17111.204868,17082.614264,17960.956463,17227.408924,18109.269675,18244.721103,17870.157337,18139.450617,17835.702823,17604.671044,18103.537221,17329.970214,17250.044063,17961.569494,18238.664999,17744.410607,18157.012357,17540.564542,17358.165783,17509.628517,17902.456571,18356.697819,17803.627016,18441.182428,17953.656596,18172.689287,17736.43422,17695.530803,17519.581711,17741.649975,17344.443137,18151.121278,17750.349356,17127.02005,18079.779964,17357.514263,17963.987855,18523.121125,18169.337175,18175.607945,17976.620504,17746.412721,18342.980505,17187.405874,17966.038547,17990.562509,18113.809507,17484.295232
121,17541.434033,17071.165655,18250.826118,17847.410389,18011.390804,17641.04136,18064.657900000002,18144.38526,17260.630786,17693.650118,18055.682936,18089.542784,17870.91912,17640.869747,18077.436779,17236.158661,17726.389849,17614.67369,17626.769311,17579.13624,17505.287939,17980.423217,17813.202204,18320.31585,17666.855679,17768.525094,18031.420095,17242.837867,18638.462947,17470.743356,17694.5413,18047.472631,17933.418876,17502.32914,18073.869866,17969.796036,17921.877264,17280.487352,17912.270564,18004.905723,17286.701708,18016.332704,18045.65959,17625.839356,18057.910087,17434.246283,17468.125582,17383.58733,17631.36584,17845.528546,18188.811243,17106.358872,17069.234232,17940.952553,17225.31604,18064.36246,18235.858348,17862.279704,18135.817476,17824.229246,17602.495353,18099.90408,17321.813571,17010.76156,17959.187425,18229.250827,17743.402953,18155.311474000002,17534.248682,17353.529316,17501.324599,17863.93428,18320.882329,17759.59507,18431.310544,17867.163706,18154.662591,17723.773449,17651.956375,17514.177135,17733.629896,17339.38296,18145.652009,17738.035285,17125.497323,18057.028961,17355.110714,17957.164185,18484.725265,18065.042166,18172.972054,17975.423082,17744.897262,18329.374691,17111.528426,17921.131332,17987.17079,18103.938683,17482.451625
122,17540.915166,17069.908453,18245.640156,17846.945611,17952.125032,17622.951582,18062.905464,18107.679181,17239.831972,17661.67448,18053.582443,17942.477567,17855.046014,17633.747112,18073.491285,17197.125173,17725.421491,17593.020644,17622.245823,17546.345137,17496.065826000002,17957.792806,17774.168717,18318.995742,17628.333388,17766.161312,17975.363533,17241.078138,18624.046261,17440.804127,17690.778018,17974.648972,17910.788465,17491.730349,18045.298792,17953.613339,17846.492136,17279.479698,17911.26291,17948.849161000002,17284.555268,18010.016844,17981.792812,17563.533962,18056.150358,17421.924979,17442.215815,17378.950863000002,17615.183143,17842.118824,18180.25867,17096.522084,17064.539467,17938.537543,17219.506695,18058.321154,18234.309006,17791.338963,18101.357116,17821.508431,17561.433112,18088.818758,17320.905097,16961.338592,17958.608859,18160.46319,17413.409627,18125.618298,17526.092039,17345.992074,17486.907913,17861.577044,18316.262222,17758.045728,18418.119367,17830.535455,18142.341287,17626.873776,17651.010252,17445.389498,17695.341523,17338.885353,18141.706515,17637.046007,17117.61969,18024.237858,17353.396893,17956.95704,18478.721943,18062.05717,18172.063580000002,17973.900355,17554.356698,18324.679926,17110.436812,17884.25725,17985.819046,18043.192321,17473.436949
123,17539.071559,17057.587149,18240.79416,17840.621427000002,17876.247583,17617.230425,17986.750954,18078.547404,17239.304446000002,17652.811725,18052.613986,17845.577894000002,17800.876854000002,17568.115497,18072.538974,17168.5541,17601.02104,17515.853321,17617.399827,17528.133512,17490.66125,17865.4073,17745.597644,18298.196928,17623.726581,17760.350833,17965.977997,17240.405638,18622.694517,17427.994136,17687.64272,17973.203135,17866.543186,17455.102098,18044.779925,17922.836518,17839.71083,17225.654154,17902.897322,17948.176661,17284.090492,18005.170848,17970.387593,17562.086422,18041.733672,17413.788423,17438.218985,17378.147132,17609.997181,17840.602684,18174.626711,17057.999792,17063.63099,17869.749906,17215.337648,18032.411387,18225.189086,17781.993842,18094.000256,17715.048752,17463.558104,18069.084811,17235.227578000002,16869.982663,17940.397235,18157.827299,17383.291703,18083.882707,17523.916348,17221.591623,17457.214736,17857.407997,18305.296265,17742.909593,18415.7547,17790.584254,18138.395793,17626.666631,17632.559903,17425.655551,17694.852735,17255.912474,18141.034015,17556.046448,17094.989279,18023.159762,17350.490059,17953.894159,18471.155912,18049.459732,18167.31692,17952.247312,17549.455342,18255.892289,17103.063029,17881.964289,17920.318569,18040.788772,17443.755446
124,17538.860822,17054.278591,18168.745367,17820.302431,17843.938371,17551.729948,17951.550838,18056.894358,17211.827101,17636.870146,18036.672407000002,17839.262034,17799.429314,17567.311766,17980.153468,17163.330514,17572.682446,17508.426242,17609.034239,17521.275443,17469.782391,17860.505944,17737.4787,18288.326104,17594.594804,17759.198506,17938.698376,17206.765456,18525.794844,17423.997306,17684.294239,17965.273062,17862.823101,17416.706238,18036.902291,17870.560028,17838.752625,17218.973836,17900.796829,17948.081276,17280.071003,17998.031603,17965.541597,17543.436187,18040.929941,17412.272964,17408.525809,17372.742556,17592.816486,17838.238017,18174.385009,16992.499315,17051.815401,17792.582583,17200.628702,18024.109594,18224.606733,17770.100347,18089.075221,17603.557869,17375.35759,18068.733012,17227.059126,16863.030793,17939.869709,18157.234347,17310.468044,18006.715384,17455.253797,17201.901463,17456.542236,17850.032547,18295.42438,17742.702448,18332.781823,17762.01318,18127.413506,17596.965729,17540.894138,17419.846206,17693.532627,17191.109347,18139.713907,17544.641229,17090.064244,18017.9738,17348.107991,17945.49688,18446.87195,18046.431651,18162.391885,17936.305733,17544.032903,18248.769654,17090.457942,17879.58222,17814.642762,18027.40874,17404.39172
125,17495.831445,17050.64545,17895.223991,17813.179796,17789.769211,17549.554256,17948.41554,18046.943706000002,17147.753306,17633.823528,18032.13515,17738.061563,17525.907938,17562.788278,17979.843805,17162.32286,17545.029166,17497.82292,17599.162354,17519.431836,17440.100888,17831.934871,17708.108347,18285.224216,17591.576919,17729.259276,17847.032611,17105.776178,18463.270838,17416.640446,17684.14581,17858.813383,17862.042082,17413.721242,18018.719531,17870.251994,17818.748715,17206.376398,17893.927338,17850.206268,17272.501017,17920.547012,17964.686363,17514.13654,18017.248742,17411.40676,17307.411756,17020.50788,17592.28896,17831.368916,18170.840149,16979.119283,17050.558198,17774.938682,17184.755596,18023.24339,18221.019331,17763.420029,18025.208443,17560.528492,17367.337511,17976.347506000002,17226.100921,16861.950237,17939.003505,18152.309312,17234.313534,17998.531066,17444.974005,17194.52768,17434.176181,17768.146375,18257.136007,17742.204841,18299.712104,17761.146976,18083.666655,17593.817476,17540.219864,17415.900712,17665.301223,17183.572104,18138.267742,17538.529409,17089.111933,18012.163321,17317.33117,17869.342369,18434.550646,18027.781416,18144.365189,17908.828388,17543.322103,18241.258389,16994.451681,17836.534337,17813.968488,18024.887789,17392.267693
126,17466.699668,17045.459488,17887.055539,17807.547837000002,17686.694417,17517.245044,17852.409279,18040.1624,17134.62384,17631.730644,17885.069936,17737.47921,17476.29648,17534.217205,17978.586602,17154.203916,17539.666716,17454.248492,17584.321827,17515.100175,17435.174386,17822.605391,17665.07897,18284.343957,17591.369774,17728.290918,17836.050324,17100.754844,18450.80902,17409.129181,17677.649475000002,17846.208296,17861.161823,17408.316666,17922.71327,17868.931887,17811.391855,17161.469182,17790.852544,17806.702427,17251.373671,17908.283344,17891.193229,17408.460733,18012.634521,17410.991671,17238.749205,16962.313866,17576.415854,17826.308739,18151.149989,16973.754594000002,17044.926239,17765.067858,17101.782719,17922.254112,18164.962769,17750.474545,18024.250238,17491.740855,17355.213484,17975.765151,17221.480814,16850.864915,17833.327698,18048.014303,17220.360613,17996.430573,17423.851986,17179.687153,17425.778902000002,17767.280171,18253.787526,17732.673845,18281.261755,17759.654196,18080.033514,17593.106674,17538.329891,17414.306076,17613.024733,17121.26671,18133.521082,17265.008033000002,17082.796073,18008.784058,17278.297682,17867.397603,18414.23165,17983.536137,18135.999601,17878.051567,17535.201913,18230.752337,16976.579072,17834.119328,17805.800036,18015.558309,17371.818964000002
127,17407.597299,16948.559815,17885.211932,17805.190601,17682.080196,17515.752264,17745.9496,18037.657398,17082.34735,17613.640867000002,17876.93338,17704.765656,17441.096364,17498.897125,17905.762943,17149.583809,17302.092098,17444.377668,17566.232049,17449.599697,17407.521106,17819.503503,17551.828521,18278.028097,17570.490915,17707.412059,17831.01399,17066.294486,18445.339751,17396.343812,17674.104615,17749.308623,17841.896158,17388.626506,17849.889611,17688.303604,17805.58251,17133.130588,17782.455709,17805.164204,17207.128392,17669.000841,17887.173739,17406.708297,17970.306375,17381.298494,17233.82417,16959.285785,17440.323732,17824.465132,18150.283786,16972.239134,16967.758916,17706.873844,17093.286995,17894.788107,18162.598102,17741.459869,17983.187996,17394.841182,17352.195599,17974.81284,17150.606179,16792.670901,17810.961642,17941.554622,17209.761822,17940.201916,17322.862708,17161.814544,17344.779343,17761.917721,18224.723234,17726.670523,18260.79141,17749.845364,18073.209844,17589.692831,17530.209701,17414.064374,17603.493737,17040.678823,18081.775368,17262.064067,17071.322497,18002.002751,17272.185864,17860.040743,18400.851618,17971.720548,18097.711229,17872.048245,17525.872433,18228.459376,16964.77748,17830.399243,17805.302429,18008.182859,17282.189193000002
128,17395.793846,16941.43718,17881.83267,17752.523657,17674.542954,17515.169911,17670.072152,18036.284013,17077.810092,17605.336949,17868.629462,17692.898554,17431.751244,17498.80174,17836.975306,17142.226949,17301.884954,17405.855376,17564.139165,17442.919379,17380.055101,17789.38558,17548.356918,18275.852406,17549.64269,17440.695851,17825.267033,17010.237924,18438.470260000002,17395.146389,17669.484508,17714.108507,17841.344458,17317.933838,17843.108305,17669.653369,17797.536773,17125.703509,17772.860546,17751.504386,17193.522578,17565.926047,17828.979725,17400.211962,17969.440171,17351.180571,17167.379225,16929.593432,17410.631379,17787.759054,18132.072162,16972.028397000002,16945.392861,17685.113608,17090.138742,17891.034045,18162.133324,17740.374447,17940.158618,17378.899602,17295.966942,17945.513193,17149.435834,16777.161469,17714.061969,17891.943164,17196.816338,17935.35592,17318.865878,17145.872965,17197.714126,17754.347735,18168.004185,17682.425245,18244.942421,17746.431521,18067.462886,17573.819725,17528.952498,17140.542998,17602.900785,16936.459459,18071.824716,17114.998853,17070.794971,17924.51816,17263.171188,17820.432866,18371.719841000002,17971.453283,18001.704968000002,17829.7201,17436.242662,18220.691899,16944.307135,17829.984154,17754.697516,17963.93758,17213.401556
129,17383.133074,16940.491057,17873.025132,17742.714825,17673.761934,17512.449096,17669.113947,18035.331702,16969.718539,17603.814222,17861.760361,17690.80567,17194.176626,17493.615778,17835.897209,17126.353843,17301.687856,17386.165216,17563.047552,17439.540117,17374.244622,17789.290195,17532.415338,18272.089124000002,17402.577473,17439.438648,17816.404278,17010.027187,18422.960828,17392.510498,17619.873050000002,17674.744781,17831.930286,17312.022481,17840.704756,17656.707885,17797.21336,17120.778474,17771.100817,17742.675642,17190.405917,17549.475798,17827.409524,17399.408231,17954.304036,17328.814515000002,17101.878747,16928.04409,17403.255929,17758.459407,18081.992867,16968.621467,16936.063381,17447.538989,17088.5894,17884.164941,18152.602328,17664.219936,17910.465441,17322.180553,17286.096118,17944.604717,17072.116899,16733.129523,17705.381142,17871.553903,17139.785005,17907.878575,17275.817994,17089.908976,17131.269181,17647.888056,18155.682881,17666.552139,18243.590677,17728.404825,18058.342966,17566.392646,17509.7111,17108.233786,17594.598992,16901.139379,18058.69525,17113.476126,17048.428915,17921.416272,17176.678298,17742.948275,18067.485859,17969.883082,17999.513595,17823.735861,17435.140798,18149.817264,16878.824961,17772.401866,17747.74678,17956.367594,17178.081476
130,17348.672716,16933.709752,17863.154308,17739.686744,17645.42334,17474.160723,17668.846682,18006.26741,16891.935864,17553.209309,17851.16157,17678.343852,17174.486466,17475.971877,17835.149095,17124.585261,17286.847328,17333.888726,17560.062555,17432.166334,17358.395633,17788.540419,17510.655102,18196.703995,17401.061333,17435.967045,17771.497063,16951.833173,18400.330417,17369.880087,17619.408274,17652.11437,17823.101542,17273.573224,17839.258591,17599.676552,17694.138566,17120.683089,17768.054199,17503.393139,17162.947551,17496.808856,17808.959175,17379.01897,17763.763472,17325.751634,17091.610539,16908.802694,17402.297724,17684.966273000002,18052.69322,16962.509647,16931.44916,17401.351081,16851.014782,17866.138245000002,18150.992992,17661.23494,17844.020496,17163.56375,17284.722733,17937.735616,17038.476717,16732.547168,17697.262198,17866.131464000002,17134.883649,17879.539981,17271.640164,17060.609329,17129.277235,17636.086464,18151.919599,17663.641072,18236.639941,17719.962525,18017.280725,17534.083434,17486.067275,17076.20467,17583.193773,16891.267495,18057.157027,17108.113676,17046.913456,17834.923382,17175.083662,17722.149461,18064.337606,17846.711555,17983.796218,17817.694555000002,17402.427244,18128.695246,16858.026147,17771.443661,17735.622753,17943.582226,17166.920116
131,17347.924602,16906.056472,17751.663425,17711.11567,17601.919499,17468.796034,17668.042951,17993.076233,16882.921188,17541.586246,17773.994247,17645.260808,17164.206674,17474.081904,17831.735252,17065.319489,17285.878871,17328.98737,17552.016819,17366.534719,17319.362146,17783.175731,17505.023143,18189.56475,17392.941143,17409.12888,17695.342552,16944.882438,18390.909194,17363.056417,17569.985306,17651.625582,17820.41563,17268.671868,17837.506155,17569.737322,17688.773878,17106.727121,17687.466312,17475.161735,17153.138719,17437.543084,17795.003207,17374.99948,17725.4751,17256.963997,17001.980768,16900.250121,17392.968244,17684.656611,18051.858124,16959.446766,16930.480802000002,17394.854747,16835.073203,17864.645465,18150.577903,17631.541764,17842.668752,17160.215269,17284.307644,17910.455994,17036.63311,16635.647495,17697.051461,17860.945502,17124.615441,17871.494244,17258.510698000002,17052.452686,17128.079813,17626.214579,18150.381376,17662.774868,18218.457181,17646.469391,18016.328414,17533.17496,17475.276375,17075.124114,17553.254543,16880.664174,18017.205825,17099.284932,16996.308543,17654.295099,17158.524308,17685.275379,18022.009461,17845.803081000002,17957.886451,17783.234195,17350.150754,18067.948884,16849.841829,17769.87346,17698.916675,17917.356027,17160.239798
132,17342.203445,16833.232813,17731.214696,17696.275142,17297.685517,17457.322458,17639.471878,17941.330519,16852.981959,17531.714362,17773.246133,17568.093485,17095.544123,17405.294267,17828.707171000002,17064.830701,17272.749405,17320.941633,17548.637557000002,17280.8572,17300.911797,17727.119169,17357.957926,18093.558489,17360.15004,17393.279891,17691.96329,16937.455359,18386.385706,17361.970995,17560.034654,17580.750946,17792.077036,17260.552923,17799.056898,17513.68076,17672.900772,17106.417458,17684.364424,17458.711486,17146.642385,17435.484395,17750.757929,17374.053357,17715.195308,17230.125832,16968.911049,16860.642245,17370.602188,17676.778978,18049.757631,16915.699915,16929.953277,17291.779953,16825.659031,17861.62758,18148.174354,17577.881946,17836.684513,17152.678027,17277.81131,17873.749915,17022.415970000002,16615.913548,17592.832097,17852.137964,17115.194218,17865.582888,17207.905785,16982.184627,17125.786852,17623.79957,18073.062441,17660.628695,18183.137101,17644.278018,18014.779073,17527.770384,17394.688487,17068.443796,17523.561366,16854.754407,17924.820319,17092.162297,16985.802491,17625.230807,17138.205312000002,17676.909791000002,18021.051256,17606.520578,17914.838568,17777.487238,17334.301765,17995.125225,16846.434899,17739.93423,17660.394384,17809.264474,17159.665093
133,17303.681153,16737.226552,17718.269212,17683.145676,17291.774161,17455.570022,17619.737931,17941.088817,16813.030757,17529.655673,17770.110835,17559.909167,17041.884305,17360.38705,17799.407524,17056.784965,17271.226678,17271.330175,17479.84992,17268.196429,17246.742637,17705.466123,17357.690661,18091.15494,17347.886373,17289.971125,17661.845367,16904.38564,18353.302662000002,17352.556823,17559.72662,17572.353667,17762.384683,17259.584466,17779.791233,17494.415093,17664.596854,17104.060222,17682.656895,17447.088423,17142.216113,17430.448059,17750.516227,17368.421397000002,17698.745059,17187.077948000002,16948.062824,16860.114719,17358.478161,17590.286088,18019.639708,16913.014003,16915.576676,16961.786627,16819.334847000002,17824.837312,18145.230388,17486.216181,17804.176494,17148.154539,17266.009718,17873.364499,16982.808093,16605.633756,17549.085247,17847.600707,17057.000204,17861.862803,17207.312832,16959.433625,17122.066767,17532.443641,17972.073163,17653.677959,18133.714132,17548.271757,18011.02501,17498.638607,17374.684577,17064.723711,17497.651599,16823.977586,17919.114972,17090.061804,16934.056776,17615.358923,17135.070014,17640.203713,18019.844841,17606.313434,17887.185289,17724.820294,17326.764523,17941.465407,16836.860324,17739.26173,17630.712881,17806.899807,17152.713223
134,17292.715196,16725.102525,17706.863993,17682.64807,17281.965329,17391.703244,17618.882698,17894.900909,16773.667031,17526.553785,17757.505748,17507.632677,17029.620638,17323.680972000002,17761.119151,17043.330413,17248.860622,17244.739237,17443.221669,17176.530664,17170.865188,17701.520629,17321.06241,18089.447411,17341.902134,17274.098019,17643.80516,16903.519436,18347.670702,17328.912998,17557.974184,17554.263889,17751.223323,17207.838751,17747.815595,17489.668433,17634.478931,17027.481424,17609.833236,17434.767119,17126.498737,17374.219402,17748.815344,17291.254074,17696.68637,17157.138718,16946.982268,16847.851052,17357.104776,17562.820083,18017.275926,16909.996118,16874.514435,16957.249369,16683.242725,17818.013642,18115.538035,17472.622885,17803.594139,17135.890871,17075.469154,17868.669734,16975.242062,16602.615871,17545.983359,17846.52261,17048.602925,17771.228745,17175.00362,16954.532269,17100.939421,17510.683405,17896.447256,17552.477488,18133.195265,17518.901404,18008.642941000002,17425.814948,17369.498615,17063.645614,17484.058303,16816.411555,17898.725711,17076.870628,16933.704977,17607.313186,17115.336068,17638.028022,18001.804634,17574.004222,17881.822839,17715.011462,17325.2263,17878.9414,16774.336317,17736.317764,17560.020213,17802.880317,17151.632667
135,17292.473494,16673.356811,17693.182514,17667.939124,17233.285765,17384.580609,17614.187933,17862.39289,16746.013751,17457.891234,17739.055399,17500.681942,16992.83037,17303.361976,17760.027537,17034.501669,17221.402256,17223.611891,17438.185335000002,17175.333241,17157.271893,17624.941831,17300.613681,18078.895523,17338.753882,17273.788357,17642.843428,16894.690692,18342.975937,17328.164884,17553.279419,17510.517039,17740.943531,17167.887549,17685.510203,17485.048326,17621.098899,17026.906719,17591.382884,17396.478747,17126.291592,17371.854735,17747.72373,17239.50836,17695.17091,17153.505577,16907.374391,16842.381783,17353.085286,17525.946001,18002.580593,16885.497148,16820.688891,16953.704509,16682.492949,17802.877507,18053.232641,17444.051812,17797.097804,17122.436323,17065.873991,17678.12917,16963.438609,16596.805392,17536.452362,17775.647975,17043.988704,17727.481895,17164.21272,16944.252477000002,17093.37339,17508.982522,17895.872551,17551.622254,18010.023738,17517.694989,17990.553164,17424.729526,17361.101336,17060.701648,17457.102382,16784.382439,17891.85622,16980.864367000002,16925.586033,17601.201366,17112.971401,17631.531688,17991.524843,17544.311045,17876.921483000002,17679.811346,17305.960635,17872.62554,16698.951188,17669.872819,17557.842485,17797.955282,17151.324633
136,17290.950767,16652.96755,17689.834033,17655.815097,17219.511243,17374.629957,17587.349768,17809.725948,16745.055546,17455.476224000002,17664.822518,17482.23159,16981.425151,17298.667211,17757.968848,17026.381479,17192.831183,17191.582773,17341.285662,17171.164193,17142.562947,17624.744734,17294.804336,18033.988308,17322.812302,17273.464943,17638.306171,16871.009493,18342.226161,17320.313439,17547.368063,17503.693369,17720.473186,17162.525099,17669.327506,17471.092358,17607.644347,16958.017832,17566.883913,17395.526436,17110.108895,17353.764958,17741.739491,17080.891558,17689.947324,17138.796631,16902.767584,16832.113575,17325.432006,17517.900265,17970.271383,16870.65662,16818.306822,16945.684431,16678.31512,17800.356556,18045.662655,17430.922346,17790.781944,17118.848921,16792.352615,17673.033984,16919.19333,16594.30039,17535.741562,17742.934421,17043.277904,17726.396473,17134.531217,16944.010775,16986.913711,17508.234408,17859.2443,17544.941936,17987.393327,17514.223386,17981.208043,17422.365744,17359.000843,17058.015736,17456.895238,16773.221079,17889.70978,16978.507131,16907.545826,17513.000852,17110.67844,17591.106657,17989.003892,17541.248164,17817.65571,17671.414511,17302.327494,17868.102052,16697.341852,17620.449851,17548.033653,17720.787959,17107.292687
137,17233.368479,16638.127023,17598.168268,17647.696152,17176.463359,17373.668225,17555.320652,17779.750748,16744.480841,17452.004621,17664.324912,17411.356954,16963.552542,17289.986384,17757.771751,16982.634629,17181.015595,17176.742246,17331.690498,17168.659191,17100.827356,17624.279956,17284.933512,18030.396874000002,17257.180687,17265.894957,17631.355435,16844.171328,18302.862435,17308.509988,17356.827499,17490.238817,17718.980406,17161.690003,17510.710703,17393.925035,17606.840616,16954.426398,17563.474192,17390.906329,17090.867499,17352.714813,17737.793997,17048.178004,17662.294044,17128.005732,16798.54822,16822.728039,17314.641106,17485.186711,17907.747377,16863.119378,16806.50523,16928.503737,16663.474592,17754.168647,18043.910219,17389.860105,17787.194542,17110.041383,16786.569994,17636.405733,16912.054085,16591.237509,17466.953925,17696.446959,17038.740646,17726.189328,17114.841057,16937.898957,16943.166861,17507.064063,17754.949291,17537.375905,17984.330446,17511.238389000002,17963.564142,17399.999688,17334.716881,17046.200148,17447.775318,16728.975801,17863.483581,16892.014241,16848.280054,17430.027975,17092.49568,17561.425154,17964.504921,17532.946371000002,17811.744354,17620.809598,17301.808627,17839.763458,16696.395729,17612.429772,17496.287938,17719.467852,17075.317049
138,17155.585804,16636.753638,17581.608914,17634.504976,17168.44328,17353.219496,17554.935236,17752.471126,16728.539262,17439.874789,17651.514921,17402.027474,16953.715754,17283.565784,17742.635616,16977.230053,17171.44102,17175.780514000002,17243.489983,17147.006148,17094.046051,17596.626677,17284.625478,18017.935056,17249.160608000002,17235.118136,17626.428933,16843.262854,18246.805873,17290.18147,17349.453716,17476.645521,17712.02967,17145.816897,17472.422331,17382.121584,17518.640101,16917.72032,17554.252079,17333.324041,17089.670076,17347.789778,17737.083197,17034.572191,17601.547682,17030.130724,16793.453034,16810.860938,17312.940223,17458.348546,17853.921833,16861.626598,16804.560464000002,16824.284373,16661.059583,17725.597574,17739.676237,17360.728328,17770.744293,17098.225794,16683.4952,17620.464154,16911.085628,16580.076149,17454.829898,17687.32704,17022.891657,17722.169838,17010.621693,16911.308019,16871.118068,17436.796004,17736.859514,17535.283021,17881.255652,17506.313354,17960.184879,17387.678384,17318.999504,17029.749899,17426.976504,16723.064444,17855.437845,16863.443167,16841.575996,17376.377127,17091.049843,17552.080033,17962.374013,17527.135892,17810.228895,17613.940107,17295.492767,17762.596135,16688.227277,17611.349216,17492.874095,17705.51493,17059.599672
139,17146.904977,16633.842571,17580.402499,17632.313603,17155.516437,17351.670154,17553.583492,17669.498249,16723.637906,17401.352497,17573.732246,17380.267238,16947.39157,17279.802502,17736.594309,16899.745462,17153.25826,17175.069714,17212.713162,17139.883513,17081.584233,17519.142086,17282.566789,18010.507977,17241.282975000002,17224.327236,17617.414257,16825.618953,18240.802551,17269.302611,17316.740162000002,17443.854419,17703.58737,17127.790201,17471.749831,17308.287523,17518.121234,16917.478618,17543.46118,17320.194575,17087.31284,17340.920677000002,17736.335083,16963.879523,17588.886911,17009.008707,16727.970861,16808.768054,17311.492683,17413.441331,17842.106244,16861.419453,16777.722299,16792.255257,16605.003021,17668.566241,17718.828012,17325.528212,17767.435735,17097.698269,16682.549077,17576.889726,16842.297991,16571.679314,17421.746854,17686.808173,17006.02846,17712.840358,17005.917171,16905.945569,16870.808405,17409.142725,17688.179948,17524.197699,17880.677086,17506.003692,17956.00705,17384.771551,17313.088148,16989.798697,17406.587243,16667.007882,17772.464966,16853.912171,16792.153028,17362.783832,17080.258943,17546.675457,17945.510816,17498.564819,17803.278159,17522.584178,17294.046929,17733.296488,16686.080837,17596.932530000002,17492.070364,17690.005498,17012.234121
