step,Sim1,Sim2,Sim3,Sim4,Sim5,Sim6,Sim7,Sim8,Sim9,Sim10,Sim11,Sim12,Sim13,Sim14,Sim15,Sim16,Sim17,Sim18,Sim19,Sim20,Sim21,Sim22,Sim23,Sim24,Sim25,Sim26,Sim27,Sim28,Sim29,Sim30,Sim31,Sim32,Sim33,Sim34,Sim35,Sim36,Sim37,Sim38,Sim39,Sim40,Sim41,Sim42,Sim43,Sim44,Sim45,Sim46,Sim47,Sim48,Sim49,Sim50,Sim51,Sim52,Sim53,Sim54,Sim55,Sim56,Sim57,Sim58,Sim59,Sim60,Sim61,Sim62,Sim63,Sim64,Sim65,Sim66,Sim67,Sim68,Sim69,Sim70,Sim71,Sim72,Sim73,Sim74,Sim75,Sim76,Sim77,Sim78,Sim79,Sim80,Sim81,Sim82,Sim83,Sim84,Sim85,Sim86,Sim87,Sim88,Sim89,Sim90,Sim91,Sim92,Sim93,Sim94,Sim95,Sim96,Sim97,Sim98,Sim99
11,20507.827932,20445.368614,20566.554237,20394.655453,20374.594552,20202.676909,20519.751537,20547.316458,20202.775583,20422.666191,20425.408253,20526.530735,20422.836165,20438.369803,20482.714609,20502.015329,20407.187121,19862.708141,20377.052693,20149.51003,20237.516121,20513.383466,20546.432902,20603.706144,20421.234521,20482.448597,20530.974457,20339.520289,20466.227396,20378.515972,20434.740797,20265.996759,20504.413523,20252.785408,20414.496584,20493.261461000002,20574.626907,20542.414904,20547.330411,20423.395591,20475.009363,20377.136306,20495.603181,20333.86645,20418.939822,20375.755705,20483.055848,20632.659346,20297.5725,20451.449557,20535.553035,20391.803668,20162.190291,20561.336057,20335.262115,20517.327312,20493.170565,20457.162902,20440.821659,20307.450095,20487.970765000002,20344.966982,20414.351626,20473.161107,20373.663958,20506.19168,20431.018746,20447.112079,20451.981024,20455.651672,20365.925773,20404.720708,20505.522877,20355.807803,20418.407042,20435.479077,20452.987185,20455.295077,20392.47844,20381.741017,20288.94743,20467.093234,20258.212152,20214.106925,20097.239318,20541.305572,20227.792554,20462.540772,20434.130124,20458.766429,20351.246525,20298.259118,20228.343604,20554.409576000002,20372.317374,20494.489457,20352.47062,20158.360691,20489.950545
12,20499.430653,20432.177438,20516.942778,20393.106111,20374.012199,20181.828684,20518.378152,20545.87062,19929.254207,20422.356529,20407.381557,20457.641848,20364.642151,20434.990541,20469.03313,20492.685849,20402.567014,19849.578675,20373.58109,20053.503769,20209.177527,20475.095094,20513.641799,20574.406497,20391.934874,20474.083009,20453.489866,20334.334327,20464.854011,20377.069807,20405.048444,20262.894871,20499.488488,20248.607578,20385.792472,20487.514504,20564.676255,20459.442027,20532.489883,20422.647477,20470.084328,20376.256048,20485.652529,20290.837073,20413.903486,20252.584178,20477.651272,20626.876725000002,20295.208718,20359.064051,20478.833986,20386.05671,20103.996277,20544.885808,20281.602297,20516.744959,20387.494758,20454.79912,20433.284416,20306.871529,20486.376128,20341.81873,20379.15151,20463.289223,20344.293605,20401.972316,20422.850294,20433.982613,20450.371688,20453.269603,20352.796307,20377.254703,20478.566956,20339.958814,20410.010207,20427.549006,20451.143578,20434.167731,20379.873353,20381.166312,20226.423423,20404.569227,20236.559109,20202.633348,20097.028581,20535.940884,20220.968884,20434.309368,20425.826206,20458.35134,20349.637189,20270.027714,20219.791031,20546.043988,20366.570416,20448.301549,20350.177659,20128.668338,20462.994624
13,20492.073793,20296.085316,20498.902571,20378.888971,20368.291042,20142.220807,20517.058045,20544.902163,19922.938347,20389.642975,20397.786394,20452.546662,20352.840559,20358.836031,20396.984337,20484.834404,20400.508325,19849.336973,20359.806568,20033.769822,20195.98635,20461.320572,20474.278073,20560.813202,20391.519785,20369.863645,20410.460489,20328.350088,20340.45356,20363.615255,20387.175835000002,20259.988037,20429.220429,20219.307931,20384.846349,20484.122785,20564.001981,20450.096906,20526.680538,20403.38181,20465.477521,20332.752207,20440.745314,20288.73658,20412.365263,20181.89151,20412.848145,20625.267389,20286.9048,20282.909541,20474.129464,20381.131675,20103.161181,20542.482259,20260.723438,20483.661915,20318.707121,20442.535452,20432.20386,20284.505474,20485.056021,20339.718237,20342.523259,20225.714605,20343.213049,20373.740912,20418.681247,20364.838777,20354.365427,20377.115093,20296.077258,20333.680275,20473.862434,20102.384196,20408.812785000002,20371.320349,20450.876313,20426.316286,20364.363921,20312.022476000002,20225.465218,20403.688968,20235.678851,20201.555251,20081.892446,20526.926208,19983.394266,20428.562411,20424.857848,20402.55613,20348.285445,20268.511574,20209.840379,20507.521696,20356.064364,20413.841189,20321.045882,20125.62172,20459.04913
14,20485.393475,20294.026627,20497.944366,20377.396191,20325.261665000002,20109.151088,20508.937855,20537.526713,19914.25752,20389.124108,20394.314792,20451.968096,20351.347779,20354.229224,20390.488003,20470.457803,20400.200291,19845.988492,20327.497356,20032.811617,20163.272796,20445.447466,20407.833128,20556.635373,20390.004326,20293.986197,20390.141493,20323.645566,20319.983215,20361.522371,20375.374243,20239.189223,20424.888768,20210.085818,20378.425749000002,20456.469505,20544.268034,20441.416079,20526.101972,20310.996304,20456.063349,20314.569447,20405.425234,20274.359979,20359.698319,20181.18071,20409.303285,20622.974428,20278.736348,20281.947809,20472.377028,20307.297614,20094.795593,20541.401703,20259.631825,20472.679628,20310.309842,20409.465733,20416.330754,20280.960614,20474.45723,20338.772114,20313.391482,20224.105269,20330.891745,20373.166207,20344.847186,20363.758221,20349.72896,20376.904356,20289.656658,20315.640068,20470.844549,20097.198234,20403.408209,20361.483561,20381.732477,20399.360365,20354.949749,20240.788257,20209.282521,20360.65959,20217.589074,20199.151702,20076.856112,20518.529373,19980.246014,20414.145725,20362.552454,20399.645063,20346.577916,20266.973351,20118.174614,20501.712351,20355.39009,20412.489445,20304.863185,20114.655763,20456.544128
15,20483.292982,20266.549282,20477.62537,20311.895714,20320.075703,20094.310561,20508.102759,20510.049368,19851.952126,20382.172238,20394.166363,20448.204814,20330.499554,20349.192888,20387.33975,20469.622707,20398.107407,19842.840239,20327.008568,20030.454381,20087.887667,20393.701751,20405.312177,20548.269785,20326.137548,20292.612812,20386.554091,20323.18079,20242.815892,20350.919049,20366.545499,20237.837479,20418.564584,20208.547595,20376.132788,20442.052819,20539.661227,20404.625811,20521.176937,20264.808396,20426.124119,20314.35871,20377.08664,20268.035795,20353.888974,20175.994748,20370.269798,20613.023776000002,20277.655792,20278.919728,20451.987767,20306.586814,20086.4938,20466.016574,20202.049537,20168.445646,20174.21772,20376.752179,20415.495658,20269.978327,20452.696994,20328.963282,20306.522378,20219.358609,20329.048138000002,20367.696938,20341.467923,20353.886336,20331.078725,20376.15458,20276.711174,20315.544683,20470.094773,20095.097741,20359.904368,20347.802082,20379.368695,20391.176047,20327.491383,20239.933024,20176.568967,20327.946036,20164.92213,20133.520087,20076.337245,20449.640486,19740.963511,20412.596383,20362.087676,20398.44764,20277.43408,20264.781978,20061.143281,20488.257803,20318.761839,20392.100184,20283.210142,20100.974284,20454.552183
16,20477.510361,20263.447394,20476.179532000002,20305.39938,20303.893006,20087.814227,20504.382674,20507.00275,19851.856741,20381.864204,20385.982045,20443.25258,20303.041188,20347.935685,20384.204452,20454.78218,20395.586456,19837.057618,20325.928012,19981.031413,20081.571807,20387.954794,20166.029674,20546.731562,20325.555195,20271.485466000002,20370.103842,20318.255755,20242.012161,20341.904373,20365.577042,20217.367134,20400.381824,20199.202475000002,20373.957097,20340.938766,20538.69277,20391.96504,20478.129054,20264.310789,20424.971792,20313.893934,20327.475182,20166.921742,20340.114452,20168.620965000002,20368.277853,20607.963599,20239.259932,20270.522449,20354.112759,20210.580553,20083.772985,20462.969956,20195.628937,20147.646832,20168.408375,20303.259045,20413.957435,20260.592791,20410.961403,20290.44099,20300.198194,20217.820386,20322.936318,20330.90667,20339.27655,20315.364045,20323.95609,20358.064803,20179.811501,20308.593947,20466.461632,19993.983688,20340.638701,20346.356245,20339.760818,20385.393426,20264.967376,20237.575788000002,20154.202911,20191.853914,20160.020774,20120.915,20010.836767,20302.575272000002,19732.566232,20370.860792,20353.690397,20361.657372,20270.016858,20262.399909,20058.422466,20480.32773,20308.889954,20390.331602,20268.074007,20097.386882,20445.138011
17,20471.014027,20262.872689,20471.143196,20304.533176,20298.48843,20086.557024,20476.905329,20502.076248,19844.319499,20376.053725,20372.602013,20417.342813,20287.323812,20304.188835,20371.599365000002,20426.443586,20393.22922,19831.635179,20321.596351,19953.751791,19985.565546,20386.186212,20129.323595,20541.671385,20317.985209,20269.120799,20369.393042,20225.870249,20225.829464,20326.055384,20289.951135,20216.784779,20368.406186,20166.488921,20353.158283,20323.294865,20532.580952,20362.271863,20425.852564,20237.354868,20368.743135,20308.261974,20324.457297,20091.044293,20336.168958,20164.097477,20339.939259,20580.497594,20235.263102,20270.057673,20352.518123,20173.706471,20077.962506,20419.922073,20126.966386,20146.56141,20145.777964,20289.041905000002,20341.133776,20257.284234,20408.440452,20290.173725,20296.889637,20211.03908,20288.475958,20260.638611,20336.755599,20307.060127,20308.238714,20353.733142,20168.009909,20302.784602,20465.964026,19992.537523,20339.670244,20345.804545,20331.883185,20367.210666,20213.221661,20237.308523,20148.218672,20155.063646,20139.701778,20087.831956,20010.569502,20300.21149,19728.569402,20360.581,20217.598275,20334.819207,20267.330946000002,20253.385233,20053.717944,20464.38615,20219.260183,20388.272913,20248.383847,20089.366804,20442.120126
18,20469.069261,20234.534095,20461.306408,20297.829118,20258.537229,20078.191436,20469.531546,20474.610243,19800.074221,20375.842988,20342.908836,20378.946953,20285.331866,20271.105791,20331.648163,20426.176321,20385.299147,19813.991278,20301.126006,19909.506513,19958.285924,20379.689877,20121.277858,20533.369592,20278.951722,20254.704113,20339.711539,20166.604477,20206.563799,20315.264484,20283.966896,20216.43298,20352.557197000002,20159.061842,20349.138793000002,20252.602197,20529.636986,20358.684461,20404.725218,20225.949649,20358.872311,20299.864695,20258.95682,20089.551513,20177.552156,20163.569952,20336.892641,20576.328546,20138.363429,20269.202439,20324.179529,20157.857482,20075.051439,20401.471724,20037.336615,20145.887136,20138.638719,20281.021827,20333.113697,20252.357731,20406.680723,20287.487813,20192.670273,20210.070722,20287.726182,20252.519666,20274.231592,20302.107893,20307.929051,20335.282793,20164.947028,20256.596694,20455.173126,19940.261033,20336.830126,20326.563149,20092.600682,20356.244708,20209.676801,20232.272187,20141.349181,20142.458559,20100.338052,20084.814071,19992.925601,20261.689198,19663.087228,20342.130648,20197.908115,20318.63651,20245.57071,20213.434031,20053.332528,20426.097778,20206.069007000002,20336.527198,20186.078453000002,20055.72662,20412.749773
19,20430.673401,20043.993531,20460.84163,20268.136765,20246.273561,19840.616817000002,20456.340369,20474.195154,19792.054142,20374.764891,20314.570242,20373.582265,20281.335036,20265.194435,20330.640509,20414.702744,20376.077034,19813.022821,20286.70932,19869.555312,19906.540209,20370.861133,20071.666400000002,20532.401234,20240.555862,20205.281145,20331.543087000002,20030.512355,20200.57956,20307.218748,20283.292622,20214.894757000002,20260.171691,20146.937815,20340.970341,20251.633839000002,20495.996802,20355.139601,20339.922091,20214.983691,20357.780698,20291.744505,20254.419563,20081.784035,20174.645323,20135.916673,20327.083809,20417.711744,20062.48598,20266.184554,20251.35587,20114.828104,20042.260336,20393.905693,20034.700724,20138.764501,20136.646773,20280.349327,20332.365583,20232.038735000002,20169.106105,20253.027455,20171.871459,20201.90227,20218.837295,20208.274388,20253.352733,20233.219006,20307.431444,20334.204696,20156.266201,20243.65121,20217.598508,19899.198792,20333.681874,20288.167289,20085.920364,20346.915228,20207.273252,20224.702201,20108.266137,20076.013614,20097.431219000002,20079.449383,19916.346804,20250.215622,19659.323946,20309.417094,20193.730286,20298.317514,20236.185174,20135.94944,20049.787668,20403.467367,20197.38818,20293.023357000002,20180.713765,20043.859519,20409.805807
20,20403.196056,20017.03761,20450.335578,20229.614473,20206.665684,19824.743711,20416.732493,20473.145009,19783.750224,20369.017933,20294.251246,20333.974389,20260.945775,19991.673059,20274.845299,20405.288572,20371.899205,19785.545476,20282.102513,19827.819721,19905.092669,20349.100897,20058.073104,20528.381744,20203.927612,20204.200589,20313.45331,20026.334526,20200.052035,20299.288677,20276.612303,20208.398423,20242.081914,20146.552399,20333.400355,20245.82336,20487.599967000002,20350.80794,20326.542059,20175.03249,20256.79142,20275.871399,20253.921957,20081.51677,20168.661084,20070.416196,20319.710026,20361.483087,20050.862917,20262.430492,20247.976608,20028.335215,19986.203774,20341.238751,20005.008371,20130.834428,20134.553889,20278.856547,20311.976322,20228.647016,20169.01072,20250.612446,20106.389285,20196.537581,20212.833973,20206.922644,20246.400863,20230.698055,20302.336258,20299.744338,20119.560123,20243.454112,20208.478588,19870.1345,20328.780518,20277.081967000002,20070.410932,20300.72732,20179.795907,20185.094324,20060.900586,20055.694618,20087.559334,20053.223184,19904.0255,20246.270128,19646.132769,20307.32421,20181.863185,20265.60396,20232.771331,20130.913104,19979.095,20391.651778,20171.478413,20286.911539,20151.649473,20040.445676,20285.405356
21,20327.041545,20016.36511,20446.390084,20190.006596,20204.673739,19767.712378,20406.895705,20455.055232,19773.799572,20366.512931,20284.442414,20318.257013,20255.523336,19991.184271000002,20270.419028,20402.241954,20294.414614,19780.50914,20271.311614,19817.028822,19875.722316,20334.391951,20055.162037000002,20527.884138,20194.598132,20202.662366,20301.979734,19960.834048,20199.563247000002,20297.96857,20276.302641,20193.262288,20241.246818,20140.131799,20331.877628,20244.815706,20425.07596,20323.341935,20286.590857,20169.563221,20217.183544,20274.863745,20231.291546,20080.681674,20163.966319,20050.0972,20249.441967,20348.878,20037.67174,20258.261445,20247.265808,20026.812488,19928.621486,20335.517594,19934.133736,20078.167486,20121.893118,20250.152435,20308.21304,20221.290156,20160.826402,20246.075188,20102.6692,20195.944629,20184.2629,20141.44047,20215.624042,20227.635174,20265.54599,20245.575178,20099.869963,20241.610505,20188.159592,19819.529587,20324.25703,20273.675037,20054.469353,20288.911731,20162.152006,20176.541751,19963.025578,20050.290042,20059.906054,20052.36795,19851.358556,20245.751261,19586.866997,20268.801918,20138.116334,20253.980897,20231.9676,20119.097515,19947.119362,20390.571222,20127.731562,20197.281768,20133.466713,19948.06017,20279.936087000002
