step,PD
548,9123.183906961804
549,9084.797544795076
550,9041.254732238851
551,9002.091056235864
552,8966.595208385465
553,8924.155571614472
554,8874.82479222988
555,8832.620600034214
556,8791.730780515725
557,8751.74271678068
558,8706.270990354
559,8670.169930169042
560,8632.33172921303
561,8598.101031407245
562,8555.961875341463
563,8512.031724384844
564,8463.955109206487
565,8424.726508895405
566,8377.043143044155
567,8329.865982804422
568,8279.59359092921
569,8239.256036908568
570,8196.002083168043
571,8152.176686940245
572,8106.095376417554
573,8067.26459648561
574,8030.035996081015
575,7977.211005641049
576,7933.640423465346
577,7882.723034969219
578,7840.347467652017
579,7801.147034463322
580,7757.101945766873
581,7718.135357253431
582,7676.449363243976
583,7630.673746397784
584,7590.170063904011
585,7543.491760630255
586,7495.770521941623
587,7451.6636698926695
588,7410.074410589121
589,7366.279200435982
590,7314.967063200947
591,7259.716896375489
592,7218.4014825541435
593,7177.951187476474
594,7130.402053132027
595,7093.231381261785
596,7044.975313250877
597,7002.516718771349
598,6962.21828405967
599,6916.818421455189
600,6861.15480097139
601,6824.418450906256
602,6770.6514839426445
603,6723.9716729900465
604,6666.839660551307
605,6619.874753386372
606,6568.130641588174
607,6523.8077763912015
608,6468.552968112542
609,6420.467310121501
610,6373.478892487969
611,6324.424283148226
612,6269.249427826156
613,6224.75267303141
614,6174.416926062658
615,6133.703543046109
616,6077.218230528481
617,6028.469375586779
618,5971.165717874069
619,5913.803922542303
620,5863.056419254183
621,5807.696591721018
622,5755.512296392948
623,5696.635455752454
624,5647.580044726083
625,5596.175317221063
626,5545.735684609582
627,5494.705484452485
628,5437.052036379467
629,5392.833181800378
630,5349.028027331962
631,5291.498918708708
632,5243.835249042121
633,5181.658628490181
634,5129.318335855809
635,5073.016881495577
636,5017.296068559796
637,4951.6628797938165
638,4896.137296967907
639,4837.454330205576
640,4764.770363613451
641,4711.629908776827
642,4647.272273736186
643,4594.405121500101
644,4553.276921850982
645,4497.564860416971
646,4432.228488727827
647,4362.352127267118
648,4305.438776423264
649,4251.617424247208
650,4198.511257728747
651,4141.4615249993285
652,4083.1505209499473
653,4006.067949711521
654,3935.4180655566847
655,3869.157405772457
656,3808.7222119126127
657,3755.011211934206
658,3700.5536507992074
659,3640.3186220991015
660,3588.204333668961
661,3526.349939487383
662,3464.805620252405
663,3405.831639351495
664,3332.391659362634
665,3260.038418579298
666,3199.152087807648
667,3144.0619706998145
668,3078.6677871346665
669,3017.3967577637336
670,2937.887268503125
671,2861.8227215157995
672,2806.347242380629
673,2726.5372966486993
674,2662.3767346513732
675,2593.1499432656274
676,2512.5319369560107
677,2444.9277174068957
678,2354.061059424021
679,2281.254616844494
680,2215.9981946759194
681,2145.3188655574136
682,2052.051387013595
683,1972.7460873457358
684,1893.6151398662205
685,1814.0966925279306
686,1726.3914484106922
687,1632.6833388123414
688,1545.8515490233444
689,1466.1999817732337
690,1366.8015795799881
691,1255.6346800003726
692,1162.3009802381075
693,1065.7059145519474
694,959.0490709378682
695,853.9899701375307
696,737.3697362375223
697,621.6255579781581
698,469.4655693843884
699,308.1419435811824
700,2.51265296109596
701,0
