Species,rates
Manfreda,0.01593094918004655
Hesperoyucca,0.016646603003045574
Hesperaloe,0.014511983336707373
Chlorogalum,0.01146276970410889
Camassia,0.011427597630812917
Behnia,0.01385707260971775
Herreria,0.012984160932379647
Anthericum,0.019532395311232693
Leucocrinum,0.011141147611639868
Chlorophytum,0.00978269358532249
Hosta,0.019502548116452512
Hesperocallis,0.017600400264475208
Furcraea,0.016968060862916034
Agave,0.01964765452179232
Prochnyanthes,0.015561219240616514
Polianthes,0.015049172156136638
Yucca,0.015793814126680246
Cordyline,0.016966968051163406
Thysanotus,0.009025983194826458
Arthropodium,0.010818409345516958
Eustrephus,0.013897661817782634
Sowerbaea,0.014611730509001946
Acanthocarpus,0.017132127452524005
Lomandra,0.011039659476522535
Xerolirion,0.00893460421766125
Asparagus,0.018698671856028977
Eriospermum,0.014143163899008819
Peliosanthes,0.020232136510537825
Danae,0.017158309368813796
Semele,0.01118783156205579
Ruscus,0.00912370647156099
Dracaena,0.010469723642917528
Sansevieria,0.013288106955935358
Dasylirion,0.018360205596109593
Nolina,0.023405142157975317
Maianthemum,0.018884466173528888
Heteropolygonatum,0.019199437308301752
Disporopsis,0.022717417718479193
Polygonatum,0.027940804714101507
Liriope,0.018969072082478604
Ophiopogon,0.030304187943212376
Beaucarnea,0.027229582073479454
Calibanus,0.025815156971595817
Convallaria,0.04820254313291903
Speirantha,0.06372219170691304
Reineckea,0.03464642138228911
Rohdea,0.044987990259980855
Tupistra,0.035226028322661224
Tricalistra,0.03738469471907318
Aspidistra,0.05126952156873366
Neuwiedia,0.0074509599526118905
Apostasia,0.006631313472301533
Duckeella,0.01037325416655033
Cleistes,0.006574213591312567
Isotria,0.007403751328766732
Cleistesiopsis,0.005556923780496224
Pogonia,0.0052751370233459
Cyrtosia,0.005589464214938549
Erythrorchis,0.00509276336917343
Pseudovanilla,0.005399035092814408
Lecanorchis,0.00922452624172354
Eriaxis,0.005498257844940369
Clematepistephium,0.004927425328929524
Epistephium,0.006012379661931246
Vanilla,0.007195483031661034
Cypripedium,0.008946668669600312
Mexipedium,0.006049541359157736
Phragmipedium,0.006905706326620255
Paphiopedilum,0.008071765983331647
Selenipedium,0.00912292623855869
Epipogium,0.014110594601114532
Sobralia,0.012688468738609663
Neottia,0.009404181271584605
Epipactis,0.010431363615448209
Cephalanthera,0.008736699778487069
Palmorchis,0.007068528663348989
Gavilea,0.01569686904257338
Chloraea,0.013244198839488509
Pterostylis,0.02447875654956166
Megastylis,0.03201024384619639
Gonatostylis,0.04145394395316545
Pristiglottis,0.0316545534938212
Anoectochilus,0.03573002265086084
Platythelys,0.040028191420585904
Microchilus,0.0379187056973662
Goodyera,0.0466426177310003
Aa,0.032937995638552986
Ponthieva,0.031870276316244325
Exalaria,0.03649155667431469
Prescottia,0.044264166918722946
Stenorrhynchos,0.05420547518110064
Eltroplectris,0.030664797787234403
Sarcoglottis,0.029081421725422024
Spiranthes,0.03168793314917434
Cryptostylis,0.01839783032155842
Diuris,0.011765284584075759
Orthoceras,0.009091249223566172
Calochilus,0.015734701467893034
Thelymitra,0.019656719304105175
Leporella,0.0367511259589388
Lyperanthus,0.019034035297371264
Pyrorchis,0.022179299760822446
Aporostylis,0.03186745611598664
Rimacola,0.029815859016728962
Chiloglottis,0.021062151462924398
Caleana,0.019833329528552816
Genoplesium,0.029319077547070596
Microtis,0.016871931729327067
Rhizanthella,0.02371748475889079
Acianthus,0.03052441659140461
Stigmatodactylus,0.02981303232760379
Cyrtostylis,0.020715497897548573
Corybas,0.026624138484846918
Adenochilus,0.04137611667372957
Eriochilus,0.044741798863702574
Cyanicula,0.04132203805415044
Glossodia,0.046269080095491015
Elythranthera,0.040101405707459924
Caladenia,0.044583584928978875
Codonorchis,0.018968237524925772
Brownleea,0.014353525334468414
Disperis,0.013682056251197514
Holothrix,0.02291306858241952
Bartholina,0.027005323120155383
Cynorkis,0.04174562898787116
Gennaria,0.028495106168354163
Habenaria,0.031636769906975545
Bonatea,0.03713551398164928
Stenoglottis,0.03458523757468003
Orchis,0.07132327627168093
Himantoglossum,0.04099102205267666
Anacamptis,0.04653645983661989
Ophrys,0.041300491720660325
Galearis,0.062038864204793036
Neotinea,0.054437450518700685
Pseudorchis,0.06699723666690179
Platanthera,0.05958920705327819
Gymnadenia,0.048774192533582235
Dactylorhiza,0.04269067620337091
Satyrium,0.039099068545410925
Corycium,0.014176627449576634
Pterygodium,0.012138947587410387
Disa,0.022016103695858772
Nervilia,0.007915412665209383
Xerorchis,0.007321930163355227
Diceratostele,0.012039014709191945
Triphora,0.007383429991416707
Corymborkis,0.007227062139205825
Spathoglottis,0.021161533027182475
Dendrobium,0.014142828580972058
Bulbophyllum,0.014005676482766226
Liparis,0.010832501487323362
Stichorkis,0.012488903392751135
Oberonia,0.01720139335129788
Malaxis,0.014613357493647058
Dienia,0.014029363969499168
Crepidium,0.010344106619742777
Corallorhiza,0.020361181375122304
Govenia,0.021750322334636828
Wullschlaegelia,0.01674940739156864
Aplectrum,0.020943052166639227
Ridleyella,0.029472336330061254
Phreatia,0.0201716407663338
Thelasis,0.018591767590370106
Pseuderia,0.03281254320753755
Appendicula,0.01808005986057599
Podochilus,0.028849387070233695
Trichotosia,0.03316533861528992
Eria,0.030457359727068787
Ceratostylis,0.02783100626254784
Tipularia,0.01462367454751456
Calypso,0.015130329981967824
Agrostophyllum,0.014867925161114386
Earina,0.014117642579541715
Arundina,0.031066763683658564
Anthogonium,0.038437954630251125
Calopogon,0.021266744319160234
Eleorchis,0.020564044586550666
Arethusa,0.017764300287421295
Bletilla,0.03747738914671539
Thunia,0.018908531722390143
Glomera,0.018256840870503357
Ancistrochilus,0.02743881198094398
Pleione,0.024187760409791512
Entomophobia,0.04063444106610265
Chelonistele,0.03973982960015805
Geesinkorchis,0.051732106055138
Coelogyne,0.04758575948320349
Nabaluia,0.0584585155371703
Bracisepalum,0.047928005098089844
Dendrochilum,0.04813154039877334
Panisea,0.03981146168155963
Pholidota,0.04339280884798082
