ext_fraction,Genus,age,mean_age
low_ex,Aa,15.346979714286,13.788395695453291
low_ex,Abarema,0.218905000000284,0.21854270512222193
low_ex,Abatia,27.1346590000002,22.66855130625888
low_ex,Abdominea,0.454037000000284,0.4524819821457982
low_ex,Abelia,38.3223286250003,30.03697362932389
low_ex,Abeliophyllum,13.6824530000003,12.426969146869489
low_ex,Abies,123.052593833334,64.73981279846633
low_ex,Abobra,5.47072175000011,5.2553694288600425
low_ex,Abolboda,31.7145680000002,25.798185360579954
low_ex,Abrahamia,9.95899400000034,9.27294401165578
low_ex,Abrodictyum,62.1393940000003,43.02287993078754
low_ex,Abroma,22.3925541250003,19.24731694387705
low_ex,Abronia,8.15781200000023,7.690269639181483
low_ex,Abrophyllum,11.8684190000002,10.909605313934433
low_ex,Abrotanella,10.7681507500003,9.971571845500412
low_ex,Abrus,29.7610801875002,24.483385560848937
low_ex,Abuta,11.3235353750003,10.446766447356278
low_ex,Abutilon,4.96493700000028,4.786745401234348
low_ex,Acacia,22.1027260000003,19.031903878143222
low_ex,Acaciella,3.02327300000023,2.9560022780262134
low_ex,Acaena,4.02092500000028,3.9030335420928086
low_ex,Acalypha,20.9451520000001,18.164005120370305
low_ex,Acampe,0.713345000000284,0.709516262256799
low_ex,Acamptopappus,0.331351500000227,0.33052231576894375
low_ex,Acanthephippium,25.5987771000003,21.581341648498537
low_ex,Acanthocalyx,33.2385820000002,26.803859011044214
low_ex,Acanthocarpus,18.0831790000004,15.964981145161953
low_ex,Acanthocereus,1.08103900000011,1.0722772375186387
low_ex,Acanthocladium,1.00156550000023,0.9940388580707729
low_ex,Acanthocladus,14.4751040000003,13.078897840580577
low_ex,Acanthogilia,68.6332485217393,46.03368467471108
low_ex,Acantholippia,5.97942850000028,5.723344117218975
low_ex,Acanthophoenix,0.542568000000114,0.5403493622253049
low_ex,Acanthopsis,4.55419000000023,4.403696961950997
low_ex,Acanthosicyos,12.8030520000001,11.695854503706473
low_ex,Acanthospermum,1.12404700000034,1.1145781503158212
low_ex,Acanthostachys,4.20611950000023,4.077339073351047
low_ex,Acanthosyris,15.8757495000001,14.214875490359248
low_ex,Acanthus,4.55419000000023,4.403696961950997
low_ex,Acca,2.14524000000023,2.1110870424268264
low_ex,Acer,22.4989860000003,19.326233931154345
low_ex,Aceratium,18.2456750000002,16.0919191785146
low_ex,Acharia,14.7305380000002,13.287577123423956
low_ex,Achatocarpus,11.9971450000002,11.018465754771624
low_ex,Achillea,1.1563805000004,1.1463621962176964
low_ex,Achimenes,6.30806641666689,6.023899162779667
low_ex,Achlys,31.5644770000003,25.69820048981483
low_ex,Achnophora,5.63610415178588,5.407876818597828
low_ex,Achyrachaena,0.711339142857541,0.7075318327053756
low_ex,Achyranthes,1.41949400000023,1.404436296764738
low_ex,Achyronychia,45.4731818611115,34.28908681735692
low_ex,Achyropsis,3.85048233333356,3.742202663932878
low_ex,Achyrospermum,6.48050000000028,6.181047361818679
low_ex,Acianthera,5.56264050000034,5.340176129889533
low_ex,Acianthus,15.804349166667,14.157453957878486
low_ex,Acicarpha,24.3515410000002,20.68392343961424
low_ex,Acidocroton,11.0455985000001,10.20939628167546
low_ex,Acidonia,9.31240800000017,8.709220489981698
low_ex,Acidoton,10.6585835000001,9.877411061650651
low_ex,Acineta,0.811813000000341,0.8068590330936001
low_ex,Acinodendron,4.8552558333335,4.684679228667109
low_ex,Acioa,44.2600944444446,33.5908189362584
low_ex,Aciphylla,7.77462100000006,7.3485426129171785
low_ex,Acis,6.09447600000045,5.828717641280563
low_ex,Acleisanthes,8.15781200000023,7.690269639181483
low_ex,Acmadenia,1.25305800000034,1.2413055082303708
low_ex,Acmanthera,10.4238770000002,9.675245163240966
low_ex,Acmella,0.0167430000003979,0.01674087637359924
low_ex,Acmispon,3.38559700000028,3.3015218694184716
low_ex,Acmopyle,75.977979916667,49.204093934084355
low_ex,Acnistus,1.21804100000023,1.2069324321040642
low_ex,Acoelorrhaphe,8.32224500000028,7.836362209248471
low_ex,Acokanthera,12.7141410000002,11.621470891973683
low_ex,Acomis,0.212159000000171,0.21181866827617032
low_ex,Aconitum,16.4878615000003,14.705032298021125
low_ex,Aconogonon,13.836285500000301,12.554010917457022
low_ex,Acorus,171.266976643694,74.56295404429756
low_ex,Acosmium,23.7479450000003,20.244846998704755
low_ex,Acourtia,2.56682300000023,2.5181227021723047
low_ex,Acrachne,0.846981000000284,0.8415903608213735
low_ex,Acranthera,15.2805890000002,13.734646005841826
low_ex,Acridocarpus,41.9890900000002,32.25869519060581
low_ex,Acriopsis,12.3871520000003,11.347167728500896
low_ex,Acrisione,5.73236400000028,5.4964796440765475
low_ex,Acrocarpus,13.0083540000003,11.867283825029105
low_ex,Acrocomia,45.1080848000002,34.07989312879763
low_ex,Acroglochin,22.8613658750002,19.594177747122245
low_ex,Acronychia,3.74711000000028,3.644467654438085
low_ex,Acrophorus,19.7005800000002,17.21719082173393
low_ex,Acrophyllum,19.8745578750002,17.350410643325638
low_ex,Acrorchis,1.65816700000028,1.6376670385287009
low_ex,Acrosanthes,8.13304400000023,7.668235784425073
low_ex,Acrothamnus,2.32869150000023,2.288517655741112
low_ex,Acrotome,0.532039000000341,0.5299054170032801
low_ex,Acrotriche,2.55904400000017,2.5106348753926055
low_ex,Acsmithia,15.7276480000002,14.095711641399147
low_ex,Actaea,16.4878615000003,14.705032298021125
low_ex,Actephila,98.3195099767443,57.503841051974966
low_ex,Actinidia,51.1242395000002,37.42472665277657
low_ex,Actinobole,0.015234,0.015232241890258402
low_ex,Actinocheita,2.43077400000028,2.3870431173370465
low_ex,Actinodaphne,5.23421775000011,5.03665865945406
low_ex,Actinodium,7.16519500000023,6.80134609273261
low_ex,Actinokentia,0.521505000000227,0.519454857070509
low_ex,Actinolema,8.50434500000006,7.997769813690547
low_ex,Actinorhytis,0.792315916666894,0.7875961553378461
low_ex,Actinoscirpus,3.56765925000028,3.4744571172201884
low_ex,Actinostemma,34.0829930000002,27.353674741337912
low_ex,Actinostemon,12.6567870000001,11.5734424456115
low_ex,Actinostrobus,21.9196760000003,18.895465991478993
low_ex,Actinotus,47.6116572000001,35.49803029495521
low_ex,Acystopteris,29.1803355000002,24.086815723967767
low_ex,Adansonia,8.77198500000029,8.234273450985505
low_ex,Adelia,9.02112000000011,8.45365508280409
low_ex,Adelobotrys,7.23333400000023,6.8627555679654835
low_ex,Adelphia,16.8018450000002,14.954998838464567
low_ex,Adenandra,2.24347200000034,2.2061545280128025
low_ex,Adenanthera,11.3190220000002,10.44291878248143
low_ex,Adenanthos,9.98095370000017,9.292003797981895
low_ex,Adenaria,22.6935775000002,19.47025944085187
low_ex,Adenia,13.6319522500002,12.38520844753036
low_ex,Adenium,9.75796500000017,9.098201412947544
low_ex,Adenocalymma,1.72791750000023,1.7056714779624407
low_ex,Adenocarpus,1.2264120000004,1.215151129153588
low_ex,Adenocaulon,26.4811589932436,22.20833985515432
low_ex,Adenochilus,11.8366910000003,10.88274547891276
low_ex,Adenochlaena,0.729407000000114,0.7254045266492448
low_ex,Adenocline,26.7398750000001,22.390953670662277
low_ex,Adenodaphne,22.5418352857144,19.357977354561243
low_ex,Adenodolichos,1.99732200000028,1.9676747353565163
low_ex,Adenogramma,5.48230150000017,5.266059261747709
low_ex,Adenolinum,12.577783000000201,11.507225477067188
low_ex,Adenolobus,50.0798590000002,36.85938763865022
low_ex,Adenoncos,0.713345000000284,0.709516262256799
low_ex,Adenopeltis,8.44926250000011,7.948988639086053
low_ex,Adenophaedra,19.3523080000001,16.949655093017988
low_ex,Adenophora,4.56961142857166,4.418118930631469
low_ex,Adenophorus,11.5439720000002,10.634410973437026
low_ex,Adenophyllum,1.43877700000028,1.4233102858968032
low_ex,Adenostoma,7.05015600000017,6.697537325557882
low_ex,Adenostyles,4.11959450000023,3.9959591035625497
low_ex,Adesmia,45.511644019231,34.311077016879494
low_ex,Adiantum,44.0213056250003,33.4522881135582
low_ex,Adina,9.79690700000029,9.132088151453395
low_ex,Adinandra,27.4814840000001,22.911376002257143
low_ex,Adinauclea,9.79690700000029,9.132088151453395
low_ex,Adiscanthus,0.787413000000341,0.782751248630911
low_ex,Adolphia,42.6543108333336,32.65230625986318
low_ex,Adonidia,1.18005600000023,1.1696256553074211
low_ex,Adonis,44.7180950000003,33.85552458142448
low_ex,Adoxa,11.7375280000002,10.798725347845188
low_ex,Adriana,27.5356745000001,22.949228430159955
low_ex,Aechmea,5.31562600000023,5.112024616441683
low_ex,Aegialitis,40.6304421153849,31.4458641434616
low_ex,Aegiceras,24.0310223333335,20.451158594690348
low_ex,Aegilops,0.524660000000227,0.5225850399330817
low_ex,Aegiphila,5.07136900000034,4.885636362143757
low_ex,Aegle,1.79593800000034,1.7719216852386404
low_ex,Aegonychon,1.12204200000017,1.1126067172632332
low_ex,Aegopodium,11.7228870000001,10.786310857431605
low_ex,Aegopogon,0.111388333333674,0.11129442854734986
low_ex,Aeluropus,0.710249500000398,0.706453804940492
low_ex,Aenigmatanthera,16.3717340000002,14.612331722615046
low_ex,Aeollanthus,0.987867000000341,0.9805438644603064
low_ex,Aeonium,7.06308650000017,6.709213769372577
low_ex,Aerangis,2.29955850000034,2.260372720412974
low_ex,Aeranthes,3.44788500000028,3.3607385109161085
low_ex,Aerides,5.47469368750034,5.25903631490681
low_ex,Aerva,5.61247400000028,5.386108000768257
low_ex,Aeschynanthus,10.5087146666669,9.748393450024698
low_ex,Aeschynomene,10.330594666667,9.594720327928322
low_ex,Aesculus,23.0081535000003,19.702382494446326
low_ex,Aetheorhiza,1.64502850000034,1.6248495739008946
low_ex,Aetheorhyncha,0.882267000000284,0.8764198476769168
low_ex,Aethionema,28.1539090000002,23.379390222587762
low_ex,Aethusa,1.77717800000023,1.7536565832903115
low_ex,Aextoxicon,97.4338380000002,57.209533761566206
low_ex,Afgekia,8.57882350000017,8.063670062984745
low_ex,Afraegle,4.55666600000028,4.406012706450718
low_ex,Aframomum,65.6828905000003,44.6908988895385
low_ex,Afrocalathea,18.5832365000003,16.35479997949087
low_ex,Afrocanthium,6.93442500000034,6.59293738567607
low_ex,Afrocarpus,18.0058390000003,15.904475134916217
low_ex,Afrolicania,46.1071720000002,34.65040220779165
low_ex,Afrolimon,16.5103780000002,14.722990792274535
low_ex,Afrostyrax,18.1888220000002,16.047536009716207
low_ex,Afrotrewia,40.8643480000001,31.58666240303865
low_ex,Afzelia,1.22033000000028,1.2091798875676025
low_ex,Agalinis,6.71679950000034,6.39578857625687
low_ex,Agalmyla,4.74745600000023,4.584208774955528
low_ex,Aganisia,1.71089883333362,1.689085311691922
low_ex,Aganope,14.7044150000002,13.266266921450214
low_ex,Aganosma,0.363652000000227,0.3626535920124933
low_ex,Agapanthus,46.6618613365389,34.96450895457923
low_ex,Agapetes,1.45514900000017,1.4393307781372509
low_ex,Agarista,14.2241762500003,12.87323508912886
low_ex,Agastache,1.61891325000028,1.5993650359697802
low_ex,Agastachys,26.3228020000002,22.096291624203168
low_ex,Agatea,23.4377262500002,20.017955754645406
low_ex,Agathelpis,0.911809000000284,0.905565505350863
low_ex,Agathis,104.495488,59.484116634696406
low_ex,Agathisanthemum,2.55232200000034,2.504163798182248
low_ex,Agathophora,0.299149000000227,0.29847294040716427
low_ex,Agathosma,1.32260500000034,1.3095205072315794
low_ex,Agave,13.4623275000003,12.244740997514011
low_ex,Agdestis,29.3862487500002,24.22772926093169
