Species,rates
Ophioglossum_lusitanicum,0.005196963469647873
Botrychium_lunaria,0.00500768997326874
Ophioglossum_vulgatum,0.005765119460893944
Equisetum_telmateia,0.004972318389098847
Equisetum_palustre,0.0048545964179845975
Equisetum_arvense,0.004964568499231956
Equisetum_ramosissimum,0.005146151970066044
Osmunda_regalis,0.006721815995764268
Cryptogramma_crispa,0.009196500227771427
Anogramma_leptophylla,0.009255315329069761
Pteris_vittata,0.008584046954527729
Pteridium_aquilinum,0.011534410924069032
Ceterach_officinarum,0.02036911370637518
Asplenium_septentrionale,0.024381026331794453
Asplenium_seelosii,0.022622501434747918
Asplenium_onopteris,0.028150381554021473
Asplenium_viride,0.035134057780830424
Asplenium_trichomanes,0.032816081477857785
Asplenium_petrarchae,0.033214474604454584
Cystopteris_fragilis,0.011942819313210264
Blechnum_spicant,0.01190531717516222
Polypodium_vulgare,0.015138885799174173
Polystichum_aculeatum,0.01704966406534651
Polystichum_setiferum,0.016512282221611684
Polystichum_lonchitis,0.01611144390599267
Ephedra_distachya,0.00736775273532198
Ephedra_fragilis,0.007312357463601599
Abies_pinsapo,0.0068839578182912815
Pinus_pinaster,0.008953015545884124
Pinus_halepensis,0.009346501178944793
Pinus_pinea,0.008558875992971162
Pinus_nigra,0.008063540021530155
Pinus_sylvestris,0.008127900545837282
Taxus_baccata,0.008436557923217946
Juniperus_communis,0.01368144908554546
Juniperus_oxycedrus,0.015490290093128406
Juniperus_sabina,0.013840202077959328
Juniperus_phoenicea,0.01427334640179026
Juniperus_thurifera,0.013235602589425174
Ceratophyllum_demersum,0.010544207026559182
Posidonia_oceanica,0.017378675051481086
Ruppia_maritima,0.016978490478412194
Ruppia_cirrhosa,0.01818857145868648
Cymodocea_nodosa,0.020054977433446083
Zostera_marina,0.019061052354739087
Zostera_noltii,0.018009016195063482
Groenlandia_densa,0.020730979611801172
Zannichellia_palustris,0.02026560516460437
Potamogeton_coloratus,0.022698841224653318
Potamogeton_natans,0.020990655329431538
Potamogeton_pusillus,0.022343115082689692
Potamogeton_crispus,0.0222041431148205
Najas_marina,0.0147199898552563
Baldellia_ranunculoides,0.012893188786626283
Alisma_lanceolatum,0.01315592099760226
Lemna_minor,0.013807407664426475
Lemna_gibba,0.013911535626415542
Arisarum_vulgare,0.01757634043001975
Arum_italicum,0.017892815897219555
Arum_cylindraceum,0.01760327297854766
Androcymbium_gramineum,0.01508349621189521
Smilax_aspera,0.012531254756554493
Gagea_pratensis,0.013445872277786711
Gagea_bohemica,0.015126004020797152
Fritillaria_lusitanica,0.014960132108093847
Gladiolus_communis,0.021189897842707046
Gladiolus_italicus,0.020722264808541117
Asphodelus_aestivus,0.022977977872003442
Allium_subhirsutum,0.03770279221920506
Allium_triquetrum,0.043292732194275825
Allium_oleraceum,0.0557488198033293
Allium_paniculatum,0.05773696090004878
Allium_schoenoprasum,0.06296759882732268
Allium_vineale,0.07259576184529004
Allium_ampeloprasum,0.07701639358154355
Allium_scorodoprasum,0.07469537556711003
Allium_nigrum,0.046946508009066634
Lapiedra_martinezii,0.05158307317217977
Pancratium_maritimum,0.06631138983014769
Sternbergia_colchiciflora,0.0736894198117538
Narcissus_papyraceus,0.11003088854148901
Narcissus_elegans,0.10835494711683988
Narcissus_serotinus,0.09971893556464982
Narcissus_bulbocodium,0.09050035516374613
Narcissus_jonquilla,0.0924965261707488
Aphyllanthes_monspeliensis,0.024816834006148564
Ornithogalum_narbonense,0.023003170928771806
Ornithogalum_pyrenaicum,0.024800328170039732
Dipcadi_serotinum,0.024302189080832478
Scilla_peruviana,0.023041434488448365
Hyacinthoides_hispanica,0.023445355663918237
Muscari_neglectum,0.02481614253684217
Anthericum_liliago,0.020221793231291797
Asparagus_acutifolius,0.015876460881476744
Ruscus_aculeatus,0.014896351078670624
Polygonatum_odoratum,0.01443561240671965
Epipactis_palustris,0.02044162415069771
Epipactis_microphylla,0.0210021181568446
Cephalanthera_rubra,0.025134628580734123
Cephalanthera_longifolia,0.025543609895487946
Cephalanthera_damasonium,0.028540476217266113
Spiranthes_spiralis,0.024885140281940096
Gennaria_diphylla,0.0406734705763087
Ophrys_lutea,0.05748094508436328
Ophrys_sphegodes,0.05867557013122382
Ophrys_apifera,0.05694904271946256
Neotinea_maculata,0.057353852102736934
Gymnadenia_conopsea,0.058446543170988116
Dactylorhiza_sambucina,0.06022061030952879
Dactylorhiza_maculata,0.0619836728948873
Chamaerops_humilis,0.018423574688615458
Sparganium_erectum,0.024133045534752012
Sparganium_angustifolium,0.0243211935184407
Typha_angustifolia,0.02405237312377742
Typha_domingensis,0.020889468894035933
Typha_latifolia,0.021324742664085274
Luzula_forsteri,0.038484380688009585
Luzula_campestris,0.03541314402768517
Juncus_capitatus,0.042382520804204564
Juncus_compressus,0.044199051224128566
Juncus_bufonius,0.04424031832647689
Juncus_inflexus,0.045520586010048866
Juncus_effusus,0.04869659802633069
Juncus_conglomeratus,0.05163640686003941
Juncus_articulatus,0.05189438372152531
Juncus_subnodulosus,0.05071805856175376
Juncus_bulbosus,0.0501229689687103
Juncus_maritimus,0.04373336341468061
Juncus_acutus,0.04696753175790989
Cladium_mariscus,0.04458706181447672
Schoenus_nigricans,0.06337498440016576
Fimbristylis_bisumbellata,0.1324430393165397
Eleocharis_quinqueflora,0.1328118991546847
Eleocharis_multicaulis,0.1347713778684154
Eleocharis_acicularis,0.12139431435396107
Eleocharis_uniglumis,0.12186545879587846
Schoenoplectus_litoralis,0.12681555333952618
Bolboschoenus_maritimus,0.12262089099510223
Schoenoplectus_lacustris,0.13994046190384735
Isolepis_setacea,0.1837125987419662
Isolepis_cernua,0.17157577439346844
Scirpoides_holoschoenus,0.19495874627500734
Cyperus_difformis,0.19389697231680716
Cyperus_fuscus,0.17906280062772337
Cyperus_capitatus,0.21477351938331057
Cyperus_michelianus,0.22467215643686175
Pycreus_mundtii,0.22847279883851232
Cyperus_laevigatus,0.3099695285367222
Cyperus_esculentus,0.40736999748329206
Cyperus_longus,0.42546694854980804
Pycreus_flavescens,0.4252579943995804
Cyperus_rotundus,0.35531877060634376
Carex_divisa,0.28226438236788726
Carex_leporina,0.3438709408045308
Carex_paniculata,0.41515458472623074
Carex_echinata,0.5555096117507629
Carex_cuprina,0.6099797380726173
Carex_muricata,0.5772042309687196
Carex_divulsa,0.5551467947272634
Carex_nigra,0.20756648350991871
Carex_panicea,0.226284041538247
Carex_flacca,0.2256681097090702
Carex_hispida,0.21567038516424583
Carex_humilis,0.22590120741264233
Carex_capillaris,0.2804588113574368
Carex_sylvatica,0.2883225667960645
Carex_pendula,0.2733593095279674
Carex_halleriana,0.3121557643185113
Carex_distans,0.29982666331711355
Carex_binervis,0.33330201450827623
Carex_camposii,0.35009761193200817
Carex_extensa,0.31247869570269976
Carex_caryophyllea,0.2817652071528875
Carex_elata,0.2776384931523094
Carex_riparia,0.2831057892553666
Carex_hirta,0.28208950911155073
Nardus_stricta,0.1263607326799962
Lygeum_spartum,0.12257470927292766
Glyceria_declinata,0.17178515603526054
Briza_maxima,0.23041177874286972
Brachypodium_distachyon,0.3022648868234502
Brachypodium_retusum,0.30512011512479237
Brachypodium_phoenicoides,0.3279573414173556
Brachypodium_sylvaticum,0.30426633115469004
Stipa_capillata,0.5144343091063075
Stipa_lagascae,0.4550295649468185
Stipa_barbata,0.5088256264864768
Stipa_parviflora,0.5346434077292681
Stipa_capensis,0.5335735372592533
Piptatherum_miliaceum,0.5683735004696413
Bromus_erectus,0.6514542258934714
Bromus_fasciculatus,0.8412136402295013
Bromus_rubens,0.8682583304471951
Bromus_diandrus,0.8385417010572009
Bromus_tectorum,0.7652689349139511
Bromus_sterilis,0.7534802009436088
Bromus_hordeaceus,0.8834151241608531
Bromus_scoparius,0.8802095970436258
Bromus_squarrosus,0.9429507232518582
Hordeum_murinum,0.5001788219206426
Hordeum_marinum,0.44432150696758566
Hordeum_bulbosum,0.4274871484814632
Agropyron_cristatum,0.6076078822298414
Elymus_caninus,0.6698034062005167
Elymus_farctus,0.8228043476114542
Elymus_hispidus,0.7204804108464045
Elymus_elongatus,0.7478332485793117
Elymus_repens,0.7469808651921467
Secale_montanum,0.9550467622663291
Aegilops_triuncialis,1.4677698962057752
Aegilops_geniculata,1.5395140746843485
Aegilops_neglecta,1.452461003120109
Aegilops_ventricosa,1.2146487582558845
Lamarckia_aurea,0.7004666427397075
Dactylis_glomerata,0.733669598043406
Echinaria_capitata,0.7857542747097603
Cynosurus_cristatus,0.6737960022092747
Cynosurus_echinatus,0.6679435331577736
Hainardia_cylindrica,0.6762576836632445
Parapholis_incurva,0.7305839407075274
Cutandia_memphitica,0.7783414877905424
Lolium_multiflorum,1.1090120247382966
Lolium_perenne,1.078563125413659
Lolium_temulentum,1.100565273031106
Lolium_rigidum,1.1207788310265754
Micropyrum_tenellum,1.0328782737128641
Vulpia_myuros,2.3459848374301013
Vulpia_ciliata,2.255022818364788
Vulpia_muralis,3.6277898154559365
Vulpia_bromoides,2.894996103832447
Festuca_ampla,3.4132105829708195
Vulpia_geniculata,4.20359486103283
Vulpia_fasciculata,3.8743216972628227
Vulpia_membranacea,4.049149730227049
Vulpia_unilateralis,4.00325960196094
Deschampsia_flexuosa,0.6815129953916897
Aira_cupaniana,0.6785281821996845
Aira_caryophyllea,0.6727133803236953
Holcus_mollis,0.8016343321607872
Mibora_minima,0.754274523638559
Sesleria_argentea,0.7537545874228274
Phalaris_coerulescens,1.0448968824497729
Phalaris_canariensis,0.9368094100556654
Phalaris_paradoxa,0.8706442905905833
Phalaris_brachystachys,0.912052814620167
Lagurus_ovatus,1.268251422269569
Rostraria_cristata,1.3001669673795122
Trisetum_flavescens,1.2087475842759563
Rostraria_pumila,1.2573290593431368
Koeleria_vallesiana,1.2689638289735896
Gaudinia_fragilis,1.265379261075887
Arrhenatherum_elatius,1.2518100874505906
Avena_barbata,1.437343855605833
Avena_sterilis,1.400251574746848
Avena_fatua,1.389650399381278
Corynephorus_canescens,1.373221716019912
Anthoxanthum_aristatum,1.2758467734725862
Anthoxanthum_odoratum,1.2407670613173316
Briza_minor,1.3955323995295483
Briza_media,1.3887916054061287
Ammophila_arenaria,1.8337165594733396
Triplachne_nitens,2.2205819736152224
Gastridium_ventricosum,2.0510935038744105
Polypogon_monspeliensis,2.4242154729614906
Polypogon_viridis,2.3244962984900575
Agrostis_castellana,2.541535760090924
Agrostis_stolonifera,2.2827926233652547
Sclerochloa_dura,0.740256788183491
Puccinellia_fasciculata,0.762817099407896
Alopecurus_myosuroides,0.8167661171000722
Ventenata_dubia,0.832450259566129
Apera_interrupta,0.7578284118029781
Phleum_phleoides,0.9419922434682497
Milium_effusum,1.0882721797729504
Poa_supina,1.2925543270586504
Poa_infirma,1.2175951135167142
Poa_annua,1.2414623708694272
Poa_bulbosa,1.2829846881502223
Poa_trivialis,1.3586778986245356
