step,PD
197,22014.50850984
198,21991.88551279
199,21964.13132453
200,21930.91814559
201,21909.05907608
202,21878.74210019
203,21845.44037072
204,21816.50380095
205,21786.07854137
206,21761.71618998
207,21730.97749965
208,21705.08248897
209,21678.75615197
210,21649.09410265
211,21611.42847227
212,21579.90069194
213,21551.46274742
214,21525.0162676
215,21500.52839844
216,21474.5718917
217,21450.51492049
218,21430.26825643
219,21404.60956475
220,21384.63636084
221,21362.61818908
222,21333.33152099
223,21304.4643403
224,21276.94794606
225,21244.47471391
226,21219.29642865
227,21189.69572432
228,21164.63973589
229,21134.5715614
230,21105.53740016
231,21086.42935522
232,21058.3876371
233,21035.80963412
234,21014.6486187
235,20982.89929798
236,20958.48719048
237,20932.47609804
238,20906.80869546
239,20880.345368360002
240,20859.47095859
241,20826.90217903
242,20799.76046884
243,20774.91603546
244,20752.53277161
245,20725.98704237
246,20706.79706407
247,20685.60730648
248,20652.28546752
249,20628.86575131
250,20599.22792008
251,20560.81084242
252,20530.30371532
253,20508.26181724
254,20475.65261411
255,20440.50197717
256,20412.16411561
257,20378.88169889
258,20353.61111553
259,20327.78691536
260,20301.57964136
261,20278.91230018
262,20254.15185372
263,20227.67325628
264,20199.87775298
265,20168.82234
266,20144.35307325
267,20117.85891461
268,20095.17470995
269,20063.26269182
270,20041.22896053
271,20007.74331976
272,19975.7896231
273,19947.80559044
274,19924.67089763
275,19893.76414742
276,19864.6912879
277,19837.72882578
278,19816.55249888
279,19781.80852895
280,19761.04536422
281,19734.22660475
282,19707.65370279
283,19680.63886954
284,19656.46624899
285,19628.21885833
286,19604.44012628
287,19578.26843178
288,19553.36244258
289,19522.19919011
290,19495.52490272
291,19460.9516469
292,19432.24393215
293,19407.48695708
294,19386.00075351
295,19354.87593761
296,19326.14970853
297,19303.04799847
298,19266.38017419
299,19239.53218412
300,19212.2277179
301,19187.06917061
302,19159.04048279
303,19121.87093887
304,19094.47319333
305,19061.38381479
306,19034.60911416
307,19012.42243341
308,18986.27245205
309,18957.04837769
310,18924.5874774
311,18895.48359466
312,18857.04098058
313,18831.06968358
314,18800.79888706
315,18772.42336752
316,18745.87305836
317,18720.77149674
318,18698.70271625
319,18675.31766659
320,18648.22434594
321,18627.58149392
322,18604.31545313
323,18570.27794845
324,18536.36933626
325,18512.82045588
326,18482.31831036
327,18449.73685194
328,18428.25021968
329,18395.7946202
330,18367.64557068
331,18333.17842147
332,18307.10471333
333,18286.18159014
334,18255.30445314
335,18232.39927078
336,18208.23279003
337,18181.74575681
338,18154.97253218
339,18129.98860171
340,18098.78369523
341,18065.44113012
342,18037.32163688
343,18013.02114898
344,17987.28428165
345,17962.65307787
346,17941.69088899
347,17916.14551793
348,17886.31103615
349,17856.86082646
350,17830.24128427
351,17802.80868988
352,17776.7476728
353,17738.601697179998
354,17712.41404817
