ext_fraction,Genus,age,mean_age,richness,threatened_species,proportion_threatened,ev.dist,mean_lambda,sd_lambda
low_ex,Asperula,5.81048200000005,5.6507287681343525,3,3,1,67.97353989954415,0.12894814121643489,NA
low_ex,Asphodelus,75.6259110000001,55.98821864367759,8,8,1,138.40261558792534,0.022977977872003442,NA
low_ex,Asplenium,29.13178,25.593998954561208,12,11,0.9166666666666666,82.72242951407802,0.029386420530617772,0.0051338926973209355
low_ex,Astragalus,26.5909410000001,23.605949701186013,32,23,0.71875,88.68686944050437,0.11317597315211461,0.024122635036297475
low_ex,Atractylis,21.760239,19.711248409833946,2,2,1,83.89490545311986,0.04146987174050653,NA
low_ex,Atriplex,19.265671,17.63825591753148,6,6,1,81.43874892120975,0.10509317638049576,0.0041592111840303096
low_ex,Atropa,3.413843,3.357887098291159,2,0,0,65.5725879260205,0.09441387663249592,NA
low_ex,Avena,0.968360999999936,0.9637896353172702,8,4,0.5,64.1154078957764,1.409081943244653,0.025042923102468632
low_ex,Baldellia,28.338596,24.977725240628207,1,1,1,91.66295903508504,0.012893188786626283,NA
low_ex,Ballota,0.674276999999936,0.6720564853430665,2,2,1,62.8310877902232,0.5564624059289505,NA
low_ex,Barbarea,7.7674820000001,7.485307123554903,1,1,1,69.86743187062828,0.12803578207002209,NA
low_ex,Bartsia,3.54486299999994,3.484578207237885,1,1,1,65.7017421699851,0.07153077130037631,NA
low_ex,Bassia,13.1911800000002,12.4024171017972,3,3,1,75.36418865570356,0.07828277571775213,0.0066494829554536
low_ex,Bellis,6.49633700000005,6.297463935723132,6,5,0.8333333333333334,68.63072233253399,0.08771216363672385,0.0066151552927213395
low_ex,Berberis,124.400454,78.86301259914437,1,1,1,186.25584516215204,0.016371145230602745,NA
low_ex,Berula,8.39728200000005,8.068715028824021,1,1,1,70.53170322835976,0.058240434388141776,NA
low_ex,Betula,22.3660599999999,20.20821002627248,1,0,0,84.45515627669499,0.024491381811111466,NA
low_ex,Bituminaria,41.7355920000001,34.890305523768816,1,1,1,103.83136926956146,0.04498009131654325,NA
low_ex,Blackstonia,14.217143,13.30616268170228,3,3,1,76.37736356820082,0.05253155377081858,NA
low_ex,Blechnum,68.787639,52.13036185213131,1,1,1,122.03334124064052,0.01190531717516222,NA
low_ex,Bolboschoenus,4.1690530000001,4.085987162228916,1,1,1,67.2718232178268,0.12262089099510223,NA
low_ex,Bombycilaena,0.415091000000052,0.41424810100037424,2,2,1,62.549456844060934,0.3163649435778123,NA
low_ex,Borago,3.7200900000001,3.653769405684113,1,1,1,65.89196172707983,0.06824353897019696,NA
low_ex,Botrychium,92.38551,64.70992848925675,1,1,1,182.14206882354432,0.00500768997326874,NA
low_ex,Brachiaria,0.88026199999999,0.8764824829298713,1,1,1,64.02560456472382,0.43370287243511224,NA
low_ex,Brachypodium,5.36245399999999,5.226019040104657,4,4,1,68.50941285935815,0.30990216863007203,0.01209611559618348
low_ex,Brassica,0.241707000000101,0.24142088237036488,10,10,1,62.34169667706328,0.8115461660910204,0.12910166294544953
low_ex,Briza,5.80934799999999,5.649656028793931,3,3,1,68.9562527966131,1.0049119278928489,0.6707452723287423
low_ex,Bromus,3.348481,3.2946256033025008,13,13,1,66.49551745221842,0.8249769419934739,0.08767222701684566
low_ex,Buglossoides,5.18596600000005,5.05822764192507,3,3,1,67.35750234155687,0.08913922307173076,NA
low_ex,Bupleurum,35.320084,30.27170956070087,16,15,0.9375,97.45437835155788,0.039246174733321613,0.003766154074768842
low_ex,Buxus,136.092126,83.32488143336502,2,2,1,197.889308284252,0.015562544534504359,3.9382590350684214e-4
low_ex,Cakile,1.75973200000011,1.744710697356738,1,1,1,63.85972339425111,0.7006876935524484,NA
low_ex,Calendula,29.064294,25.541716693986128,3,3,1,91.19864834873466,0.07091986091087725,NA
low_ex,Calepina,3.0280850000001,2.9839556223946566,1,1,1,65.12807463701782,0.43087015918542115,NA
low_ex,Calicotome,1.59463900000005,1.5822912484827714,3,3,1,63.69115872966654,0.6042569481392672,0.04537797477349914
low_ex,Callipeltis,4.92503800000005,4.809648092924242,1,1,1,67.08807510715523,0.09960394684339809,NA
low_ex,Callitriche,14.3766030000001,13.445899888610027,5,1,0.2,76.5340456811981,0.11307202905399708,0.004015715890438477
low_ex,Calluna,22.6304130000001,20.42428120574455,1,1,1,84.79076399062319,0.036846026167357396,NA
low_ex,Calystegia,18.08978,16.64588935583044,2,1,0.5,80.24752958002745,0.04871842022546667,0.0015483134242824802
low_ex,Camelina,5.78262400000011,5.624372423474409,1,1,1,67.88257495967936,0.10979508152775143,NA
low_ex,Campanula,9.34512199999999,8.940444798316152,13,12,0.9230769230769232,71.48028037426091,0.06761894000609128,0.013112187554926205
low_ex,Camphorosma,13.1911800000002,12.4024171017972,1,0,0,75.36418865570356,0.06593718106244986,NA
low_ex,Capparis,77.1673260000001,56.83285030288846,1,1,1,139.26231924349727,0.0249922111169662,NA
low_ex,Cardamine,6.11182300000005,5.935389700928889,3,3,1,68.2117760285472,0.1220558770483068,0.004949022476349915
low_ex,Carduus,0.574707999999992,0.5730938468757182,8,6,0.75,62.70921050179285,1.149540977507024,0.06604030206375125
low_ex,Carex,14.695338,13.724630487714562,31,22,0.7096774193548387,77.79742714840822,0.333950872786847,0.11975426275185945
low_ex,Carlina,21.760239,19.711248409833946,6,6,1,83.89490545311986,0.03802204810391161,0.002125393479651854
low_ex,Carrichtera,0.961737000000101,0.957227773410823,1,1,1,63.06172662967369,0.5239304280386579,NA
low_ex,Carthamus,0.309664999999995,0.30919557820556065,8,8,1,62.44416801519742,1.8661460480602374,0.025146634848173765
low_ex,Carum,14.8405290000001,13.85134235116866,3,2,0.6666666666666666,76.97491993886479,0.05720402604439277,NA
low_ex,Catananche,2.90683699999999,2.8661403687394404,2,2,1,65.04131556822678,0.18531306707614242,0.015957667374610525
low_ex,Caucalis,10.7909020000001,10.255818342535928,1,1,1,72.925295512433,0.08754723265897293,NA
low_ex,Celtis,12.263669,11.578346182897898,2,2,1,74.35186973722206,0.018159403441126067,NA
low_ex,Centaurea,0.309664999999992,0.3091955782055576,47,39,0.8297872340425532,62.44416801519742,3.9001777656966743,0.4961474799754452
low_ex,Centaurium,5.63196200000005,5.481712984204496,7,6,0.8571428571428571,67.79227171501516,0.06487366164545713,0.0025850770876506214
low_ex,Centranthus,27.4583700000001,24.28922548904284,5,5,1,89.59439417526563,0.0317009647042551,NA
low_ex,Cephalanthera,38.522296,32.60529312084627,3,3,1,101.42937892448133,0.026406238231162726,0.0018595820135044916
low_ex,Cephalaria,10.965961,10.413930636115188,3,3,1,73.10238683630308,0.02673028972619174,NA
low_ex,Cerastium,8.30179500000005,7.980477669181471,12,12,1,70.47184612870221,0.10767479815597883,0.008130016870968142
low_ex,Ceratocephala,16.182699,15.015165554551729,1,1,1,78.14957720249208,0.052877596950472554,NA
low_ex,Ceratonia,57.582292,45.3945789074448,2,2,1,119.6774467600545,0.0341991359586959,NA
low_ex,Ceratophyllum,190.540566,100.12286113950772,1,0,0,250.19802433529043,0.010544207026559182,NA
low_ex,Cerinthe,5.7469620000001,5.590622753666289,2,2,1,67.91848009734566,0.07951599225475749,NA
low_ex,Ceterach,29.13178,25.593998954561208,1,1,1,82.72242951407802,0.02036911370637518,NA
low_ex,Chaenorhinum,3.30856000000005,3.2559681605877335,12,12,1,65.46613925175633,0.1293662246643972,NA
low_ex,Chaerophyllum,9.8088350000001,9.364200320563969,2,2,1,71.94322848699163,0.06812708575115405,0.002203184266901937
low_ex,Chamaemelum,2.52095499999999,2.490272872037541,2,2,1,64.6553276816138,0.2668468471714314,NA
low_ex,Chamaerops,123.17153,78.37364765881192,1,1,1,185.898838839019,0.018423574688615458,NA
low_ex,Chelidonium,36.628253,31.23197271389607,1,1,1,98.62362789509348,0.015025189911867676,NA
low_ex,Chenopodium,20.84823,18.958380374099416,9,9,1,83.02125962534183,0.06826252066440634,0.011878483819860737
low_ex,Chondrilla,2.90683699999999,2.8661403687394404,1,1,1,65.04131556822678,0.19350588267555308,NA
low_ex,Chrozophora,70.874641,53.3272745977818,2,2,1,132.95978175663458,0.02528110222401054,NA
low_ex,Cicendia,11.161363,10.590124463092977,1,1,1,73.32163027903533,0.06223715153026205,NA
low_ex,Cichorium,3.99683400000005,3.920408689438691,2,2,1,66.13131180835136,0.17248549169224206,0.006929842548035341
low_ex,Circaea,29.693181,26.027835672827496,1,1,1,91.79900192797108,0.029853344410230218,NA
low_ex,Cirsium,0.59295599999999,0.5912379133008436,10,10,1,62.727458001520944,1.2293949993918027,0.05172265438025208
low_ex,Cistus,28.7041150000001,25.262204813315336,11,11,1,90.79729353785932,0.05383003241822102,0.005812889521967281
low_ex,Cladium,29.681507,26.018834015189356,1,1,1,92.77784957335058,0.04458706181447672,NA
low_ex,Clematis,20.3892640000001,18.57732774946971,4,4,1,82.35589236776003,0.03248172400889585,NA
low_ex,Cleonia,3.06288400000005,3.017744219053655,1,1,1,65.21970077539845,0.2737858038619853,NA
low_ex,Clinopodium,3.14825599999999,3.100589902796503,1,1,1,65.30507249276735,0.29353725330190183,NA
low_ex,Clypeola,4.5234930000001,4.42591397222471,3,2,0.6666666666666666,66.62348625593167,0.2035976015942658,NA
low_ex,Cneorum,44.90722,37.092059997344656,1,0,0,107.0003960993632,0.020407661543456284,NA
low_ex,Coincya,0.748119000000101,0.7453867790823437,3,2,0.6666666666666666,62.848108655138944,0.5422082402313749,NA
low_ex,Comastoma,7.56603400000011,7.297986468899802,1,1,1,69.72645737727777,0.05223454021930344,NA
low_ex,Conium,7.41722500000005,7.159390538959818,1,1,1,69.55161512661695,0.09277640061627974,NA
low_ex,Conringia,1.1974270000001,1.1904471929951372,1,1,1,63.29741689837012,0.48443201629897625,NA
low_ex,Consolida,20.7988160000001,18.91742506323069,3,3,1,82.76674375895469,0.041427954773804405,0.002754953918904792
low_ex,Convolvulus,18.08978,16.64588935583044,11,11,1,80.24752958002745,0.04933123038534897,0.003991416351332638
low_ex,Coriaria,103.074797,69.77638056021574,1,1,1,165.16026203319396,0.021616143904151806,NA
low_ex,Coris,32.0291190000001,27.812403964466085,4,4,1,94.19181759509706,0.032385493037121044,NA
low_ex,Cornus,105.675811,70.95511135531086,1,1,1,167.7960306183596,0.021464193344742775,NA
low_ex,Coronilla,6.8580730000001,6.63691358043345,6,6,1,68.95413636356115,0.16368056878763237,0.00843764655339147
low_ex,Corylus,22.3660599999999,20.20821002627248,2,2,1,84.45515627669499,0.022005004965489783,NA
low_ex,Corynephorus,0.835099999999933,0.8316973831266157,2,2,1,63.9821459382489,1.373221716019912,NA
low_ex,Crambe,1.49278300000011,1.4819553653448898,2,2,1,63.59277440396056,0.7584847452114954,NA
low_ex,Crassula,70.268062,52.98119165314616,2,2,1,132.41302078692055,0.02037053746338761,NA
low_ex,Crataegus,7.37545399999999,7.120452269977241,3,3,1,69.46502772908204,0.04468811681130084,NA
low_ex,Crepis,5.06017999999999,4.938470427506074,11,10,0.9090909090909092,67.1945525067034,0.14489660696410134,0.02491519680232599
low_ex,Crithmum,12.3213060000001,11.62975230846556,1,1,1,74.45569703949448,0.060898450966595505,NA
low_ex,Crucianella,4.92503800000005,4.809648092924242,4,4,1,67.08807510715523,0.09198146923184464,NA
low_ex,Cruciata,4.61422400000005,4.512747348172879,2,2,1,66.77729102626839,0.14043027374818867,0.0060779611244431275
low_ex,Crupina,0.866205999999995,0.8625458973450962,2,2,1,63.000709248611194,0.9314501715727005,0.42703346134262143
low_ex,Crypsis,2.94396799999999,2.9022346185715855,2,2,1,66.0890662438325,0.29976104011234883,0.022816377491784782
low_ex,Cryptogramma,65.631618,50.28682195018748,1,1,1,119.73537746850508,0.009196500227771427,NA
low_ex,Cuscuta,32.791105,28.38746392697441,7,7,1,94.9484061811856,0.042314891630201336,0.0015459662583089527
low_ex,Cutandia,0.578569000000049,0.5769331255708353,3,2,0.6666666666666666,63.72561891212529,0.7783414877905424,NA
low_ex,Cymodocea,32.713558,28.32909721662471,1,1,1,96.03198091692096,0.020054977433446083,NA
low_ex,Cynanchum,0.968461000000103,0.963888694004134,1,1,1,63.1293404503254,0.04580823096044586,NA
low_ex,Cynara,1.75243999999999,1.73754225121193,3,2,0.6666666666666666,63.88694190331978,0.7259084684022623,NA
low_ex,Cynodon,1.320109,1.311632233536464,1,1,1,64.46527237960647,0.3861035796630342,NA
low_ex,Cynoglossum,8.02008200000005,7.719704066112124,6,6,1,70.19222581800187,0.07866862041107037,NA
low_ex,Cynosurus,1.51614300000005,1.5049754736890095,3,3,1,64.66319246505518,0.6708697676835241,0.004138320553000874
low_ex,Cyperus,5.03634000000005,4.915757126413891,8,8,1,68.13904170848843,0.2888163367426086,0.09874261673483387
low_ex,Cystopteris,68.787639,52.13036185213131,4,4,1,122.03334124064052,0.011942819313210264,NA
low_ex,Cytisus,1.59463900000005,1.5822912484827714,10,8,0.8,63.69115872966654,0.5023606848900064,0.013428748185394643
low_ex,Dactylis,1.08056000000005,1.0748719646799687,3,3,1,64.22760938474434,0.733669598043406,NA
low_ex,Dactylorhiza,5.984241,5.814967174404721,6,6,1,68.90223048588267,0.061102141602208046,0.001246673509763287
low_ex,Danthonia,1.991947,1.9727275780621951,1,1,1,65.13716170730297,0.21923664540382068,NA
low_ex,Daphne,6.3158650000001,6.127684974299514,3,3,1,68.41211538921789,0.05236542171295591,0.0022946965221226565
low_ex,Daucus,0.749778000000109,0.7470336766496586,7,7,1,62.884172491998974,0.10140754569008353,NA
low_ex,Delphinium,20.7988160000001,18.91742506323069,5,4,0.8,82.76674375895469,0.03637643217082948,0.0010677509455936265
low_ex,Deschampsia,1.84360999999999,1.827131221963623,2,2,1,64.99065746435187,0.6815129953916897,NA
low_ex,Descurainia,8.68083000000005,8.3302828125706,1,1,1,70.78077568178963,0.09808792482708305,NA
low_ex,Dianthus,4.90135899999994,4.787059567076269,9,9,1,67.07142769419939,0.11014737116067626,NA
low_ex,Dictamnus,28.571077,25.158758991739976,2,2,1,90.66437848423752,0.020057463088578358,NA
low_ex,Digitalis,3.58740500000005,3.525680704017174,6,4,0.6666666666666666,65.74490720490168,0.3076672196356337,0.024509629504879202
low_ex,Dipcadi,39.6078800000001,33.383505682296054,1,1,1,102.39275590300372,0.024302189080832478,NA
low_ex,Diplotaxis,0.518872000000101,0.5175557933278326,8,7,0.875,62.61886166880313,0.6512967746744994,0.13965872851357428
low_ex,Dipsacus,10.965961,10.413930636115188,2,2,1,73.10238683630308,0.02912015960751311,NA
low_ex,Distichoselinum,4.33166300000011,4.242079965874822,1,1,1,66.46605738097827,0.09534472600405243,NA
low_ex,Dittrichia,0.497609999999992,0.4963992896904652,2,2,1,62.632098465174664,0.24894303732013126,NA
low_ex,Dorycnium,1.44584000000011,1.4356796537232,4,4,1,63.54190680659215,0.7350887168290443,0.08272650293338567
low_ex,Draba,1.1974270000001,1.1904471929951372,5,5,1,63.29741689837012,0.4948903482054491,0.04188599649264327
low_ex,Drosera,75.8774510000001,56.12666670923363,1,0,0,138.0230719657061,0.019723444913492656,NA
low_ex,Drosophyllum,75.8774510000001,56.12666670923363,1,1,1,138.0230719657061,0.01974580612495513,NA
low_ex,Echinaria,1.60933900000005,1.596763703918971,1,1,1,64.75638837617653,0.7857542747097603,NA
low_ex,Echinops,5.46927300000005,5.327439912681081,3,3,1,67.60377001996784,0.17349656779620784,0.008195389380111743
low_ex,Echium,11.801596,11.165274829086844,11,11,1,73.97297537104346,0.1423881964468791,0.01586601008461879
low_ex,Eleocharis,7.3568650000001,7.103119084688508,4,4,1,70.45957318886944,0.1277107625432349,0.007069629342605524
low_ex,Elymus,1.70752999999994,1.6933820673625173,9,9,1,64.85457191340403,0.7415804556859668,0.055368626464797385
low_ex,Emex,8.30391900000005,7.982441245786724,1,1,1,70.4573950200143,0.1011562423372094,NA
low_ex,Ephedra,273.52138,116.555193157833,3,3,1,312.4336341204462,0.007340055099461789,3.9170372279152925e-5
low_ex,Epilobium,29.693181,26.027835672827496,13,11,0.8461538461538461,91.79900192797108,0.045988288705868755,0.007080047648705487
low_ex,Epipactis,38.522296,32.60529312084627,8,8,1,101.42937892448133,0.020721871153771155,3.963291125608805e-4
low_ex,Equisetum,304.233986,120.7040330905846,4,4,1,341.02842626672617,0.004984408819095361,1.2048779074778999e-4
low_ex,Eragrostis,2.41501099999999,2.386835007766576,5,5,1,65.56014161213389,0.8317290290077042,0.11989008280277949
low_ex,Erica,22.6304130000001,20.42428120574455,10,9,0.9,84.79076399062319,0.05610901974599643,0.008529572504652656
low_ex,Erinacea,2.36378599999999,2.3367840239224207,1,1,1,64.46030258804996,0.401128538518277,NA
low_ex,Erinus,3.58740500000005,3.525680704017174,1,1,1,65.74490720490168,0.26183116085184033,NA
low_ex,Erodium,39.0334920000001,32.97255116158284,18,16,0.8888888888888888,101.18819447676955,0.045868453092214566,0.004319630693994484
low_ex,Erophila,5.9113610000001,5.746112769251549,1,1,1,68.01136050969095,0.1806990259263998,NA
low_ex,Eruca,1.57020400000011,1.55822993168882,1,1,1,63.67019540165323,0.5744635368545762,NA
low_ex,Eryngium,53.6598210000001,42.906636329381726,11,10,0.9090909090909092,115.79355614312252,0.04771391473988073,0.0030201767902322606
low_ex,Euonymus,58.194018,45.77629846074415,1,0,0,120.28969148964975,0.018162186550415578,NA
low_ex,Eupatorium,13.4545520000001,12.635191459962597,1,1,1,75.58892396993039,0.06848609480609932,NA
low_ex,Euphorbia,70.8746410000001,53.327274597781845,26,26,1,132.95978175663458,0.07476489189440255,0.02946407516075795
low_ex,Euphrasia,11.4052209999999,10.809580179700976,2,2,1,73.56208617754011,0.058457361473938596,NA
low_ex,Fagonia,72.8236620000001,54.42944618875213,1,1,1,134.9449486694524,0.01772593858037362,NA
low_ex,Fallopia,13.593298,12.757602031152354,1,1,1,75.74644968203212,0.08284319064591544,NA
low_ex,Fedia,8.04574000000011,7.743482755797441,1,1,1,70.18206063848814,0.03141857064343138,NA
low_ex,Ferula,11.6230650000001,11.005221961572731,1,1,1,73.75745873069644,0.09501825490542953,NA
low_ex,Festuca,0.207147999999992,0.20693780476118048,22,18,0.8181818181818182,63.35419783013417,3.4132105829708195,NA
low_ex,Ficus,65.482175,50.198509798702965,1,1,1,127.57017297473178,0.01943988045180775,NA
low_ex,Filago,0.415091000000052,0.41424810100037424,16,16,1,62.549456844060934,0.33137657482414434,0.03467080536704522
low_ex,Filipendula,73.493137,54.80460342132956,1,1,1,135.58098233929036,0.02818021430017188,NA
low_ex,Fimbristylis,7.3568650000001,7.103119084688508,1,1,1,70.45957318886944,0.1324430393165397,NA
low_ex,Flueggea,104.295012,70.33191749677161,1,1,1,166.37943098900888,0.022608890461456754,NA
low_ex,Foeniculum,5.36469000000005,5.228143081659424,1,1,1,67.49908095501979,0.0745778518954806,NA
low_ex,Forsskaolea,26.838168,23.801178267154647,1,1,1,88.926573538476,0.0216946661556026,NA
low_ex,Fragaria,43.5744290000001,36.173199317957675,1,1,1,105.66253881544782,0.027807978021425796,NA
low_ex,Frangula,29.370355,25.77860074950028,2,2,1,91.4590659664965,0.026285311424295976,NA
low_ex,Frankenia,49.422971,40.13862141765733,5,5,1,111.57321214054856,0.02387771531391144,1.0292038020191925e-4
low_ex,Fritillaria,36.706081,31.288797835019057,1,1,1,99.66055222890074,0.014960132108093847,NA
low_ex,Fumana,36.8740860000001,31.41134863462102,9,9,1,98.9671643337654,0.033740967511913605,8.289779189256269e-4
low_ex,Fumaria,96.006264,66.46709791709625,21,21,1,157.93941329133372,0.014101394873151388,0.0013354692634649711
low_ex,Gagea,36.706081,31.288797835019057,9,9,1,99.66055222890074,0.014285938149291931,0.0011880325487694566
low_ex,Galium,9.83679099999999,9.38969069537989,35,29,0.8285714285714286,71.99978498172798,0.18210485892482964,0.03316955396546862
low_ex,Gastridium,0.148432999999933,0.14832503470635056,2,2,1,63.29547900076554,2.0510935038744105,NA
low_ex,Gaudinia,0.308035999999938,0.3075714992271252,1,1,1,63.455083927872984,1.265379261075887,NA
low_ex,Genista,3.04662099999994,3.0019548186997698,20,19,0.95,65.1431383421436,0.5928571246757055,0.1984049570349389
low_ex,Gennaria,14.416688,13.480996407823056,1,1,1,77.33203390934459,0.0406734705763087,NA
low_ex,Gentiana,7.56603400000011,7.297986468899802,5,4,0.8,69.72645737727777,0.05395111066067096,0.004513431988512227
