Sim1,Sim2,Sim3,Sim4,Sim5,Sim6,Sim7,Sim8,Sim9,Sim10,Sim11,Sim12,Sim13,Sim14,Sim15,Sim16,Sim17,Sim18,Sim19,Sim20,Sim21,Sim22,Sim23,Sim24,Sim25,Sim26,Sim27,Sim28,Sim29,Sim30,Sim31,Sim32,Sim33,Sim34,Sim35,Sim36,Sim37,Sim38,Sim39,Sim40,Sim41,Sim42,Sim43,Sim44,Sim45,Sim46,Sim47,Sim48,Sim49,Sim50,Sim51,Sim52,Sim53,Sim54,Sim55,Sim56,Sim57,Sim58,Sim59,Sim60,Sim61,Sim62,Sim63,Sim64,Sim65,Sim66,Sim67,Sim68,Sim69,Sim70,Sim71,Sim72,Sim73,Sim74,Sim75,Sim76,Sim77,Sim78,Sim79,Sim80,Sim81,Sim82,Sim83,Sim84,Sim85,Sim86,Sim87,Sim88,Sim89,Sim90,Sim91,Sim92,Sim93,Sim94,Sim95,Sim96,Sim97,Sim98,Sim99,step
22813.382800594787,22784.5901151305,22792.775547094785,22675.545001223953,22790.983215594784,22807.420949094787,22777.808454094786,22698.90924294062,22779.01056426594,22759.496122493594,22801.562306344786,22812.685949594787,22786.896588961026,22756.935358094786,22796.19704485669,22813.120529773358,22812.395962094786,22812.58246292812,22809.609226344786,22730.937401759,22745.228212094786,22813.559021594785,22810.067004594785,22805.886928469787,22715.645120094785,22782.347506094786,22735.95495945016,22808.05203713645,22791.360306844785,22759.496122493594,22804.079831594787,22714.125725094786,22759.496122493594,22752.099640511453,22809.500019094787,22747.757256817007,22748.867256695954,22797.471709594785,22806.296377594786,22748.867256695954,22810.524606311454,22796.19704485669,22748.867256695954,22760.987463761452,22812.397204094785,22755.460392594785,22811.940585094784,22785.315812594785,22773.703205094786,22798.484064072058,22796.19704485669,22799.69843867171,22794.906877261452,22796.19704485669,22759.496122493594,22730.937401759,22730.937401759,22809.817063094786,22786.274618111453,22786.896588961026,22798.813879094785,22759.496122493594,22679.54723418764,22803.080279594786,22782.551146873953,22806.09342871145,22811.635434983673,22801.048482344784,22043.920244094785,22736.169815594785,22618.879126761833,22809.485359094786,22791.77011088145,22769.62245995193,22812.358515594784,22646.104372232945,22752.90804461562,22719.220882344787,22748.851278844784,22618.879126761833,22801.056968594785,22789.973207594787,22757.690417969785,22807.651084594785,22744.97976544839,22752.099640511453,22661.86827597812,22801.781398594787,22791.77011088145,22576.079788219784,22800.061111094787,22730.937401759,22730.62988368954,22744.97976544839,22748.867256695954,22809.437617669784,22805.51785076145,22730.62988368954,22809.502722561454,1
22801.317792594786,22740.1112321305,22715.290956094785,22665.194136286453,22769.369165594784,22707.892267594787,22773.65677006145,22696.750165815618,22759.61297861594,22732.037756118596,22786.612596887644,22748.601091844786,22660.305172936023,22697.156558319784,22725.3189763428,22800.515442773358,22729.37143918954,22811.212896303117,22662.544010844787,22702.429099509,22744.509171594786,22743.83387292812,22808.544277594785,22805.00667030312,22557.02831726145,22757.848535666213,22687.047899262656,22796.578460636454,22442.245239969787,22758.645166493596,22619.973128261452,22703.334825594786,22693.864507743594,22737.39069465431,22799.375276844785,22737.489048959866,22707.641053981115,22788.050486594784,22737.633827094785,22741.551284195953,22806.307817386452,22793.061746811236,22744.16550490429,22753.17333016145,22747.610054195957,22678.881594411858,22617.16530526183,22765.918226944785,22703.978056428117,22788.90948907206,22764.334925565025,22782.054537421707,22794.373000440024,22788.38291125669,22756.468041993594,22723.540081259,22726.783014259003,22671.707657723953,22673.88629911145,22785.257152461025,22793.753702094786,22756.750165646372,22677.388157062644,22774.848876094784,22769.579048302523,22805.51872371145,22784.877617349914,22800.11021705312,21984.141444319786,22645.908220115194,22596.248715845166,22678.49649609613,22791.659874881454,22762.061482068595,22793.610986261454,22563.38736739716,22611.55991446324,22596.493608344786,22581.301244482944,22602.64905076183,22649.270837978118,22769.583946594787,22696.855830469787,22800.536785928118,22742.94091394839,22751.083302173356,22494.318241616278,22791.292653978933,22789.611033756453,22485.818192740193,22030.326948594786,22728.205816759,22689.4036809747,22731.074967302557,22740.469977695957,22798.50837825312,22801.80255371145,22721.40777068954,22809.194688561452,2
22796.392757594786,22737.7258191305,22683.42883680312,22660.97734736145,22737.50704630312,22692.72192507206,22768.662908748953,22679.292804077522,22676.895973780156,22649.320751282812,22591.837317054687,22709.647529344784,22606.982147686023,22695.898113819785,22642.601971507018,22797.93700720669,22726.37107309863,22809.36928930312,22635.786193211025,22674.090505509,22505.226668594787,22641.68920719735,22771.916027094787,22722.289665467335,22474.00379435621,22742.678193143485,22630.328850762657,22787.566298742007,22399.766890673356,22758.373560493594,22618.457668761454,22642.500238094784,22684.85234584915,22702.746852325465,22734.588126945957,22708.980746709865,22705.255640981115,22745.572137298357,22723.21714095193,22706.907441867108,22797.29565549201,22728.274596912404,22686.426603779288,22670.456325325667,22664.893049360173,22329.76652753686,22582.521462932986,22761.701438019787,22688.56523167812,22720.48329457206,22763.318587226928,22778.217193921708,22599.597720607067,22767.255565796164,22687.7934008472,22713.745335509,22719.576590675668,21901.973495223952,22591.169294275667,22702.54014762524,22792.949971594786,22725.64690592554,22642.744314733798,22742.98675680312,22766.299661231096,22775.74128721145,22784.302912349915,22717.393212217336,21971.053041694784,22644.268783615193,22588.68773796183,22673.704254512795,22785.42641738145,22746.344105568594,22710.89398142567,22555.99004689716,22610.832970748954,22592.314934719787,22576.599492691275,22541.094284678496,22584.48368807929,22670.055265094787,22614.138825634003,22735.73365817812,22679.2933338095,22551.107937923356,22404.900285032945,22790.12196697893,22697.380981006452,22458.43840425686,21947.30242568954,22703.086281034794,22654.759838645856,22536.2996874696,22704.624025195957,22759.55481575312,22797.648166211453,22686.763928360695,22774.550846232607,3
22788.027169594785,22725.4045151305,22682.701893088833,22647.202824966716,22696.28084358828,22685.32460457206,22701.59493949895,22665.402588033405,22673.76617349682,22481.770716920968,22557.193474725842,22626.623006439542,22524.26514285024,22531.42283630133,22577.814821608186,22797.10191120669,22709.033212931965,22780.317407219787,22573.262186523523,22535.981100138168,22502.09137054933,22500.34107704497,22752.602461094786,22692.512228967335,22473.85536535621,22547.902913310532,22598.46673147099,22785.92686224201,22345.60860657217,22675.65655565781,22477.10953860907,22571.622169580896,22671.88024727772,22637.959702426633,22676.394112945956,22688.812607209864,22651.097356879924,22662.855132462573,22654.54249980553,22542.43216434866,22632.820377973556,22727.778183912407,22660.981455529287,22587.431802420422,22631.823330576837,22264.97937763803,22562.353323432984,22743.674742019786,22605.848226842336,22556.008017053606,22680.601582391144,22547.79739592171,22599.32611460707,22758.508745529496,22683.641716813865,22648.958185610172,22648.69852216178,21802.444813723952,22526.38214437684,22642.761347850243,22743.910493094787,22710.80637842554,22511.755451735142,22660.269751967335,22753.693736981095,22637.631881840618,22749.65907002107,22699.993034717336,21936.40919936594,22579.481633716365,22569.29015231183,22608.917104613967,22436.311350506454,22726.946519918594,22674.103713175668,22531.65522089716,22261.717903873952,22509.29041181454,22493.574969786034,22467.260224053498,22524.704888304288,22555.31010144062,22605.126663739557,22686.826597990617,22660.8266613095,22508.060054423357,22340.113135134114,22761.61366472893,22620.64762167312,22317.09027410448,21881.548987622875,22701.933513034794,22638.529762645856,22453.582682633816,22701.623659105047,22732.79699811936,22744.516364044786,22671.351103610694,22636.441440861774,4
22784.439767594784,22684.17831241566,22655.863728088832,22646.032137966715,22692.06405466328,22623.769838488726,22506.819659666,22635.710235552637,22667.42345549682,22478.15147410847,22474.476469890058,22561.83585654071,22522.51270641274,22520.261476176333,22577.452653608187,22795.72852645669,22694.083503474823,22697.292884314542,22571.712844836024,22533.260285238168,22436.337932482664,22481.593547711636,22717.95861876594,22622.78708030067,22402.97729684232,22465.18590847475,22569.414849387656,22721.139712343178,22344.881662857882,22658.199193919714,22354.38226460907,22544.144824580897,22607.093097378893,22634.680315355203,22676.042313945956,22678.523047959865,22593.358455754926,22619.700314545906,22635.14491415553,22459.715159512874,22632.016647473556,22659.10354276601,22653.47019052929,22522.644652521594,22556.19742333684,21998.263170213027,22543.886650932986,22712.571482298954,22564.622024127493,22546.785904053606,22609.723513877256,22488.83424872171,22534.538964708237,22739.761216196162,22671.728096345116,22549.429504110172,22599.79146197428,21789.864855723954,22448.68269723221,22631.356128850242,22644.381811594787,22664.27993142554,22429.038446899358,22648.177651717335,22740.759048464428,22632.930130048953,22695.500785919878,22673.235217083573,21926.61445361594,22565.888338216362,22565.30854743683,22551.178203488966,22421.36164104931,22661.19308185193,22591.079190270422,22393.545815526326,22162.189222373952,22507.29846631454,22422.696901272142,22465.101146928497,22523.52909430429,22472.285578535375,22598.893206239558,22643.079747490618,22578.109656473716,22393.31489076919,22338.269528134115,22758.61329863802,22571.30683317312,22297.062280146147,21869.456887372875,22693.18669276813,22470.97972828401,22439.62671471074,22674.865841471285,22720.923990119358,22729.56665458764,22649.057003860693,22609.68362322801,5
22783.181323094785,22670.288096371543,22306.748661213835,22586.253338191716,22648.560213288278,22622.511393988723,22503.00487395171,22501.603063145492,22664.691870496823,22473.97280048347,22466.662336290057,22549.57218904071,22512.2444985556,22499.872215176332,22573.300969574855,22787.914392856692,22686.767530974823,22631.539446247873,22376.93756500307,22529.868566154833,22431.731125482664,22458.181057336635,22715.96667326594,22605.329718562574,22248.54122034232,22422.13802497475,22568.156404887657,22705.96936982045,22337.484342357882,22647.625066919714,22189.90698709062,22526.80696441423,22604.93402025389,22609.235167105206,22593.325309110172,22655.467852959864,22544.451395567423,22610.478201545906,22569.391476088866,22458.698821174778,22603.678053473555,22628.000283045174,22541.275363195957,22515.08367463826,22517.24386083684,21980.862992713028,22543.421873932984,22620.34137579895,22560.576843877494,22307.503401053607,22608.526091377254,22464.580464221708,22468.78552664157,22705.117373867317,22613.989195220114,22530.11593811017,22588.630101849278,21762.485067240617,22317.693834233552,22631.004329850242,22641.650226594786,22480.173228092208,22369.259647124356,22647.825852717335,22737.75868237352,22605.452785048954,22695.166004919876,22672.900436083575,21914.54944561594,22565.053242216363,22488.729749253904,22539.704626988965,22348.53798204931,22660.466138137643,22520.201121756534,22303.284220046735,22067.755698123954,22470.67021581454,22416.914280272144,22464.6035404285,22516.017829304288,22429.807229238944,22597.95494094789,22637.477378032287,22569.36283620705,22225.76485640735,22321.087516509113,22675.896293802238,22488.282310267874,22223.5691454517,21815.298603271684,22639.86366751813,22388.262723448228,22438.82298421074,22592.1488366355,22556.448712600904,22562.0166202258,22534.311840206527,22555.525339126823,6
22718.394173195957,22555.542932717377,22272.104818884985,22402.14663485838,22644.40582578828,22608.094707845867,22483.60728830171,22447.444779044305,22650.801654452705,22409.185650584637,22452.2456501472,22491.83328791571,22317.469218722643,22495.235748731888,22530.822620278424,22763.57956685669,22590.899729974823,22467.064168729423,22372.01253000307,22485.389683154834,22403.392531482663,22435.886957586634,22713.800128140938,22603.806991562575,22156.311167592317,22421.41898447475,22508.37760511266,22685.941375862116,22263.991207663435,22483.149789401265,22075.16182343645,22458.14441391423,22522.217015418108,22606.602210605204,22587.722939651838,22630.236848459866,22507.345925900758,22590.282817445906,22566.758519588864,22427.595561453945,22571.81593418189,22601.242465411415,22518.604172195955,22487.703886154926,22509.84654033684,21967.009806713028,22529.774173182985,22601.691140298954,22528.71472458583,22224.786396217823,22567.148064127257,22435.528582138377,22460.648970808237,22634.23930535343,22530.96467231487,22487.637588813745,22580.86262372428,21743.087481590617,22313.524786733553,22616.054620393097,22622.252640944786,22479.457869092206,22368.916686124358,22580.757883467337,22723.34199623066,22590.50307559181,22564.17714192122,22626.373989083575,21903.58348811594,22542.759142466362,22434.560588628905,22526.616224363966,22265.820977213527,22562.456851637642,22460.422321981536,22298.290358734233,22044.343207748952,22306.19493829609,22361.267738797364,22399.816390529668,22462.88602713762,22429.439081238947,22597.23958194789,22590.950931032286,22569.09123020705,22222.049559357347,22319.47818050911,22326.78122692724,22430.088296267873,22218.3507954517,21757.559702146682,22590.824189018127,22382.02926594823,22437.52709321074,22547.903558135502,22489.380743350906,22435.4252042008,22531.565883359304,22474.937452126822,7
22715.758282862622,22502.875989884044,22269.52638331832,22331.268566344494,22573.52775727439,22525.377703010083,22472.81638880171,22440.128806544304,22630.633514952704,22402.95219308464,22451.173706480535,22414.34869691571,22299.002546222644,22430.44859883306,22340.28205689363,22760.208086690025,22508.18272513904,22430.43591822942,22275.698207645928,22466.923010654835,22402.617364482663,22353.16995275085,22685.56872464094,22489.061827908405,22155.052723092318,22405.18890847475,22505.34952461266,22685.589576862116,22122.643077511057,22475.752468901264,22069.379202436452,22437.612843502466,22479.648229944425,22605.767114605205,22526.168173568505,22590.87312262653,22487.948340250758,22541.243338945907,22565.605751588864,22406.716701953945,22551.62013318189,22539.687699328082,22457.769584695954,22470.526503321595,22487.55244058684,21957.464280832075,22440.356216599652,22577.19216987038,22432.400402228686,22154.51833721782,22491.270615627254,22418.19072197171,22360.861043849905,22592.861278103428,22458.14101331487,22483.0011223693,22579.66520122428,21728.24695409062,22308.530925421055,22592.6421300181,22524.243354444785,22460.742393292207,22348.35429220769,22576.05613167567,22558.86671871221,22486.208067140196,22504.39834214622,22614.460368614826,21902.72825486594,22535.443169966362,22414.171327628905,22443.59170145872,22262.792896713527,22558.837608825143,22447.450223410106,22294.536296234233,22035.45505174895,22246.92916579609,22340.878477797363,22317.099385693884,22457.89216582512,22422.041760738946,22530.794636947892,22528.304707032286,22338.67143220705,22214.488581474016,22307.214513009112,22306.61308742724,22419.863939767874,22217.334457113608,21573.45299881335,22568.19377810146,22381.25409894823,22088.41202633574,22477.6354991355,22486.473909850905,22417.3849974508,22525.223165359304,22470.97394412682,8
22710.155913404287,22419.8514669788,22256.920459068322,22327.681164344493,22566.321333691056,22512.405604438656,22471.557944301712,22435.97712251097,22435.85823511975,22268.845020677494,22436.464760623392,22393.221351455184,22267.205152722643,22420.874023833057,22290.94126839363,22754.380480690023,22410.173438639038,22426.59857472942,22261.760781918656,22447.525425004835,22310.387311732666,22337.757128000852,22585.780797682608,22478.270928408405,22112.57437379589,22400.195047162248,22482.294329612658,22667.945675612118,22108.73827936522,22441.983092526265,22067.535595436453,22402.96900117362,22467.326925944424,22587.01958527187,22520.340567568506,22577.22542187653,22483.731551325756,22476.456189047076,22561.885666588867,22370.870749453945,22417.512960774748,22372.137664966238,22449.80723965429,22466.37481928826,22486.600129586837,21952.740637832077,22436.13942767465,22494.475165034597,22426.166944728684,22129.07318896782,22353.16121025642,22412.588352513376,22266.427519599907,22580.53997410343,22375.424008479087,22467.128016369297,22514.87805132545,21645.529949254837,22273.887083092206,22527.854980119268,22464.464554669787,22451.730231397763,22290.61539108269,22461.310968021502,22540.84002271221,22454.34594784853,22474.716839671863,22541.636709614824,21885.550872032607,22533.057756966362,22347.103358378903,22438.22701295872,22210.125953880193,22531.557987325144,22373.616162785107,22235.270523734234,22027.89407386562,22230.69908979609,22275.125039730698,22287.407033213112,22450.33118794179,22408.953358113944,22497.724918164557,22524.259526782287,22276.02520820705,22156.749680349014,22076.794715009113,22298.798953827238,22415.71225573454,22176.108254398765,21570.323198530015,22564.14859785146,22379.99565444823,21992.54422533574,22458.9200233355,22432.315625749714,22406.5940979508,22507.885305192638,22371.18601716849,9
22700.03117115429,22365.693182877607,22174.20345423254,22317.107037344493,22558.35898864939,22471.179401723813,22417.39966020052,22422.32942176097,22271.382957601298,22261.486991677495,22433.886325056723,22392.869552455184,22263.05346868931,22407.78562120806,22191.41258689363,22723.27722096919,22409.63956181761,22343.881569893638,22258.481394847226,22420.767607371075,22110.411947482666,22279.56311400085,22583.20236211594,22438.319726908405,21917.799093962934,22335.407897263416,22479.715894045992,22628.992113112115,22100.726325365224,22415.225274892502,21973.10207118645,22320.251996337836,22462.333064631923,22584.28800027187,22502.88320583041,22542.581579547685,22417.83440154798,22433.408305547076,22527.241824260018,22317.73894728728,22406.351600649745,22368.17415696624,22255.031959821335,22384.488646454927,22454.738010295172,21785.190603470233,22353.422422838867,22326.925130672756,22324.936726103686,22069.294389192823,22318.517367927576,22395.188175013376,22162.749868599905,22497.822969267647,22355.228207479086,22400.0600471193,22514.16725032545,21628.192089088167,22270.60769602078,22486.476952869267,22326.355149298954,22352.201549897763,22236.4571069815,22456.518726438168,22538.45795454554,22392.791181765195,22407.64887042186,22468.14357492038,21858.793054398844,22484.150696778863,22333.213142334786,22437.500069244437,22206.58109388019,22466.770837426313,22368.622301472606,22171.185665984234,22007.866079907286,22213.241728057994,22273.7554731057,22164.679759213115,22367.614183106005,22398.162458613944,22454.57010024789,22489.615684453438,22262.34372920705,22137.352094699014,21994.07771017333,22295.669153543906,22361.54309510954,22111.321104499937,21503.255229280017,22557.088730257343,22376.376411635727,21983.532063441296,22455.79022305217,22414.858264011622,22374.731978659132,22425.168300356854,22351.78843151849,10
