ext_fraction,Genus,age,mean_age,richness,threatened_species,proportion_threatened,rates
int_ex,Andropogon,0.438948000000398,0.4369266947754985,1,0,0,0.7438732333360598
int_ex,Androsace,23.9216000000002,16.225158023170028,20,8,0.4,0.019481305401085953
int_ex,Andryala,13.129466666667,10.847430966626971,8,1,0.125,0.029976220702528308
int_ex,Anemone,23.6811993333337,16.134653965377485,7,0,0,0.025402974906660217
int_ex,Angelica,3.68617700000011,3.528904480931267,4,0,0,0.07263567383501894
int_ex,Anogramma,27.5245460000003,17.44915446215895,1,0,0,0.0074931345176099205
int_ex,Antennaria,3.53542212500023,3.3912938232355674,2,0,0,0.1544229323208123
int_ex,Anthemis,2.17772816666706,2.1250370189385412,10,4,0.4,0.22287069335274873
int_ex,Anthericum,23.3195410000003,15.99629119490358,4,0,0,0.019532395311232693
int_ex,Anthoxanthum,0.206548000000171,0.206104287561579,5,0,0,0.4966648552186098
int_ex,Anthriscus,7.40448900000011,6.721370853608815,2,0,0,0.03098765632869817
int_ex,Anthyllis,4.70452200000023,4.442211759269357,20,3,0.15,0.10451971162593875
int_ex,Antirrhinum,2.05868862500028,2.0117676731046163,24,8,0.3333333333333333,0.21384221976325454
int_ex,Apera,0.969230000000171,0.9591879516634346,2,1,0.5,0.36674487808400547
int_ex,Aphanes,27.2175405000002,17.354045991669047,7,0,0,0.016229278967835218
int_ex,Aphyllanthes,70.692668304598,22.197790824370895,1,0,0,0.02431585211295882
int_ex,Apium,5.81134100000011,5.401944387575952,5,1,0.2,0.05088965587556859
int_ex,Aposeris,9.92475700000034,8.656178989099248,1,0,0,0.0368212953436985
int_ex,Aquilegia,23.2677375000002,15.97625306203603,10,3,0.3,0.007293733914498736
int_ex,Arabidopsis,2.67041300000023,2.590051030399247,1,0,0,0.11706947447243034
int_ex,Arabis,5.91135650000023,5.486945050129553,19,3,0.15789473684210523,0.10996446614000352
int_ex,Arbutus,49.1360497500002,21.217649692372543,1,0,0,0.01815038740805364
int_ex,Arceuthobium,2.94037000000011,2.842212676699343,1,0,0,0.03934712741398141
int_ex,Arctium,0.557987500000227,0.5547070531850095,4,0,0,0.3440439137472457
int_ex,Arctostaphylos,17.8690865000002,13.562901730841718,2,1,0.5,0.012730040457140313
int_ex,Arenaria,10.3165212500002,8.94009944188801,48,10,0.20833333333333337,0.03916970437311669
int_ex,Argyrolobium,9.50629900000028,8.34791903961169,3,2,0.6666666666666666,0.04247713969073719
int_ex,Arisarum,18.1033260000003,13.68185353565694,3,1,0.3333333333333333,0.02376460147385591
int_ex,Aristida,8.72523307222244,7.7587083257415905,2,0,0,0.10436149973347227
int_ex,Aristolochia,52.1236875000002,21.446278195643945,6,0,0,0.004134229604224662
int_ex,Armeria,24.5689730000003,16.46314615079813,71,28,0.39436619718309857,0.01478134410494288
int_ex,Arnica,8.53905850000028,7.615602740832915,1,0,0,0.05001432315908688
int_ex,Arnoseris,3.63314100000034,3.480562400496423,1,0,0,0.09477009032339173
int_ex,Arrhenatherum,0.968358000000171,0.9583343128618472,5,0,0,0.5466522636933634
int_ex,Artemisia,15.1852228214289,12.09937145437718,27,10,0.3703703703703703,0.06199868507077349
int_ex,Arthrocnemum,9.41417200000017,8.279359084338434,1,0,0,0.05476384416484441
int_ex,Arum,1.73079000000034,1.6979576014653517,3,0,0,0.09289358750006096
int_ex,Aruncus,14.0623090000002,11.430039297214256,1,0,0,0.012782494170213817
int_ex,Asparagus,64.8031276041671,22.048494559398875,7,2,0.2857142857142857,0.018698671856028977
int_ex,Asperula,8.91250300000028,7.90162202690275,10,2,0.2,0.048069123795746405
int_ex,Asphodelus,36.3541510000004,19.57946661265821,17,1,0.0588235294117647,0.009750983565611838
int_ex,Asplenium,37.7843250000002,19.83224131675284,22,2,0.09090909090909093,0.005571032371573433
int_ex,Aster,4.98490616666684,4.688619979916803,8,1,0.125,0.1218993595930333
int_ex,Asteriscus,1.51890300000028,1.4937866934669273,2,0,0,0.17285591677101875
int_ex,Astragalus,14.8712380000002,11.915689230042252,49,11,0.22448979591836735,0.027699033790265646
int_ex,Astrantia,8.50434500000006,7.588806396668947,2,0,0,0.013897240638095483
int_ex,Athyrium,25.1125090000003,16.65663711425566,2,0,0,0.00982854554044028
int_ex,Atractylis,18.9639210000003,14.107236951965708,3,0,0,0.014792445516095876
int_ex,Atriplex,2.62987700000017,2.552024747263882,9,0,0,0.0841833230948381
int_ex,Atropa,3.41384275000023,3.279870689731738,2,1,0.5,0.08612117426390412
int_ex,Aurinia,2.19292200000017,2.1394689759225805,1,1,1,0.11848287674494493
int_ex,Avena,0.616791000000227,0.6127742202383452,12,2,0.16666666666666666,0.41733676786032825
int_ex,Baldellia,28.3385940000003,17.69359376448542,5,0,0,0.010406530840780375
int_ex,Ballota,0.729397000000341,0.7237571245323691,2,0,0,0.2970978566422288
int_ex,Barbarea,4.73107400000023,4.4656409023326695,3,0,0,0.06845445920932357
int_ex,Bartsia,16.8501052500003,13.029304437091833,2,0,0,0.04924613687850508
int_ex,Bassia,5.92953050000023,5.502359728105894,4,0,0,0.028769719686160627
int_ex,Bellis,1.49453750000017,1.4702395877471912,7,2,0.2857142857142857,0.08526838269401416
int_ex,Bellium,1.49453750000017,1.4702395877471912,1,1,1,0.10457871924187018
int_ex,Berberis,26.0906765000003,16.990752346121266,3,0,0,0.004349303209357276
int_ex,Berula,8.39233600000011,7.50210054161475,1,1,1,0.04793113475666187
int_ex,Beta,24.8454123333336,16.5622665361345,2,0,0,0.028381595149247454
