ext_fraction,Genus,age,mean_age,richness,threatened_species,proportion_threatened,ev.dist,mean_lambda,sd_lambda,n_species
low_ex,Alnus,27.2796259999999,24.14881887766254,1,1,1,89.36864755162404,0.02661218961047458,NA,1
low_ex,Alopecurus,1.25720600000005,1.2495147827291413,2,2,1,64.40425219079904,0.8167661171000722,NA,1
low_ex,Althaea,4.92650800000004,4.811050230355036,4,4,1,67.02055929653396,0.14167320140969666,0.08113432873033825,3
low_ex,Alyssum,4.5234930000001,4.42591397222471,11,11,1,66.62348625593167,0.24553204831761186,0.03443220111278421,4
low_ex,Amaranthus,38.4492610000001,32.552705627886766,2,2,1,100.62068327935097,0.04282914159196968,NA,1
low_ex,Ammi,12.6607730000001,11.93198973050502,2,2,1,74.79516338059304,0.07445002218168059,0.008610900741361215,2
low_ex,Ammoides,14.8405290000001,13.85134235116866,1,1,1,76.97491993886479,0.05971140552775975,NA,1
low_ex,Ammophila,0.385418999999936,0.38469216344116,1,1,1,63.53246561685497,1.8337165594733396,NA,1
low_ex,Anabasis,18.4503540000001,16.951239824396588,1,1,1,80.62328240707684,0.04688114786059807,NA,1
low_ex,Anacyclus,1.52273099999999,1.5114666767495835,3,3,1,63.65710370967923,0.3029364214554128,NA,1
low_ex,Anagallis,19.2413990000001,17.617871765114884,4,4,1,81.40487859555483,0.03671093227093694,0.0016264917152521343,3
low_ex,Anagyris,30.7768220000001,26.859794937103807,1,1,1,92.87293402309243,0.0497566132571776,NA,1
low_ex,Anarrhinum,4.62010899999999,4.518376978408315,2,2,1,66.77767912068842,0.10022981919679662,NA,1
low_ex,Anchusa,3.7200900000001,3.653769405684113,4,4,1,65.89196172707983,0.0721549227610138,NA,1
low_ex,Androcymbium,106.459684,71.30634040616938,1,1,1,169.22738554677187,0.01508349621189521,NA,1
low_ex,Andropogon,0.0953879999999924,0.09534339772312558,1,1,1,63.24074938864248,0.3405018925034571,NA,1
low_ex,Androsace,29.29965,25.723928037775423,3,3,1,91.4626812822919,0.02712337710359094,6.408220048538553e-4,2
low_ex,Andryala,13.1294690000001,12.347797466363257,5,5,1,75.26385361007009,0.07508932170351802,5.687707646088291e-4,2
low_ex,Anemone,23.681202,21.27850625967538,2,2,1,85.64772990578493,0.03744752832792687,NA,1
low_ex,Anogramma,43.047887,35.80765655326998,1,1,1,97.50451701928634,0.00925531532906976,NA,1
low_ex,Antennaria,0.672502000000052,0.6702931359724388,1,1,1,62.806867836389486,0.3129956674210172,NA,1
low_ex,Anthemis,1.51546399999999,1.5043064266615798,2,2,1,63.64983620989581,0.2988899383774661,NA,1
low_ex,Anthericum,68.888891,52.18883425872284,2,2,1,131.67040714392473,0.02022179323129179,NA,1
low_ex,Anthoxanthum,0.835099999999933,0.8316973831266157,4,4,1,63.9821459382489,1.2583069173949588,0.024805102347052705,2
low_ex,Anthriscus,12.1240300000001,11.453694024663058,2,2,1,74.25842293500612,0.06961190895750335,NA,1
low_ex,Anthyllis,4.70452500000011,4.599095578465279,15,15,1,66.80059089772726,0.23783617548062438,0.020716591023992693,3
low_ex,Antirrhinum,2.05869100000005,2.038170575379959,7,6,0.8571428571428571,64.2162731356913,0.12788131319162713,NA,1
low_ex,Apera,0.267269000000047,0.26691922164776255,1,1,1,63.41431492681854,0.7578284118029781,NA,1
low_ex,Aphanes,38.2883740000001,32.43675841289586,4,4,1,100.37648608603538,0.021503681339038898,4.5118647381729964e-4,2
low_ex,Aphyllanthes,70.692672,53.22360598786335,1,1,1,133.47393768607256,0.02481683400614856,NA,1
low_ex,Apium,8.39728200000005,8.068715028824021,3,3,1,70.53170322835976,0.06074905153553937,0.010441606688276041,2
low_ex,Aquilegia,56.0565660000001,44.43518730742245,3,3,1,118.02021586067762,0.01765983460822319,NA,1
low_ex,Arabidopsis,4.17783300000016,4.0944213962570055,1,1,1,66.27778524012756,0.1028128870273624,NA,1
low_ex,Arabis,5.9113610000001,5.746112769251549,10,9,0.9,68.01136050969095,0.29643832106967644,0.19322503443709788,6
low_ex,Arbutus,43.7468530000001,36.292588810300494,1,1,1,105.90471018387066,0.02099862472040952,NA,1
low_ex,Arctium,1.76858399999999,1.753412033183855,1,1,1,63.90308727447042,0.6809133907256532,NA,1
low_ex,Arenaria,14.708948,13.736515079786574,27,26,0.9629629629629629,76.87897889164357,0.07497441214067493,NA,1
low_ex,Argyrolobium,3.76328499999999,3.6954333132271446,1,1,1,65.85980081410685,0.33401736084096534,NA,1
low_ex,Arisarum,21.6530469999999,19.62305710258844,3,3,1,85.32713108056495,0.01757634043001975,NA,1
low_ex,Aristolochia,147.06522,87.21044266228475,3,3,1,208.53212233131487,0.0118913195074668,4.6912373315172054e-4,2
low_ex,Armeria,30.1179260000001,26.354783449781497,17,11,0.6470588235294118,92.26893514834072,0.03283989297248455,0.0026534539601696223,2
low_ex,Arnoseris,3.63314499999999,3.569854464416269,1,1,1,65.76762285170646,0.1590192455804484,NA,1
low_ex,Arrhenatherum,0.968360999999936,0.9637896353172702,5,3,0.6,64.1154078957764,1.2518100874505906,NA,1
low_ex,Artemisia,4.63646900000005,4.534025424873101,11,10,0.9090909090909091,66.77084214385482,0.19477535555628184,0.004569295191998674,2
low_ex,Arthrocnemum,9.4141760000001,9.003661196915935,1,1,1,71.58721920679571,0.06132414847156216,NA,1
low_ex,Arum,21.6530469999999,19.62305710258844,2,2,1,85.32713108056495,0.017748044437883605,2.0473776123744008e-4,2
low_ex,Asparagus,64.8031310000001,49.79606147881863,4,4,1,127.58489676890949,0.01587646088147674,NA,1
low_ex,Asperula,5.81048200000005,5.6507287681343525,3,3,1,67.97353989954415,0.12894814121643489,NA,1
low_ex,Asphodelus,75.6259110000001,55.98821864367759,8,8,1,138.40261558792534,0.02297797787200344,NA,1
low_ex,Asplenium,29.13178,25.593998954561208,12,11,0.9166666666666666,82.72242951407802,0.02938642053061777,0.005133892697320935,6
low_ex,Astragalus,26.5909410000001,23.605949701186013,32,24,0.75,88.68686944050437,0.11317597315211461,0.024122635036297475,6
low_ex,Atractylis,21.760239,19.711248409833942,2,2,1,83.89490545311986,0.04146987174050653,NA,1
low_ex,Atriplex,19.265671,17.63825591753148,6,6,1,81.43874892120975,0.10509317638049576,0.004159211184030311,4
low_ex,Atropa,3.413843,3.357887098291159,2,1,0.5,65.5725879260205,0.09441387663249592,NA,1
low_ex,Avena,0.968360999999936,0.9637896353172702,8,4,0.5,64.1154078957764,1.409081943244653,0.025042923102468632,3
low_ex,Baldellia,28.338596,24.977725240628207,1,1,1,91.66295903508504,0.01289318878662628,NA,1
low_ex,Ballota,0.674276999999936,0.6720564853430665,2,2,1,62.8310877902232,0.5564624059289505,NA,1
low_ex,Barbarea,7.7674820000001,7.485307123554903,1,1,1,69.86743187062828,0.12803578207002209,NA,1
low_ex,Bartsia,3.54486299999994,3.484578207237885,1,1,1,65.7017421699851,0.07153077130037631,NA,1
low_ex,Bassia,13.1911800000002,12.4024171017972,3,3,1,75.36418865570356,0.07828277571775213,0.0066494829554536,3
low_ex,Bellis,6.49633700000005,6.297463935723132,6,6,1,68.63072233253399,0.08771216363672385,0.0066151552927213395,2
low_ex,Berberis,124.400454,78.86301259914437,1,1,1,186.25584516215204,0.01637114523060274,NA,1
low_ex,Berula,8.39728200000005,8.068715028824021,1,1,1,70.53170322835976,0.05824043438814177,NA,1
low_ex,Betula,22.3660599999999,20.208210026272482,1,1,1,84.45515627669499,0.02449138181111146,NA,1
low_ex,Bituminaria,41.7355920000001,34.890305523768816,1,1,1,103.83136926956146,0.04498009131654325,NA,1
low_ex,Blackstonia,14.217143,13.30616268170228,3,3,1,76.37736356820082,0.05253155377081858,NA,1
low_ex,Blechnum,68.787639,52.13036185213131,1,1,1,122.03334124064051,0.01190531717516222,NA,1
low_ex,Bolboschoenus,4.1690530000001,4.085987162228916,1,1,1,67.2718232178268,0.12262089099510225,NA,1
low_ex,Bombycilaena,0.415091000000052,0.41424810100037424,2,2,1,62.549456844060934,0.3163649435778123,NA,1
low_ex,Borago,3.7200900000001,3.653769405684113,1,1,1,65.89196172707983,0.06824353897019696,NA,1
low_ex,Botrychium,92.38551,64.70992848925675,1,1,1,182.14206882354432,0.00500768997326874,NA,1
low_ex,Brachiaria,0.88026199999999,0.8764824829298713,1,1,1,64.02560456472382,0.43370287243511224,NA,1
low_ex,Brachypodium,5.36245399999999,5.226019040104657,4,4,1,68.50941285935815,0.30990216863007203,0.01209611559618348,4
low_ex,Brassica,0.241707000000101,0.24142088237036488,10,10,1,62.34169667706328,0.8115461660910204,0.12910166294544956,4
low_ex,Briza,5.80934799999999,5.649656028793931,3,3,1,68.9562527966131,1.0049119278928489,0.6707452723287423,3
low_ex,Bromus,3.348481,3.2946256033025008,13,13,1,66.49551745221842,0.8249769419934739,0.08767222701684566,9
low_ex,Buglossoides,5.18596600000005,5.05822764192507,3,3,1,67.35750234155687,0.08913922307173076,NA,1
low_ex,Bupleurum,35.320084,30.27170956070087,16,16,1,97.45437835155789,0.039246174733321613,0.003766154074768842,6
low_ex,Buxus,136.092126,83.32488143336502,2,2,1,197.88930828425202,0.015562544534504355,3.938259035068397e-4,2
low_ex,Cakile,1.75973200000011,1.744710697356738,1,1,1,63.85972339425111,0.7006876935524484,NA,1
low_ex,Calendula,29.064294,25.541716693986128,3,3,1,91.19864834873466,0.07091986091087725,NA,1
low_ex,Calepina,3.0280850000001,2.9839556223946566,1,1,1,65.12807463701782,0.4308701591854211,NA,1
low_ex,Calicotome,1.59463900000005,1.5822912484827714,3,3,1,63.69115872966654,0.6042569481392672,0.04537797477349914,2
low_ex,Callipeltis,4.92503800000005,4.809648092924242,1,1,1,67.08807510715523,0.09960394684339809,NA,1
low_ex,Callitriche,14.3766030000001,13.445899888610027,5,1,0.2,76.5340456811981,0.11307202905399708,0.00401571589043847,3
low_ex,Calluna,22.6304130000001,20.42428120574455,1,1,1,84.79076399062319,0.03684602616735739,NA,1
low_ex,Calystegia,18.08978,16.64588935583044,2,1,0.5,80.24752958002745,0.04871842022546667,0.0015483134242824852,2
low_ex,Camelina,5.78262400000011,5.624372423474409,1,1,1,67.88257495967936,0.10979508152775144,NA,1
low_ex,Campanula,9.34512199999999,8.940444798316152,13,13,1,71.48028037426091,0.06761894000609128,0.013112187554926208,4
low_ex,Camphorosma,13.1911800000002,12.4024171017972,1,0,0,75.36418865570356,0.06593718106244986,NA,1
low_ex,Capparis,77.1673260000001,56.83285030288846,1,1,1,139.26231924349727,0.0249922111169662,NA,1
low_ex,Cardamine,6.11182300000005,5.935389700928889,3,3,1,68.2117760285472,0.1220558770483068,0.004949022476349921,3
low_ex,Carduus,0.574707999999992,0.5730938468757182,8,8,1,62.70921050179285,1.149540977507024,0.06604030206375125,3
low_ex,Carex,14.695338,13.724630487714562,31,22,0.7096774193548387,77.79742714840822,0.333950872786847,0.11975426275185945,24
low_ex,Carlina,21.760239,19.711248409833942,6,6,1,83.89490545311986,0.03802204810391161,0.002125393479651854,3
low_ex,Carrichtera,0.961737000000101,0.957227773410823,1,1,1,63.06172662967369,0.5239304280386579,NA,1
low_ex,Carthamus,0.309664999999995,0.30919557820556065,8,8,1,62.44416801519742,1.8661460480602376,0.02514663484817361,2
low_ex,Carum,14.8405290000001,13.85134235116866,3,2,0.6666666666666666,76.97491993886479,0.05720402604439277,NA,1
low_ex,Catananche,2.90683699999999,2.8661403687394404,2,2,1,65.04131556822678,0.18531306707614242,0.015957667374610525,2
low_ex,Caucalis,10.7909020000001,10.255818342535928,1,1,1,72.925295512433,0.08754723265897293,NA,1
low_ex,Celtis,12.263669,11.578346182897898,2,2,1,74.35186973722206,0.01815940344112606,NA,1
low_ex,Centaurea,0.309664999999992,0.3091955782055576,47,42,0.8936170212765957,62.44416801519742,3.900177765696674,0.4961474799754452,9
low_ex,Centaurium,5.63196200000005,5.481712984204496,7,7,1,67.79227171501516,0.06487366164545713,0.0025850770876506214,3
low_ex,Centranthus,27.4583700000001,24.289225489042842,5,5,1,89.59439417526563,0.0317009647042551,NA,1
low_ex,Cephalanthera,38.522296,32.60529312084627,3,3,1,101.42937892448131,0.026406238231162723,0.0018595820135044923,3
low_ex,Cephalaria,10.965961,10.413930636115188,3,3,1,73.10238683630308,0.02673028972619174,NA,1
low_ex,Cerastium,8.30179500000005,7.980477669181471,12,12,1,70.47184612870221,0.10767479815597883,0.008130016870968142,5
low_ex,Ceratocephala,16.182699,15.015165554551729,1,1,1,78.14957720249208,0.05287759695047255,NA,1
low_ex,Ceratonia,57.582292,45.394578907444796,2,2,1,119.6774467600545,0.0341991359586959,NA,1
low_ex,Ceratophyllum,190.540566,100.12286113950773,1,0,0,250.19802433529043,0.01054420702655918,NA,1
low_ex,Cerinthe,5.7469620000001,5.590622753666289,2,2,1,67.91848009734566,0.07951599225475749,NA,1
low_ex,Ceterach,29.13178,25.593998954561208,1,1,1,82.72242951407802,0.02036911370637518,NA,1
low_ex,Chaenorhinum,3.30856000000005,3.2559681605877335,12,12,1,65.46613925175633,0.1293662246643972,NA,1
low_ex,Chaerophyllum,9.8088350000001,9.364200320563967,2,2,1,71.94322848699163,0.06812708575115405,0.002203184266901937,2
low_ex,Chamaemelum,2.52095499999999,2.490272872037541,2,2,1,64.6553276816138,0.2668468471714314,NA,1
low_ex,Chamaerops,123.17153,78.37364765881192,1,1,1,185.898838839019,0.01842357468861545,NA,1
low_ex,Chelidonium,36.628253,31.23197271389607,1,1,1,98.62362789509348,0.01502518991186767,NA,1
low_ex,Chenopodium,20.84823,18.958380374099416,9,9,1,83.02125962534183,0.06826252066440634,0.011878483819860739,4
low_ex,Chondrilla,2.90683699999999,2.8661403687394404,1,1,1,65.04131556822678,0.19350588267555308,NA,1
low_ex,Chrozophora,70.874641,53.3272745977818,2,2,1,132.95978175663458,0.02528110222401054,NA,1
low_ex,Cicendia,11.161363,10.590124463092977,1,1,1,73.32163027903533,0.06223715153026205,NA,1
low_ex,Cichorium,3.99683400000005,3.920408689438691,2,2,1,66.13131180835136,0.17248549169224206,0.006929842548035341,2
low_ex,Circaea,29.693181,26.027835672827496,1,1,1,91.79900192797109,0.02985334441023021,NA,1
low_ex,Cirsium,0.59295599999999,0.5912379133008436,10,10,1,62.727458001520944,1.2293949993918027,0.05172265438025224,2
low_ex,Cistus,28.7041150000001,25.262204813315336,11,11,1,90.79729353785933,0.05383003241822102,0.005812889521967281,7
low_ex,Cladium,29.681507,26.018834015189356,1,1,1,92.77784957335058,0.04458706181447672,NA,1
low_ex,Clematis,20.3892640000001,18.57732774946971,4,4,1,82.35589236776003,0.03248172400889585,NA,1
low_ex,Cleonia,3.06288400000005,3.017744219053655,1,1,1,65.21970077539845,0.2737858038619853,NA,1
low_ex,Clinopodium,3.14825599999999,3.100589902796503,1,1,1,65.30507249276735,0.29353725330190183,NA,1
low_ex,Clypeola,4.5234930000001,4.42591397222471,3,2,0.6666666666666666,66.62348625593167,0.2035976015942658,NA,1
low_ex,Cneorum,44.90722,37.092059997344656,1,1,1,107.0003960993632,0.02040766154345628,NA,1
low_ex,Coincya,0.748119000000101,0.7453867790823437,3,3,1,62.848108655138944,0.5422082402313749,NA,1
low_ex,Comastoma,7.56603400000011,7.297986468899802,1,1,1,69.72645737727777,0.05223454021930344,NA,1
low_ex,Conium,7.41722500000005,7.159390538959818,1,1,1,69.55161512661695,0.09277640061627974,NA,1
low_ex,Conringia,1.1974270000001,1.1904471929951372,1,1,1,63.29741689837012,0.48443201629897625,NA,1
low_ex,Consolida,20.7988160000001,18.91742506323069,3,3,1,82.76674375895469,0.041427954773804405,0.002754953918904792,3
low_ex,Convolvulus,18.08978,16.64588935583044,11,11,1,80.24752958002745,0.04933123038534897,0.003991416351332638,4
low_ex,Coriaria,103.074797,69.77638056021574,1,1,1,165.16026203319396,0.0216161439041518,NA,1
low_ex,Coris,32.0291190000001,27.812403964466085,4,4,1,94.19181759509706,0.03238549303712104,NA,1
low_ex,Cornus,105.675811,70.95511135531086,1,1,1,167.7960306183596,0.02146419334474277,NA,1
low_ex,Coronilla,6.8580730000001,6.63691358043345,6,6,1,68.95413636356115,0.16368056878763237,0.00843764655339147,4
low_ex,Corylus,22.3660599999999,20.208210026272482,2,2,1,84.45515627669499,0.02200500496548978,NA,1
low_ex,Corynephorus,0.835099999999933,0.8316973831266157,2,2,1,63.9821459382489,1.373221716019912,NA,1
low_ex,Crambe,1.49278300000011,1.4819553653448898,2,2,1,63.59277440396056,0.7584847452114954,NA,1
low_ex,Crassula,70.268062,52.98119165314616,2,2,1,132.41302078692055,0.02037053746338761,NA,1
low_ex,Crataegus,7.37545399999999,7.120452269977241,3,3,1,69.46502772908204,0.04468811681130084,NA,1
low_ex,Crepis,5.06017999999999,4.938470427506074,11,11,1,67.1945525067034,0.14489660696410134,0.02491519680232599,5
low_ex,Crithmum,12.3213060000001,11.629752308465559,1,1,1,74.45569703949448,0.0608984509665955,NA,1
low_ex,Crucianella,4.92503800000005,4.809648092924242,4,4,1,67.08807510715523,0.09198146923184464,NA,1
low_ex,Cruciata,4.61422400000005,4.512747348172879,2,2,1,66.77729102626839,0.14043027374818867,0.0060779611244431275,2
low_ex,Crupina,0.866205999999995,0.8625458973450962,2,2,1,63.000709248611194,0.9314501715727005,0.42703346134262143,2
low_ex,Crypsis,2.94396799999999,2.9022346185715855,2,2,1,66.0890662438325,0.29976104011234883,0.022816377491784782,2
low_ex,Cryptogramma,65.631618,50.28682195018748,1,1,1,119.73537746850509,0.00919650022777142,NA,1
low_ex,Cuscuta,32.791105,28.38746392697441,7,7,1,94.94840618118559,0.04231489163020133,0.001545966258308954,5
low_ex,Cutandia,0.578569000000049,0.5769331255708353,3,2,0.6666666666666666,63.72561891212529,0.7783414877905424,NA,1
low_ex,Cymodocea,32.713558,28.32909721662471,1,1,1,96.03198091692097,0.02005497743344608,NA,1
low_ex,Cynanchum,0.968461000000103,0.963888694004134,1,1,1,63.1293404503254,0.04580823096044586,NA,1
low_ex,Cynara,1.75243999999999,1.73754225121193,3,2,0.6666666666666666,63.88694190331978,0.7259084684022623,NA,1
low_ex,Cynodon,1.320109,1.3116322335364639,1,1,1,64.46527237960647,0.3861035796630342,NA,1
low_ex,Cynoglossum,8.02008200000005,7.719704066112124,6,6,1,70.19222581800187,0.07866862041107037,NA,1
low_ex,Cynosurus,1.51614300000005,1.5049754736890095,3,3,1,64.66319246505518,0.6708697676835241,0.004138320553000874,2
low_ex,Cyperus,5.03634000000005,4.915757126413891,8,8,1,68.13904170848843,0.2888163367426086,0.09874261673483385,8
low_ex,Cystopteris,68.787639,52.13036185213131,4,4,1,122.03334124064051,0.01194281931321026,NA,1
low_ex,Cytisus,1.59463900000005,1.5822912484827714,10,10,1,63.69115872966654,0.5023606848900064,0.013428748185394662,3
low_ex,Dactylis,1.08056000000005,1.0748719646799687,3,3,1,64.22760938474434,0.733669598043406,NA,1
low_ex,Dactylorhiza,5.984241,5.814967174404721,6,6,1,68.90223048588267,0.061102141602208046,0.001246673509763287,2
low_ex,Danthonia,1.991947,1.9727275780621951,1,1,1,65.13716170730297,0.21923664540382068,NA,1
low_ex,Daphne,6.3158650000001,6.127684974299514,3,3,1,68.41211538921789,0.052365421712955905,0.0022946965221226543,3
low_ex,Daucus,0.749778000000109,0.7470336766496586,7,7,1,62.884172491998974,0.10140754569008352,NA,1
low_ex,Delphinium,20.7988160000001,18.91742506323069,5,4,0.8,82.76674375895469,0.036376432170829476,0.0010677509455936215,2
low_ex,Deschampsia,1.84360999999999,1.827131221963623,2,2,1,64.99065746435187,0.6815129953916897,NA,1
low_ex,Descurainia,8.68083000000005,8.3302828125706,1,1,1,70.78077568178963,0.09808792482708303,NA,1
low_ex,Dianthus,4.90135899999994,4.787059567076269,9,9,1,67.07142769419939,0.11014737116067626,NA,1
low_ex,Dictamnus,28.571077,25.158758991739976,2,2,1,90.66437848423753,0.02005746308857835,NA,1
low_ex,Digitalis,3.58740500000005,3.5256807040171734,6,5,0.8333333333333334,65.74490720490168,0.3076672196356337,0.024509629504879202,3
low_ex,Dipcadi,39.6078800000001,33.383505682296054,1,1,1,102.39275590300372,0.02430218908083247,NA,1
low_ex,Diplotaxis,0.518872000000101,0.5175557933278326,8,7,0.875,62.61886166880313,0.6512967746744994,0.13965872851357428,5
low_ex,Dipsacus,10.965961,10.413930636115188,2,2,1,73.10238683630308,0.02912015960751311,NA,1
low_ex,Distichoselinum,4.33166300000011,4.242079965874822,1,1,1,66.46605738097827,0.09534472600405244,NA,1
low_ex,Dittrichia,0.497609999999992,0.4963992896904652,2,2,1,62.632098465174664,0.2489430373201313,NA,1
low_ex,Dorycnium,1.44584000000011,1.4356796537232,4,4,1,63.54190680659215,0.7350887168290443,0.08272650293338567,3
low_ex,Draba,1.1974270000001,1.1904471929951372,5,5,1,63.29741689837012,0.4948903482054491,0.04188599649264327,2
low_ex,Drosera,75.8774510000001,56.12666670923363,1,0,0,138.0230719657061,0.01972344491349265,NA,1
low_ex,Drosophyllum,75.8774510000001,56.12666670923363,1,1,1,138.0230719657061,0.01974580612495513,NA,1
low_ex,Echinaria,1.60933900000005,1.596763703918971,1,1,1,64.75638837617653,0.7857542747097603,NA,1
low_ex,Echinops,5.46927300000005,5.327439912681081,3,3,1,67.60377001996784,0.17349656779620784,0.008195389380111731,3
low_ex,Echium,11.801596,11.165274829086844,11,11,1,73.97297537104346,0.1423881964468791,0.01586601008461879,4
low_ex,Eleocharis,7.3568650000001,7.103119084688508,4,4,1,70.45957318886944,0.1277107625432349,0.0070696293426055195,4
low_ex,Elymus,1.70752999999994,1.6933820673625173,9,9,1,64.85457191340403,0.7415804556859668,0.055368626464797385,5
low_ex,Emex,8.30391900000005,7.982441245786724,1,1,1,70.4573950200143,0.1011562423372094,NA,1
low_ex,Ephedra,273.52138,116.555193157833,3,3,1,312.4336341204462,0.007340055099461785,3.9170372279159674e-5,2
low_ex,Epilobium,29.693181,26.027835672827496,13,12,0.9230769230769231,91.79900192797109,0.045988288705868755,0.007080047648705484,9
low_ex,Epipactis,38.522296,32.60529312084627,8,8,1,101.42937892448131,0.020721871153771155,3.963291125608805e-4,2
low_ex,Equisetum,304.233986,120.7040330905846,4,4,1,341.02842626672617,0.004984408819095355,1.2048779074779179e-4,4
low_ex,Eragrostis,2.41501099999999,2.386835007766576,5,5,1,65.56014161213389,0.8317290290077042,0.1198900828027795,5
low_ex,Erica,22.6304130000001,20.42428120574455,10,9,0.9,84.79076399062319,0.05610901974599643,0.008529572504652656,7
low_ex,Erinacea,2.36378599999999,2.3367840239224207,1,1,1,64.46030258804996,0.401128538518277,NA,1
low_ex,Erinus,3.58740500000005,3.5256807040171734,1,1,1,65.74490720490168,0.26183116085184033,NA,1
low_ex,Erodium,39.0334920000001,32.97255116158284,18,16,0.8888888888888888,101.18819447676957,0.04586845309221456,0.004319630693994484,8
low_ex,Erophila,5.9113610000001,5.746112769251549,1,1,1,68.01136050969095,0.1806990259263998,NA,1
low_ex,Eruca,1.57020400000011,1.55822993168882,1,1,1,63.67019540165323,0.5744635368545762,NA,1
low_ex,Eryngium,53.6598210000001,42.906636329381726,11,11,1,115.79355614312253,0.04771391473988073,0.0030201767902322606,4
low_ex,Euonymus,58.194018,45.77629846074415,1,0,0,120.28969148964975,0.01816218655041557,NA,1
low_ex,Eupatorium,13.4545520000001,12.635191459962597,1,1,1,75.58892396993039,0.06848609480609932,NA,1
low_ex,Euphorbia,70.8746410000001,53.327274597781845,26,26,1,132.95978175663458,0.07476489189440255,0.02946407516075795,15
low_ex,Euphrasia,11.4052209999999,10.809580179700975,2,2,1,73.56208617754011,0.05845736147393859,NA,1
low_ex,Fagonia,72.8236620000001,54.429446188752124,1,1,1,134.9449486694524,0.01772593858037362,NA,1
low_ex,Fallopia,13.593298,12.757602031152354,1,1,1,75.74644968203212,0.08284319064591544,NA,1
low_ex,Fedia,8.04574000000011,7.743482755797441,1,1,1,70.18206063848814,0.03141857064343138,NA,1
low_ex,Ferula,11.6230650000001,11.005221961572731,1,1,1,73.75745873069644,0.09501825490542952,NA,1
low_ex,Festuca,0.207147999999992,0.20693780476118048,22,18,0.8181818181818182,63.35419783013417,3.4132105829708195,NA,1
low_ex,Ficus,65.482175,50.198509798702965,1,1,1,127.57017297473178,0.01943988045180775,NA,1
low_ex,Filago,0.415091000000052,0.41424810100037424,16,16,1,62.549456844060934,0.33137657482414434,0.03467080536704522,3
low_ex,Filipendula,73.493137,54.80460342132956,1,1,1,135.58098233929036,0.02818021430017188,NA,1
low_ex,Fimbristylis,7.3568650000001,7.103119084688508,1,1,1,70.45957318886944,0.1324430393165397,NA,1
low_ex,Flueggea,104.295012,70.33191749677161,1,1,1,166.37943098900888,0.02260889046145675,NA,1
low_ex,Foeniculum,5.36469000000005,5.228143081659424,1,1,1,67.49908095501979,0.0745778518954806,NA,1
low_ex,Forsskaolea,26.838168,23.801178267154647,1,1,1,88.926573538476,0.0216946661556026,NA,1
low_ex,Fragaria,43.5744290000001,36.173199317957675,1,1,1,105.66253881544782,0.02780797802142579,NA,1
low_ex,Frangula,29.370355,25.77860074950028,2,2,1,91.4590659664965,0.02628531142429597,NA,1
low_ex,Frankenia,49.422971,40.13862141765733,5,5,1,111.57321214054855,0.023877715313911436,1.0292038020191605e-4,3
low_ex,Fritillaria,36.706081,31.288797835019054,1,1,1,99.66055222890074,0.01496013210809384,NA,1
low_ex,Fumana,36.8740860000001,31.41134863462102,9,9,1,98.9671643337654,0.0337409675119136,8.289779189256274e-4,3
